,Unnamed: 0,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,average levels,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?,win/loss cat
4581,11,3633406948L,40,48,90,287922,140664,169,169,59774,2,2,3,0,1,2,0,LOSS
4583,13,3633406948L,24,46,41,150271,72357,236,236,39133,2,1,0,3,0,0,0,LOSS
4585,15,3633406948L,68,63,161,570643,162281,193,193,83273,1,1,1,2,0,1,0,LOSS
4587,17,3633406948L,15,32,44,159275,93067,262.8,262.8,41495,2,3,1,1,1,2,0,LOSS
4589,19,3633406948L,26,43,53,155872,78535,139.6,139.6,41314,2,1,3,1,1,1,0,LOSS
4591,21,3633406948L,72,75,186,643365,221511,201.4,201.4,92057,1,2,3,0,3,1,0,LOSS
4593,23,3633406948L,63,55,177,507828,173494,37.8,37.8,82128,0,1,4,1,1,1,0,LOSS
4595,25,3633406948L,54,64,119,557054,173301,185.4,185.4,83156,1,2,4,0,1,1,0,LOSS
4597,27,3633406948L,20,28,34,94196,51167,207.4,207.4,34101,1,2,1,1,2,2,0,LOSS
4599,29,3633406948L,47,54,100,262302,115957,270,270,57765,3,1,3,0,1,0,0,LOSS
4601,31,3633406948L,15,37,36,109512,82167,248.8,248.8,36329,0,3,2,0,2,3,0,LOSS
4603,33,3633406948L,56,49,128,332136,191336,249.8,249.8,66382,1,3,2,0,0,4,0,LOSS
4605,35,3633406948L,40,44,74,292087,122936,238.8,238.8,57962,2,3,1,0,1,2,0,LOSS
4607,37,3633406948L,64,52,130,443478,208279,230.2,230.2,76479,1,2,3,0,1,2,0,LOSS
4609,39,3633406948L,27,36,61,260110,93421,150.8,150.8,54831,0,1,2,3,2,1,0,LOSS
4611,41,3633406948L,70,76,157,571567,244895,237,237,83912,2,3,1,1,0,2,0,LOSS
4613,43,3633406948L,37,56,75,317554,140943,182.6,182.6,62365,0,3,3,1,1,0,0,LOSS
4615,45,3633406948L,57,47,131,365333,130004,178,178,70578,2,0,1,3,2,0,0,LOSS
4617,47,3633406948L,27,38,66,216366,78973,223.2,223.2,52543,0,0,4,1,3,0,0,LOSS
4619,49,3633406948L,37,42,112,391025,125904,324,324,66971,2,2,0,3,0,1,0,LOSS
4621,51,3633406948L,46,46,109,317602,120008,265,265,57504,0,2,3,1,0,2,0,LOSS
4623,53,3633406948L,22,44,36,220539,106604,294.8,294.8,49802,1,2,2,1,0,2,0,LOSS
4625,55,3633406948L,53,47,135,376818,166319,220.8,220.8,71293,2,3,2,0,1,2,0,LOSS
4627,57,3633406948L,44,48,138,340536,161415,412.8,412.8,65528,2,2,2,1,1,1,0,LOSS
4629,59,3633406948L,38,42,77,259822,117012,213,213,55620,3,1,2,1,1,1,0,LOSS
4631,61,3633406948L,51,51,119,330796,156591,295.2,295.2,65517,0,1,2,2,0,3,0,LOSS
4633,63,3633406948L,29,30,67,162083,64003,305.6,305.6,42319,0,1,4,2,1,1,0,LOSS
4635,65,3633406948L,27,47,46,188148,86925,186.8,186.8,45887,2,2,2,1,0,1,0,LOSS
4637,67,3633406948L,73,77,154,680411,228219,165.6,165.6,99298,1,1,2,1,1,0,0,LOSS
4639,69,3633406948L,52,58,125,353689,151811,254.6,254.6,69822,2,2,3,1,0,1,0,LOSS
4641,71,3633406948L,38,59,88,361272,137194,174.2,174.2,64946,2,1,3,1,0,1,0,LOSS
4643,73,3633406948L,33,45,100,263335,118754,192.4,192.4,54537,0,1,3,0,2,1,0,LOSS
4645,75,3633406948L,47,57,124,272579,117818,304,304,57222,1,0,2,3,2,0,0,LOSS
4647,77,3633406948L,62,48,137,506790,157413,193.2,193.2,84294,1,2,2,1,2,1,0,LOSS
4649,79,3633406948L,33,59,60,249620,152774,192.4,192.4,50760,0,4,1,0,0,4,0,LOSS
4651,81,3633406948L,37,50,103,241872,119125,192.2,192.2,53580,0,0,2,2,0,1,0,LOSS
4653,83,3633406948L,54,54,126,353372,137005,205.8,205.8,66645,1,1,2,2,1,1,0,LOSS
4655,85,3633406948L,30,42,74,239985,105505,255.4,255.4,56119,0,1,4,2,2,1,0,LOSS
4657,87,3633406948L,35,49,63,213509,105443,251.8,251.8,51499,1,3,1,1,0,2,0,LOSS
4659,89,3633406948L,42,63,67,249133,125681,194,194,54056,0,2,3,1,1,2,0,LOSS
4661,91,3633406948L,46,51,106,325443,109780,210.4,210.4,63161,2,3,2,0,0,1,0,LOSS
4663,93,3633406948L,40,68,88,302657,170634,229.2,229.2,61164,2,2,2,1,1,2,0,LOSS
4665,95,3633406948L,59,66,152,560352,208926,214,214,86174,0,1,4,1,1,1,0,LOSS
4667,97,3633406948L,36,48,78,282778,99135,295.2,295.2,58787,1,1,2,4,1,0,0,LOSS
4669,99,3633406948L,36,41,79,401188,126836,103.2,103.2,63272,1,1,2,3,0,1,0,LOSS
4671,101,3633406948L,29,46,46,178657,119791,259.8,259.8,47670,0,3,2,1,1,3,0,LOSS
4673,103,3633406948L,45,49,101,373894,147612,189.6,189.6,66961,2,2,2,1,0,2,0,LOSS
4675,105,3633406948L,46,45,102,370502,128145,190,190,69687,0,1,2,2,3,1,0,LOSS
4677,107,3633406948L,30,47,66,255856,182715,190.8,190.8,57565,0,2,2,1,0,4,0,LOSS
4679,109,3633406948L,33,44,74,241378,105969,195,195,51235,2,2,2,1,1,2,0,LOSS
4681,111,3633406948L,46,58,98,380682,146704,189.6,189.6,69391,2,1,2,1,1,1,0,LOSS
4683,113,3633406948L,30,55,56,186125,99043,190.2,190.2,46464,2,1,3,1,1,1,0,LOSS
4685,115,3633406948L,48,59,125,407890,170178,190.6,190.6,66784,1,3,3,0,2,1,0,LOSS
4687,117,3633406948L,46,64,88,305535,142612,164.6,164.6,61247,3,3,0,1,0,0,0,LOSS
4689,119,3633406948L,42,46,110,381571,143263,243.6,243.6,67516,0,3,0,2,1,2,0,LOSS
4691,121,3633406948L,37,37,107,218507,92710,208.4,208.4,51132,1,1,3,1,4,0,0,LOSS
4693,123,3633406948L,43,53,98,254666,137861,284,284,60163,1,3,3,2,0,1,0,LOSS
4695,125,3633406948L,37,59,96,290932,122884,144.2,144.2,53747,2,2,3,0,1,1,0,LOSS
4697,127,3633406948L,70,50,185,443829,189064,195,195,73364,1,3,1,0,1,2,0,LOSS
4699,129,3633406948L,52,47,111,377916,141375,221.8,221.8,66250,1,3,2,1,1,2,0,LOSS
4701,131,3633406948L,35,52,92,264307,129491,227.6,227.6,54493,2,4,1,0,0,3,0,LOSS
4703,133,3633406948L,15,29,33,97861,63468,176.6,176.6,34322,2,2,1,0,1,3,0,LOSS
4705,135,3633406948L,39,47,107,281855,118513,203,203,57527,0,3,2,1,2,1,0,LOSS
4707,137,3633406948L,34,45,83,359385,142640,329.2,329.2,65261,1,3,2,1,1,2,0,LOSS
4709,1,3633481369L,37,38,110,226840,91215,206.6,206.6,51423,2,2,2,1,2,1,0,LOSS
4711,3,3633481369L,53,54,122,328809,141360,184.4,184.4,65210,0,1,3,1,3,0,0,LOSS
4713,5,3633481369L,62,66,131,404756,244264,224.8,224.8,73676,1,2,2,1,1,2,0,LOSS
4715,7,3633481369L,39,53,79,209338,125041,208.8,208.8,50900,1,2,2,1,1,3,0,LOSS
4717,9,3633481369L,18,33,32,95872,48240,127.4,127.4,31519,1,3,2,1,0,3,0,LOSS
4719,11,3633481369L,23,38,40,130016,79112,267.6,267.6,39736,3,2,2,1,0,2,0,LOSS
4721,13,3633481369L,33,43,48,159933,84099,238.6,238.6,46820,2,2,0,3,1,0,0,LOSS
4723,15,3633481369L,22,32,37,175437,90087,207.8,207.8,47129,2,2,3,0,2,1,0,LOSS
4725,17,3633481369L,42,41,93,224109,92767,135.4,135.4,53609,1,1,0,3,1,0,0,LOSS
4727,19,3633481369L,68,72,162,534503,191914,153.6,153.6,84217,1,1,4,1,2,0,0,LOSS
4729,21,3633481369L,57,61,133,410310,151747,138.4,138.4,70013,0,1,3,2,2,1,0,LOSS
4731,23,3633481369L,47,48,111,305176,143362,296.6,296.6,66223,0,2,3,0,3,2,0,LOSS
4733,25,3633481369L,54,47,110,365526,140593,231.8,231.8,71903,1,1,2,1,1,0,0,LOSS
4735,27,3633481369L,16,22,34,126510,41481,119.2,119.2,36847,2,1,4,1,0,0,0,LOSS
4737,29,3633481369L,49,43,126,274760,111459,135.6,135.6,58774,2,2,1,2,1,1,0,LOSS
4739,31,3633481369L,46,46,107,292574,104737,112,112,61103,1,1,1,1,1,1,0,LOSS
4741,33,3633481369L,49,56,105,369286,156757,161.8,161.8,72719,1,4,1,2,0,1,0,LOSS
4743,35,3633481369L,28,42,77,226017,87099,169.2,169.2,51842,1,1,1,2,3,1,0,LOSS
4745,37,3633481369L,46,56,106,606939,145387,192.2,192.2,88041,0,0,4,3,2,0,0,LOSS
4747,39,3633481369L,52,56,99,405747,130868,201.2,201.2,69449,1,1,4,2,1,0,0,LOSS
4749,41,3633481369L,40,51,79,261367,131579,229.8,229.8,60036,0,1,3,2,1,1,0,LOSS
4751,43,3633481369L,35,39,80,278307,97751,202.8,202.8,57545,0,1,3,2,1,1,0,LOSS
4753,45,3633481369L,19,36,31,122526,55100,146,146,36851,1,1,2,1,2,1,0,LOSS
4755,47,3633481369L,34,39,82,183476,79201,135.8,135.8,46271,3,1,2,2,0,1,0,LOSS
4757,49,3633481369L,27,47,62,179943,91127,243,243,47006,0,0,3,3,0,0,0,LOSS
4759,51,3633481369L,13,30,30,67117,41545,276.2,276.2,27070,1,2,3,1,0,0,0,LOSS
4761,53,3633481369L,29,49,80,258473,124392,249.6,249.6,54401,0,1,2,2,2,2,0,LOSS
4763,55,3633481369L,17,41,25,126814,64983,213.4,213.4,37459,1,2,2,0,0,2,0,LOSS
4765,57,3633481369L,48,47,122,467867,216025,269.8,269.8,76574,1,2,3,1,1,1,0,LOSS
4767,59,3633481369L,38,41,82,362138,122663,222.6,222.6,65638,0,1,2,2,2,1,0,LOSS
4769,61,3633481369L,23,46,61,117779,76388,191.8,191.8,36284,0,3,0,2,2,2,0,LOSS
4771,63,3633481369L,34,40,89,213104,103852,153.2,153.2,50438,1,3,1,2,1,1,0,LOSS
4773,65,3633481369L,49,52,123,398081,173678,252,252,74738,1,1,2,1,1,1,0,LOSS
4775,67,3633481369L,21,31,67,177963,72047,164.8,164.8,44358,0,2,2,1,2,1,0,LOSS
4777,69,3633481369L,30,34,65,410344,138869,257.4,257.4,65248,0,4,1,1,1,1,0,LOSS
4779,71,3633481369L,38,43,86,303668,102817,161.2,161.2,61041,3,2,2,2,1,0,0,LOSS
4781,73,3633481369L,58,68,122,480080,162747,254.6,254.6,78438,2,2,2,1,2,0,0,LOSS
4783,75,3633481369L,44,58,110,378249,155081,225,225,64829,2,2,1,0,1,1,0,LOSS
4785,77,3633481369L,40,55,108,307248,148464,148,148,63471,1,1,4,1,2,0,0,LOSS
4787,79,3633481369L,54,50,141,767760,223529,206.6,206.6,102258,1,1,4,0,2,0,0,LOSS
4789,81,3633481369L,32,30,81,154154,80318,103.2,103.2,45356,3,3,2,0,1,1,0,LOSS
4791,83,3633481369L,34,51,76,245896,105432,151.6,151.6,54673,3,1,3,1,0,0,0,LOSS
4793,85,3633481369L,39,36,96,311588,108404,178.8,178.8,59566,2,2,1,2,0,1,0,LOSS
4795,87,3633481369L,31,43,66,193457,113118,227,227,49049,0,4,2,0,1,3,0,LOSS
4797,89,3633481369L,23,38,58,194450,82306,216.2,216.2,46783,1,2,2,0,2,2,0,LOSS
4799,91,3633481369L,28,41,70,213198,82571,252.8,252.8,48741,0,2,3,1,2,1,0,LOSS
4801,93,3633481369L,13,16,19,57860,30363,106.8,106.8,25908,0,2,1,2,1,3,0,LOSS
4803,95,3633481369L,20,31,36,121262,58912,146.8,146.8,35774,1,1,1,3,0,1,0,LOSS
4805,97,3633481369L,49,49,125,363959,141502,320.4,320.4,70226,1,0,4,1,2,0,0,LOSS
4807,99,3633481369L,17,31,22,77330,46650,219.4,219.4,29003,3,3,1,1,0,0,0,LOSS
4809,101,3633481369L,26,28,59,203834,63068,185.8,185.8,46119,1,0,2,3,2,0,0,LOSS
4811,103,3633481369L,53,62,123,398758,200546,151.6,151.6,68150,0,4,2,1,0,2,0,LOSS
4813,105,3633481369L,54,67,107,459180,165343,303.4,303.4,75428,1,1,3,2,1,0,0,LOSS
4815,107,3633481369L,37,32,94,175093,91866,237.4,237.4,49295,1,1,2,1,3,1,0,LOSS
4817,109,3633481369L,26,32,63,205124,72586,236.6,236.6,49377,1,1,2,2,2,0,0,LOSS
4819,111,3633481369L,41,48,109,318320,105684,312.6,312.6,60066,0,0,4,1,2,1,0,LOSS
4821,113,3633481369L,25,46,46,239765,95026,250.8,250.8,50305,3,2,1,2,0,1,0,LOSS
4823,115,3633481369L,33,56,54,240309,129231,168,168,54183,4,3,1,1,0,0,0,LOSS
4825,117,3633481369L,40,45,99,344496,133945,104,104,66650,0,3,1,1,1,2,0,LOSS
4827,119,3633481369L,56,41,139,329722,117144,172,172,64281,0,0,5,1,2,0,0,LOSS
4829,121,3633481369L,41,54,108,213404,115251,168.8,168.8,53828,1,1,5,0,2,0,0,LOSS
4831,123,3633481369L,49,45,140,375126,145049,146.8,146.8,67955,2,0,4,0,3,0,0,LOSS
4833,125,3633481369L,31,48,67,206596,110381,244.6,244.6,49554,2,3,2,0,2,1,0,LOSS
4835,127,3633481369L,46,53,115,262583,123020,213.2,213.2,61875,0,2,1,2,0,3,0,LOSS
4837,129,3633481369L,43,45,89,244066,113240,129.8,129.8,54826,2,0,3,2,0,1,0,LOSS
4839,131,3633481369L,16,37,33,105390,69281,118.6,118.6,35453,1,1,2,1,2,2,0,LOSS
4841,133,3633481369L,47,51,110,274873,125681,229.6,229.6,58897,1,1,3,0,2,1,0,LOSS
4843,135,3633481369L,34,60,79,236618,124875,142.2,142.2,52729,1,3,1,2,1,1,0,LOSS
4845,137,3633481369L,24,25,53,145973,58605,123.8,123.8,38249,2,1,3,1,0,1,0,LOSS
4847,139,3633481369L,32,42,76,156614,99607,176.4,176.4,42699,1,4,2,0,0,3,0,LOSS
4849,1,3633894905L,45,78,89,569023,266382,124,124,84956,0,1,4,0,3,1,0,LOSS
4851,3,3633894905L,34,37,79,245459,102525,147,147,50547,2,2,1,2,0,1,0,LOSS
4853,5,3633894905L,37,38,110,226840,91215,300.2,300.2,51423,2,2,2,1,2,1,0,LOSS
4855,7,3633894905L,28,37,69,191052,80849,200,200,45546,1,3,1,2,0,1,0,LOSS
4857,9,3633894905L,35,56,72,248435,121531,155.8,155.8,55253,2,1,2,1,0,2,0,LOSS
4859,11,3633894905L,31,49,68,229834,105750,313,313,52346,0,0,3,2,1,2,0,LOSS
4861,13,3633894905L,31,46,68,213324,95000,265.2,265.2,47991,2,4,1,0,0,3,0,LOSS
4863,15,3633894905L,55,51,128,692280,185918,191.8,191.8,92941,1,0,1,4,0,1,0,LOSS
4865,17,3633894905L,48,53,130,332140,158545,152.8,152.8,62956,1,1,4,0,3,1,0,LOSS
4867,19,3633894905L,47,68,100,412605,173175,200.2,200.2,70484,2,1,2,3,0,0,0,LOSS
4869,21,3633894905L,24,37,48,165541,79995,146.2,146.2,44192,1,1,4,1,1,1,0,LOSS
4871,23,3633894905L,62,62,153,409907,178846,110,110,74948,1,3,0,2,1,1,0,LOSS
4873,25,3633894905L,30,45,53,245130,101826,187.2,187.2,57421,4,1,2,0,2,0,0,LOSS
4875,27,3633894905L,50,51,117,298883,136905,234.6,234.6,61690,1,1,2,2,1,1,0,LOSS
4877,29,3633894905L,65,63,146,896596,228001,187.6,187.6,108932,1,1,4,3,1,0,0,LOSS
4879,31,3633894905L,42,41,96,424268,163897,171,171,69218,1,1,3,1,0,1,0,LOSS
4881,33,3633894905L,59,51,181,585269,175413,268.6,268.6,81968,0,2,2,1,1,1,0,LOSS
4883,35,3633894905L,19,36,54,179944,85473,202,202,46583,2,1,2,2,2,0,0,LOSS
4885,37,3633894905L,30,43,55,187957,96421,215.8,215.8,48819,1,2,2,2,2,0,0,LOSS
4887,39,3633894905L,36,49,90,290929,97097,204.4,204.4,55317,2,1,2,1,1,0,0,LOSS
4889,41,3633894905L,28,35,73,168451,79084,238.4,238.4,44248,1,2,3,0,2,1,0,LOSS
4891,43,3633894905L,46,58,107,380275,182129,126.2,126.2,70433,2,2,1,1,1,2,0,LOSS
4893,45,3633894905L,42,48,114,388278,140909,153,153,70048,1,1,1,3,1,1,0,LOSS
4895,47,3633894905L,49,55,85,338791,131834,168.4,168.4,66337,1,4,1,0,1,3,0,LOSS
4897,49,3633894905L,52,74,103,528243,197060,306.6,306.6,81750,0,0,3,3,0,1,0,LOSS
4899,51,3633894905L,51,43,138,352955,147290,127.4,127.4,68698,0,2,2,0,3,3,0,LOSS
4901,53,3633894905L,55,67,123,401971,216394,94.4,94.4,72070,2,4,1,0,1,2,0,LOSS
4903,55,3633894905L,38,45,88,271536,115426,135,135,56395,2,0,4,1,1,1,0,LOSS
4905,57,3633894905L,53,59,122,429009,183586,80.2,80.2,69051,1,1,3,1,1,1,0,LOSS
4907,59,3633894905L,14,34,24,224959,81062,164.4,164.4,50940,0,1,2,2,1,1,0,LOSS
4909,61,3633894905L,51,56,104,286863,115062,189.2,189.2,65926,2,1,3,0,2,1,0,LOSS
4911,63,3633894905L,62,69,138,408805,179715,158,158,75385,1,2,1,1,2,2,0,LOSS
4913,65,3633894905L,45,47,93,342992,118841,330,330,63136,2,2,1,2,0,1,0,LOSS
4915,67,3633894905L,41,40,95,287506,99020,180,180,54040,2,4,0,1,0,1,0,LOSS
4917,69,3633894905L,59,63,119,461470,161562,190,190,77367,2,3,3,1,1,0,0,LOSS
4919,71,3633894905L,30,51,72,367880,140671,176.6,176.6,67544,1,1,3,2,1,1,0,LOSS
4921,73,3633894905L,21,32,43,134323,53862,89,89,37933,1,1,3,2,0,0,0,LOSS
4923,75,3633894905L,24,36,50,188478,76634,202,202,43127,1,3,2,2,0,1,0,LOSS
4925,77,3633894905L,63,71,152,553093,252291,171.6,171.6,84445,2,3,2,0,1,2,0,LOSS
4927,79,3633894905L,49,68,112,499824,201475,255,255,79767,0,1,3,1,3,1,0,LOSS
4929,81,3633894905L,48,63,145,434345,211460,225.8,225.8,76905,1,2,2,0,2,2,0,LOSS
4931,83,3633894905L,36,49,92,296907,124436,302.2,302.2,59137,0,1,2,2,2,1,0,LOSS
4933,85,3633894905L,37,53,83,249041,110042,155.2,155.2,53826,3,0,3,2,0,0,0,LOSS
4935,87,3633894905L,53,44,135,307376,129504,160.2,160.2,61633,2,3,2,0,2,1,0,LOSS
4937,89,3633894905L,22,34,58,153831,77627,116.4,116.4,40260,0,2,3,0,3,2,0,LOSS
4939,91,3633894905L,46,49,114,366514,150390,224.4,224.4,67620,0,2,3,1,1,0,0,LOSS
4941,93,3633894905L,39,38,100,394334,110091,165.4,165.4,62792,1,2,2,1,1,1,0,LOSS
4943,95,3633894905L,34,47,75,335313,118136,162.8,162.8,58269,3,2,1,1,0,0,0,LOSS
4945,97,3633894905L,47,53,98,439574,177988,198,198,75653,0,2,2,2,1,0,0,LOSS
4947,99,3633894905L,34,42,98,380939,120631,201.8,201.8,61284,2,2,3,1,1,0,0,LOSS
4949,101,3633894905L,44,35,111,327626,129481,308.4,308.4,66021,1,1,3,0,4,0,0,LOSS
4951,103,3633894905L,23,40,42,162671,71355,262.4,262.4,43816,3,3,2,0,1,1,0,LOSS
4953,105,3633894905L,36,51,77,300967,118345,267.4,267.4,59783,2,2,3,1,0,0,0,LOSS
4955,107,3633894905L,47,53,116,442383,140556,310.2,310.2,71227,1,2,3,1,1,1,0,LOSS
4957,109,3633894905L,38,44,97,273036,110422,203,203,54694,1,2,2,1,1,1,0,LOSS
4959,111,3633894905L,54,51,147,290038,145464,215,215,63390,1,2,0,2,2,2,0,LOSS
4961,113,3633894905L,24,39,40,168760,106585,204.2,204.2,49721,1,1,3,0,2,3,0,LOSS
4963,115,3633894905L,14,24,22,88940,42370,362,362,32112,1,1,1,2,1,1,0,LOSS
4965,117,3633894905L,23,40,66,147933,79543,142.8,142.8,42548,2,2,2,1,1,1,0,LOSS
4967,119,3633894905L,35,57,84,299822,148290,215,215,61749,4,1,4,0,1,0,0,LOSS
4969,121,3633894905L,25,49,54,144326,85247,203.4,203.4,42206,1,2,1,2,1,2,0,LOSS
4971,123,3633894905L,40,52,82,321585,141067,165.8,165.8,67095,0,2,3,1,1,1,0,LOSS
4973,125,3633894905L,34,46,67,272795,110526,167.2,167.2,56229,1,3,1,1,2,1,0,LOSS
4975,127,3633894905L,46,64,101,491367,189539,210,210,76946,2,1,3,1,1,0,0,LOSS
4977,129,3633894905L,44,58,92,419443,156483,191.8,191.8,71042,1,1,1,3,1,1,0,LOSS
4979,131,3633894905L,41,63,83,458883,198431,278.8,278.8,71376,2,1,2,1,2,1,0,LOSS
4981,133,3633894905L,23,39,49,202981,104017,193.8,193.8,48280,0,2,3,1,1,2,0,LOSS
4983,135,3633894905L,44,55,115,377347,171156,220,220,71878,0,3,1,1,3,1,0,LOSS
4985,137,3633894905L,30,37,68,259801,102169,178.4,178.4,52608,0,2,3,0,0,2,0,LOSS
4987,139,3633894905L,57,68,92,651620,238489,206,206,93481,3,2,1,1,0,2,0,LOSS
4989,141,3633894905L,23,35,51,150197,73030,143.6,143.6,40260,3,3,2,1,0,1,0,LOSS
4991,143,3633894905L,44,63,83,297998,145827,261.6,261.6,63271,2,2,1,1,1,1,0,LOSS
4993,145,3633894905L,37,55,63,315945,132551,268.8,268.8,58584,1,4,0,1,1,2,0,LOSS
4995,147,3633894905L,33,48,76,273902,133629,286.4,286.4,61162,2,3,1,2,1,0,0,LOSS
4997,149,3633894905L,60,48,157,404493,183455,133,133,71188,1,1,3,1,1,2,0,LOSS
4999,151,3633894905L,26,38,51,175133,90888,346.8,346.8,45283,0,2,0,3,0,2,0,LOSS
5001,153,3633894905L,38,42,103,230817,95477,189.2,189.2,51077,3,1,1,3,1,0,0,LOSS
5003,155,3633894905L,53,54,113,271602,139044,197,197,60806,2,3,2,0,2,0,0,LOSS
5005,157,3633894905L,67,56,145,401687,154140,188.8,188.8,71105,1,3,2,1,1,2,0,LOSS
5007,159,3633894905L,58,76,111,448812,208603,272.2,272.2,74393,2,1,2,1,1,1,0,LOSS
5009,161,3633894905L,27,44,63,216113,112766,303.4,303.4,52202,0,2,2,2,1,2,0,LOSS
5011,163,3633894905L,40,57,98,270394,155478,299.4,299.4,60602,2,3,1,1,0,2,0,LOSS
5013,165,3633894905L,39,38,92,513602,155432,267.2,267.2,78623,2,1,1,2,1,0,0,LOSS
5015,167,3633894905L,58,59,128,307164,128600,264.6,264.6,64366,2,2,2,3,0,0,0,LOSS
5017,169,3633894905L,42,41,93,323441,117634,144.4,144.4,60154,2,2,1,2,0,1,0,LOSS
5019,1,3633488121L,55,59,121,510750,174845,201,201,78523,2,1,2,2,1,0,0,LOSS
5021,3,3633488121L,34,37,79,245459,102525,181.2,181.2,50547,2,2,1,2,0,1,0,LOSS
5023,5,3633488121L,23,54,47,201458,121695,101.6,101.6,49249,2,1,1,1,0,2,0,LOSS
5025,7,3633488121L,34,27,64,284687,94451,224.2,224.2,55179,1,2,3,0,1,2,0,LOSS
5027,9,3633488121L,43,59,90,377159,163494,187.6,187.6,69232,3,2,0,2,0,1,0,LOSS
5029,11,3633488121L,35,47,66,200278,94407,189.2,189.2,50694,0,1,2,2,1,2,0,LOSS
5031,13,3633488121L,42,63,83,313546,131812,223,223,58871,3,2,2,1,0,0,0,LOSS
5033,15,3633488121L,71,74,140,490199,247021,188,188,81615,1,3,0,2,1,3,0,LOSS
5035,17,3633488121L,73,62,159,740488,265044,313,313,95699,2,1,4,0,2,1,0,LOSS
5037,19,3633488121L,42,58,88,378241,180356,149.6,149.6,66520,1,2,2,0,1,3,0,LOSS
5039,21,3633488121L,40,70,67,406325,176466,219.6,219.6,67302,1,2,0,2,1,2,0,LOSS
5041,23,3633488121L,50,62,107,384176,194960,271,271,67996,2,2,2,1,2,1,0,LOSS
5043,25,3633488121L,59,61,143,436893,179470,212.8,212.8,72954,2,1,4,1,0,1,0,LOSS
5045,27,3633488121L,34,42,85,238770,124309,124,124,56057,0,1,2,2,2,1,0,LOSS
5047,29,3633488121L,39,46,101,267486,99528,121.8,121.8,55866,2,0,3,1,3,0,0,LOSS
5049,31,3633488121L,42,57,82,350762,149551,254.2,254.2,67774,2,1,1,2,2,0,0,LOSS
5051,33,3633488121L,55,60,125,557917,191048,221.8,221.8,84233,1,1,2,2,2,1,0,LOSS
5053,35,3633488121L,52,58,105,546965,173523,212,212,75662,1,2,2,1,2,0,0,LOSS
5055,37,3633488121L,57,70,123,513892,194493,181.4,181.4,83171,1,2,2,1,3,1,0,LOSS
5057,39,3633488121L,39,40,48,280836,96729,303.2,303.2,55921,2,2,1,1,0,2,0,LOSS
5059,41,3633488121L,36,44,68,363022,110731,193,193,59625,2,2,2,0,1,1,0,LOSS
5061,43,3633488121L,36,45,102,300607,114115,215.2,215.2,57488,1,3,1,1,1,1,0,LOSS
5063,45,3633488121L,49,69,101,608745,189693,209,209,87993,1,0,3,3,1,0,0,LOSS
5065,47,3633488121L,44,45,101,354254,106747,343.8,343.8,60332,1,0,4,1,2,0,0,LOSS
5067,49,3633488121L,36,35,88,290983,81969,97.2,97.2,59191,1,0,4,1,1,0,0,LOSS
5069,51,3633488121L,27,46,69,187668,106887,168.8,168.8,44847,1,2,3,0,2,2,0,LOSS
5071,53,3633488121L,41,59,109,378911,157235,139.8,139.8,66389,2,2,3,0,1,1,0,LOSS
5073,55,3633488121L,56,61,108,407878,230786,162.4,162.4,75841,1,1,3,1,0,2,0,LOSS
5075,57,3633488121L,47,53,95,372369,161179,146.2,146.2,65576,2,2,1,1,1,1,0,LOSS
5077,59,3633488121L,28,45,49,256417,118848,175.2,175.2,51388,1,3,2,2,0,2,0,LOSS
5079,61,3633488121L,32,59,73,554427,137786,194,194,76652,0,1,5,0,1,0,0,LOSS
5081,63,3633488121L,56,68,130,748719,226806,200.8,200.8,86273,1,3,2,1,1,1,0,LOSS
5083,65,3633488121L,46,51,91,363015,128381,181.8,181.8,64254,1,2,2,1,1,1,0,LOSS
5085,67,3633488121L,59,71,136,417194,207011,169.2,169.2,74178,2,2,2,1,0,2,0,LOSS
5087,69,3633488121L,15,33,31,108993,57351,191,191,34977,1,1,3,2,2,1,0,LOSS
5089,71,3633488121L,23,27,57,150109,59231,167.2,167.2,42695,1,2,4,1,1,0,0,LOSS
5091,73,3633488121L,31,42,70,232453,84298,220.8,220.8,53974,2,1,1,1,1,0,0,LOSS
5093,75,3633488121L,56,55,153,446706,160308,336,336,73810,2,1,2,2,2,0,0,LOSS
5095,77,3633488121L,67,88,168,689112,237901,257.6,257.6,94273,0,1,4,1,2,1,0,LOSS
5097,79,3633488121L,48,53,95,342301,153315,266.6,266.6,66585,1,2,3,1,1,1,0,LOSS
5099,81,3633488121L,43,54,83,321750,147231,172.4,172.4,65054,1,0,4,0,3,1,0,LOSS
5101,83,3633488121L,40,42,99,316241,110374,161.2,161.2,62406,1,0,3,3,1,0,0,LOSS
5103,85,3633488121L,15,34,32,191637,71983,235.4,235.4,44580,2,1,2,2,2,1,0,LOSS
5105,87,3633488121L,56,63,106,426512,199949,149.8,149.8,71666,1,4,2,1,0,1,0,LOSS
5107,89,3633488121L,42,49,100,288237,121555,220.4,220.4,58613,3,2,2,2,1,0,0,LOSS
5109,91,3633488121L,45,56,107,356202,147125,280.6,280.6,67652,3,2,1,3,0,0,0,LOSS
5111,93,3633488121L,55,58,127,535219,195442,184.2,184.2,78712,1,2,3,2,2,0,0,LOSS
