,Unnamed: 0,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,average levels,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?,win/loss cat
2752,176,NA1_4144751229,37,35,84,81221,87844,261.6,261.6,54893,1,0,3,2,0,1,1,WIN
2754,178,NA1_4142545180,50,45,114,121080,115687,211.6,211.6,69501,0,1,2,3,1,1,1,WIN
2756,180,NA1_4142531225,63,49,137,159686,132873,312,312,77367,3,2,3,0,2,0,1,WIN
2758,182,NA1_4142467676,39,38,88,96963,140921,225.8,225.8,60554,1,4,0,1,0,3,1,WIN
2760,184,NA1_4142040971,30,18,87,56126,58207,204.2,204.2,46458,2,1,3,2,1,1,1,WIN
2762,186,NA1_4141968351,43,55,111,120188,128677,198.4,198.4,64371,1,2,2,1,2,1,1,WIN
2764,188,NA1_4141160471,39,33,81,92826,73633,371,371,60166,0,0,4,0,2,1,1,WIN
2766,190,NA1_4140991245,50,41,134,96597,144839,224.4,224.4,64549,1,4,1,1,1,2,1,WIN
2768,192,NA1_4139763904,49,31,147,105681,118123,234.4,234.4,61941,0,1,3,1,3,1,1,WIN
2770,194,NA1_4139769768,50,46,118,126107,133698,217.8,217.8,65754,2,2,2,1,1,1,1,WIN
2772,196,NA1_4139696628,36,26,85,106913,81599,184.2,184.2,59999,0,2,2,2,1,1,1,WIN
2774,0,NA1_4170376531,70,66,128,213994,253012,170,170,97777,2,3,2,1,1,1,1,WIN
2776,2,NA1_4170412752,51,31,127,114834,98135,224.2,224.2,60695,0,0,3,1,2,1,1,WIN
2778,4,NA1_4170309461,43,37,88,117932,111664,217.6,217.6,65397,3,2,2,1,0,1,1,WIN
2780,6,NA1_4170333520,54,42,138,116144,109768,180.6,180.6,71342,1,2,3,1,1,0,1,WIN
2782,8,NA1_4170286696,57,54,116,144795,176451,303.2,303.2,80900,2,3,1,1,2,0,1,WIN
2784,10,NA1_4170199720,68,68,142,194744,193885,248.4,248.4,91097,2,1,3,2,2,0,1,WIN
2786,12,NA1_4169713942,41,35,81,102301,89207,275,275,65889,3,1,2,3,1,0,1,WIN
2788,14,NA1_4169649052,60,52,163,177506,154709,226.8,226.8,82571,1,1,4,1,2,1,1,WIN
2790,16,NA1_4169010653,55,49,92,116124,162001,228.8,228.8,75329,1,2,2,1,1,1,1,WIN
2792,18,NA1_4168935923,49,36,116,106550,90104,353.4,353.4,58598,0,2,2,2,1,1,1,WIN
2794,20,NA1_4168950390,59,48,140,176730,142072,320.8,320.8,70675,1,2,0,1,1,3,1,WIN
2796,22,NA1_4168905302,54,43,133,127534,105415,335,335,66242,1,0,3,2,0,1,1,WIN
2798,24,NA1_4168839122,53,34,101,110178,100834,362.4,362.4,67125,2,1,2,1,2,1,1,WIN
2800,26,NA1_4168851597,34,17,91,58170,52244,196.8,196.8,48198,0,2,3,1,3,1,1,WIN
2802,28,NA1_4167492936,50,42,113,119798,106942,280.2,280.2,66984,1,1,3,2,0,2,1,WIN
2804,30,NA1_4167480089,43,26,126,80503,73852,285.4,285.4,52058,2,4,2,0,1,1,1,WIN
2806,32,NA1_4167265281,46,36,101,135430,114601,271.6,271.6,68323,1,2,2,2,0,2,1,WIN
2808,34,NA1_4167248083,74,76,169,219544,224032,316.4,316.4,90271,1,2,3,1,1,0,1,WIN
2810,36,NA1_4167071649,49,40,129,155981,180412,284.8,284.8,70180,1,1,3,1,1,2,1,WIN
2812,38,NA1_4165980470,62,53,147,181240,169673,219.8,219.8,78104,1,2,1,1,1,1,1,WIN
2814,40,NA1_4164913335,52,33,119,139041,103986,206.4,206.4,70879,0,0,1,3,2,1,1,WIN
2816,42,NA1_4164527958,54,41,124,112878,87918,252.8,252.8,64395,0,0,4,1,1,1,1,WIN
2818,44,NA1_4162588212,79,69,149,223308,260590,306.6,306.6,103374,0,2,4,2,0,1,1,WIN
2820,46,NA1_4162548873,59,49,138,182854,219685,227.2,227.2,90589,1,3,2,1,1,1,1,WIN
2822,48,NA1_4162535163,37,30,102,83522,86886,297.2,297.2,56073,0,1,2,2,1,2,1,WIN
2824,50,NA1_4162436305,73,67,153,198481,205640,200,200,103301,1,1,3,2,2,1,1,WIN
2826,52,NA1_4160869208,62,61,145,172113,165733,278.2,278.2,89131,3,1,3,1,2,0,1,WIN
2828,54,NA1_4160846523,52,44,137,121665,143223,364.2,364.2,70113,0,2,3,0,2,2,1,WIN
2830,56,NA1_4160828537,52,60,101,129514,171319,364.2,364.2,78853,1,3,1,1,0,3,1,WIN
2832,58,NA1_4160777606,47,50,102,104015,130180,171.6,171.6,62003,1,1,3,2,1,1,1,WIN
2834,60,NA1_4160801090,63,61,125,155724,174598,364.2,364.2,82459,0,1,2,2,0,1,1,WIN
2836,62,NA1_4160610070,59,52,142,181479,195306,236.6,236.6,90532,1,1,2,2,2,1,1,WIN
2838,64,NA1_4160555291,50,44,91,132140,101524,298.6,298.6,69448,1,1,1,3,1,1,1,WIN
2840,66,NA1_4160542724,57,35,145,130720,100995,242.6,242.6,62195,2,0,5,1,0,1,1,WIN
2842,68,NA1_4160507463,71,56,145,185686,191164,436.4,436.4,86592,0,2,4,1,1,1,1,WIN
2844,70,NA1_4160487238,41,33,101,80610,96332,231.2,231.2,58927,0,2,4,1,1,2,1,WIN
2846,72,NA1_4160513184,35,26,81,58528,63928,231,231,48949,1,1,4,1,1,1,1,WIN
2848,74,NA1_4160483501,48,37,112,126576,87774,213.6,213.6,63695,0,1,3,4,1,0,1,WIN
2850,76,NA1_4159890092,40,38,96,102478,86215,211,211,59420,1,2,1,2,1,1,1,WIN
2852,78,NA1_4159757052,61,40,105,118266,125959,245,245,73027,3,1,3,0,0,0,1,WIN
2854,80,NA1_4159762332,59,46,130,131071,157675,250.2,250.2,72446,0,2,2,1,1,3,1,WIN
2856,82,NA1_4159686853,72,67,198,150033,212758,250,250,91933,0,1,3,1,4,1,1,WIN
2858,84,NA1_4159257454,40,43,100,113272,110120,230.6,230.6,67476,3,2,1,1,0,1,1,WIN
2860,86,NA1_4159255764,36,20,89,71032,54251,564.4,564.4,46363,2,1,3,1,3,0,1,WIN
2862,88,NA1_4159253783,49,35,126,123768,87421,316,316,63489,1,3,2,1,1,0,1,WIN
2864,90,NA1_4159231862,51,41,119,123337,117876,451.4,451.4,72115,1,3,2,0,2,2,1,WIN
2866,92,NA1_4159197404,28,23,81,64970,81121,210.8,210.8,63707,1,1,4,1,1,1,1,WIN
2868,94,NA1_4155273785,33,29,90,82029,68419,195.6,195.6,51265,1,2,2,2,1,1,1,WIN
2870,96,NA1_4155251220,46,43,121,137359,105630,179.6,179.6,59446,0,1,3,2,1,2,1,WIN
2872,98,NA1_4155196769,51,54,102,101063,123807,254.4,254.4,64423,0,3,1,2,0,2,1,WIN
2874,100,NA1_4153802523,43,39,105,118770,116239,333.6,333.6,62561,0,1,4,0,1,2,1,WIN
2876,102,NA1_4153769956,35,24,73,68246,67731,245.4,245.4,50333,2,3,1,1,0,1,1,WIN
2878,0,NA1_4171564427,47,34,112,94324,110691,270.2,270.2,59107,1,3,2,0,2,2,1,WIN
2880,2,NA1_4170500287,45,24,136,105704,88429,229.6,229.6,57677,0,0,3,2,2,2,1,WIN
2882,4,NA1_4170257825,84,74,182,238163,260698,163.8,163.8,119573,1,1,3,1,1,1,1,WIN
2884,6,NA1_4170252030,51,49,77,122635,146600,213.2,213.2,72756,1,1,4,1,0,2,1,WIN
2886,8,NA1_4170215307,40,28,105,86086,109333,202.4,202.4,65649,1,3,2,1,3,0,1,WIN
2888,10,NA1_4170158970,61,62,129,140644,169955,213.2,213.2,75419,3,3,0,2,1,1,1,WIN
2890,12,NA1_4170109687,72,74,138,290732,204011,213,213,109775,0,1,4,1,1,0,1,WIN
2892,14,NA1_4167545212,42,39,96,116728,134705,225,225,70200,2,2,2,0,1,1,1,WIN
2894,16,NA1_4167521793,53,51,93,122493,143035,382,382,75685,2,1,2,2,1,1,1,WIN
2896,18,NA1_4167498073,47,38,99,106267,111164,147.2,147.2,62782,1,2,1,2,1,1,1,WIN
2898,20,NA1_4167484376,53,46,112,102048,131531,308.8,308.8,68631,1,0,3,2,2,0,1,WIN
2900,22,NA1_4167442218,43,23,111,80660,67964,308.8,308.8,51539,1,2,3,0,1,1,1,WIN
2902,24,NA1_4167428934,47,23,103,86682,58178,279.2,279.2,48023,2,1,1,2,1,1,1,WIN
2904,26,NA1_4167395136,43,37,85,120244,87956,181.4,181.4,63619,1,2,2,1,0,1,1,WIN
2906,28,NA1_4167328220,72,41,148,201093,150984,209.6,209.6,94254,2,1,1,3,0,1,1,WIN
2908,30,NA1_4167362190,50,41,94,130132,103714,316.8,316.8,74981,3,0,1,2,0,0,1,WIN
2910,32,NA1_4167286666,41,33,108,109710,103359,278.8,278.8,69086,2,2,3,0,3,0,1,WIN
2912,34,NA1_4167209278,47,49,113,131411,176976,217.8,217.8,91825,3,1,1,2,2,0,1,WIN
2914,36,NA1_4167098708,25,5,78,34644,23822,223.4,223.4,34757,0,1,3,2,2,0,1,WIN
2916,38,NA1_4167102075,65,49,149,170209,229741,311.4,311.4,91428,1,3,3,0,1,2,1,WIN
2918,40,NA1_4166445787,71,62,134,193312,183979,182,182,89132,3,0,3,1,1,0,1,WIN
2920,42,NA1_4166472476,60,59,97,151699,203910,365.2,365.2,80396,1,3,2,0,1,1,1,WIN
2922,44,NA1_4166419544,50,29,110,122752,90677,301.8,301.8,59941,1,2,3,1,1,0,1,WIN
2924,46,NA1_4166375973,57,50,118,140528,148459,154.8,154.8,71939,1,2,1,1,1,1,1,WIN
2926,48,NA1_4166372459,56,55,120,138712,146048,277.2,277.2,71106,1,1,3,2,1,1,1,WIN
2928,50,NA1_4166259271,68,56,176,210089,204292,285.6,285.6,81946,1,1,3,1,0,1,1,WIN
2930,52,NA1_4166292827,48,36,145,144892,113977,289.6,289.6,78151,1,1,3,2,2,0,1,WIN
2932,54,NA1_4166198548,36,29,65,74502,76485,289.6,289.6,64487,0,1,3,3,1,1,1,WIN
2934,56,NA1_4166183408,56,54,126,187482,140844,239.2,239.2,75135,2,1,2,1,2,1,1,WIN
2936,58,NA1_4166125599,55,62,122,209506,207811,242.2,242.2,99107,2,1,3,1,0,1,1,WIN
2938,60,NA1_4166089546,37,35,76,103697,152211,289.4,289.4,74755,2,2,3,0,2,0,1,WIN
2940,62,NA1_4166103512,49,36,104,119640,126998,289.4,289.4,74662,0,0,3,2,2,1,1,WIN
2942,64,NA1_4165084278,44,47,89,136988,164729,199.2,199.2,76845,0,4,0,2,1,2,1,WIN
2944,66,NA1_4165063203,59,33,141,131867,138012,224.8,224.8,67074,1,3,1,1,1,2,1,WIN
2946,68,NA1_4164988620,60,37,165,151994,132235,402.8,402.8,78450,0,0,4,1,2,1,1,WIN
2948,70,NA1_4164994527,80,64,125,207113,208510,280.8,280.8,77255,2,4,2,1,0,1,1,WIN
2950,72,NA1_4164895456,41,24,119,81192,82605,305.8,305.8,56455,1,1,2,2,2,1,1,WIN
2952,74,NA1_4164890414,53,39,116,140924,108225,323.4,323.4,80032,2,1,3,0,2,2,1,WIN
2954,76,NA1_4164833917,47,49,90,96206,104536,250,250,63176,2,2,0,3,1,0,1,WIN
2956,78,NA1_4164775225,55,49,99,144639,116577,358,358,67261,1,2,2,2,1,1,1,WIN
2958,80,NA1_4164714989,36,42,59,73991,109496,376.8,376.8,58565,2,3,1,1,1,1,1,WIN
2960,82,NA1_4164706112,48,40,101,158403,149370,191.2,191.2,72998,1,4,1,1,1,1,1,WIN
2962,84,NA1_4164692806,38,35,71,89882,99583,351,351,62524,2,2,3,0,0,2,1,WIN
2964,86,NA1_4163638403,75,74,174,249375,273832,272.4,272.4,104213,2,3,1,1,0,1,1,WIN
2966,88,NA1_4163661030,45,37,102,86501,84592,285,285,59248,0,2,4,0,2,1,1,WIN
2968,90,NA1_4163605212,51,57,121,130870,161064,165.4,165.4,81275,3,3,0,2,1,0,1,WIN
2970,92,NA1_4163567096,43,39,84,137028,129649,305,305,72213,2,1,4,0,0,2,1,WIN
2972,94,NA1_4163522050,81,71,159,262914,251537,304.8,304.8,122279,1,2,2,1,1,1,1,WIN
2974,96,NA1_4162787232,81,69,219,222334,241369,264.8,264.8,94535,1,3,2,0,1,2,1,WIN
2976,98,NA1_4162802679,63,46,129,134021,157462,296.4,296.4,68596,3,2,1,2,1,1,1,WIN
2978,100,NA1_4162800834,37,31,84,69241,70032,215,215,51809,1,0,1,4,0,0,1,WIN
2980,102,NA1_4162756940,72,56,141,162285,134269,362.2,362.2,79278,2,2,2,1,1,1,1,WIN
2982,104,NA1_4162730632,64,63,152,144659,170336,211.2,211.2,74410,1,3,2,1,1,2,1,WIN
2984,106,NA1_4162666520,62,53,148,159443,196698,93.2,93.2,81033,2,2,3,1,1,1,1,WIN
2986,108,NA1_4162661995,46,35,96,92027,122111,240.4,240.4,62869,1,2,2,1,1,2,1,WIN
2988,110,NA1_4162612224,40,39,77,118056,116992,170.6,170.6,69575,2,2,1,1,1,1,1,WIN
2990,112,NA1_4162570404,49,35,127,136024,110007,140.2,140.2,68640,4,1,2,1,1,0,1,WIN
2992,114,NA1_4162552153,41,27,93,70456,101039,224,224,58301,1,0,4,1,2,0,1,WIN
2994,116,NA1_4162418482,52,48,115,121117,166324,291.6,291.6,71843,2,2,1,2,1,1,1,WIN
2996,118,NA1_4162377031,32,17,75,78122,51062,280,280,49487,2,1,3,1,1,1,1,WIN
2998,120,NA1_4162410316,56,38,136,117527,107719,223.6,223.6,65670,3,1,2,1,1,1,1,WIN
3000,122,NA1_4162307465,43,42,113,105523,166221,382.2,382.2,66706,0,3,2,1,2,2,1,WIN
3002,124,NA1_4162330016,65,43,150,135082,128753,223,223,69977,0,2,3,0,2,1,1,WIN
3004,126,NA1_4161323100,66,61,111,150717,194320,233.4,233.4,85998,1,2,2,1,1,2,1,WIN
3006,128,NA1_4161296924,34,22,70,53384,43662,335.6,335.6,38248,2,1,1,3,1,0,1,WIN
3008,130,NA1_4161250337,64,79,152,259674,446341,348,348,134491,1,2,2,1,2,2,1,WIN
3010,132,NA1_4161206159,44,50,99,109740,107073,292,292,59871,2,3,1,1,0,0,1,WIN
3012,134,NA1_4161201579,52,43,124,133971,101398,377,377,64794,1,1,2,3,1,0,1,WIN
3014,136,NA1_4161137111,46,42,106,136329,111231,301.6,301.6,63726,2,2,2,3,0,0,1,WIN
3016,138,NA1_4161161006,46,29,146,96744,81222,59.2,59.2,52455,1,1,4,2,2,0,1,WIN
3018,140,NA1_4161125322,49,25,136,101340,97399,199.4,199.4,54364,1,2,3,0,2,1,1,WIN
3020,142,NA1_4161101999,56,28,135,104799,99526,228.8,228.8,59711,0,1,3,1,1,2,1,WIN
3022,144,NA1_4161026226,22,20,58,31937,42553,280.4,280.4,32365,0,1,1,2,2,2,1,WIN
3024,146,NA1_4161008506,49,47,112,138001,120977,179.2,179.2,68808,3,1,1,1,1,1,1,WIN
3026,148,NA1_4160928947,65,42,146,145303,115896,283.4,283.4,81065,1,1,3,2,2,1,1,WIN
3028,150,NA1_4160915315,53,42,157,127225,156372,283,283,71323,1,0,2,1,3,1,1,WIN
3030,152,NA1_4160843246,60,55,149,153794,175488,246.2,246.2,87970,3,1,2,1,2,0,1,WIN
3032,154,NA1_4160315312,51,33,101,116146,116562,249,249,72051,2,1,2,1,2,0,1,WIN
3034,156,NA1_4160284351,31,16,92,55794,49793,123.6,123.6,46671,1,0,4,2,2,0,1,WIN
3036,158,NA1_4160206809,51,36,129,125328,96302,338.2,338.2,68566,2,0,1,3,1,0,1,WIN
3038,160,NA1_4160166168,56,41,126,113300,82996,297.8,297.8,60089,0,0,4,2,1,0,1,WIN
3040,162,NA1_4160172942,50,34,110,84982,86111,227.2,227.2,60753,1,2,3,3,1,0,1,WIN
3042,164,NA1_4160116253,61,51,140,163546,168983,178,178,78555,2,2,2,1,2,0,1,WIN
3044,166,NA1_4160140805,48,41,118,125639,128686,269,269,67063,1,3,1,1,1,2,1,WIN
3046,168,NA1_4160059022,61,28,146,114331,89929,373.4,373.4,64748,2,1,2,1,1,1,1,WIN
3048,170,NA1_4160056171,49,25,140,91244,71512,373,373,54609,0,1,3,0,3,2,1,WIN
3050,172,NA1_4160041553,56,59,136,167244,177860,236.6,236.6,84424,1,3,2,1,1,2,1,WIN
3052,174,NA1_4160025169,49,35,137,120323,127486,47.6,47.6,68156,1,3,3,0,1,1,1,WIN
3054,176,NA1_4158930414,41,42,104,118160,108942,197.2,197.2,65552,4,2,1,1,0,1,1,WIN
3056,178,NA1_4158880177,30,28,63,67126,64289,255.2,255.2,46782,2,1,2,1,2,0,1,WIN
3058,0,NA1_4171357792,58,41,136,121232,112596,281.6,281.6,68349,0,1,3,2,1,1,1,WIN
3060,2,NA1_4170257825,84,74,182,238163,260698,163.8,163.8,119573,1,1,3,1,1,1,1,WIN
3062,4,NA1_4170252030,51,49,77,122635,146600,213.2,213.2,72756,1,1,4,1,0,2,1,WIN
3064,6,NA1_4170215307,40,28,105,86086,109333,202.4,202.4,65649,1,3,2,1,3,0,1,WIN
3066,8,NA1_4170158970,61,62,129,140644,169955,213.2,213.2,75419,3,3,0,2,1,1,1,WIN
3068,10,NA1_4170109687,72,74,138,290732,204011,213,213,109775,0,1,4,1,1,0,1,WIN
3070,12,NA1_4169824219,67,60,148,209938,231699,189.8,189.8,88474,2,3,2,0,2,1,1,WIN
3072,14,NA1_4169820020,54,50,84,110792,154718,135,135,62577,2,3,1,1,0,1,1,WIN
3074,16,NA1_4169775128,51,42,123,112977,110782,210.4,210.4,65622,2,1,2,2,1,1,1,WIN
3076,18,NA1_4169760857,54,40,110,118838,134428,210.4,210.4,70859,1,1,2,2,1,2,1,WIN
3078,20,NA1_4169755101,39,36,80,98807,112544,194.8,194.8,63831,0,2,1,3,0,2,1,WIN
3080,22,NA1_4169698848,69,75,155,218695,224875,216.6,216.6,98773,3,1,2,0,2,1,1,WIN
3082,24,NA1_4169664193,71,57,169,201632,171036,210,210,85351,4,0,2,2,1,1,1,WIN
3084,26,NA1_4169638953,63,55,114,129714,149021,201,201,79739,1,3,3,1,0,0,1,WIN
3086,28,NA1_4169560480,48,37,102,126962,108664,238,238,65610,2,1,3,1,1,0,1,WIN
3088,30,NA1_4169462882,57,54,114,160009,115115,283.2,283.2,80048,3,1,1,3,0,0,1,WIN
3090,32,NA1_4168751958,81,53,173,203511,155778,264,264,92008,0,0,4,2,1,0,1,WIN
3092,34,NA1_4168558383,48,42,102,119203,101873,200.2,200.2,65469,2,0,1,2,2,0,1,WIN
3094,36,NA1_4168513110,65,62,125,182607,168551,200.2,200.2,79877,2,3,2,1,1,1,1,WIN
3096,38,NA1_4168457625,61,51,147,124221,129724,211,211,76484,1,1,2,3,2,0,1,WIN
3098,40,NA1_4168415503,44,31,118,79919,85666,137.2,137.2,55279,1,0,3,1,2,2,1,WIN
3100,42,NA1_4167351846,47,35,93,80288,87089,231.2,231.2,56983,0,2,2,1,3,2,1,WIN
3102,44,NA1_4167306378,64,64,106,133081,169032,240.8,240.8,73860,1,3,2,1,0,1,1,WIN
3104,46,NA1_4167281656,49,43,97,111450,131556,214.6,214.6,67119,2,3,2,0,1,1,1,WIN
3106,48,NA1_4167225887,51,45,112,126112,117209,231.2,231.2,71627,1,1,3,2,1,1,1,WIN
3108,50,NA1_4167230902,57,33,131,123412,85329,188.4,188.4,69184,2,0,3,1,2,0,1,WIN
3110,52,NA1_4167054507,41,44,87,105641,127112,164.8,164.8,64539,0,2,1,2,0,2,1,WIN
3112,54,NA1_4166980387,37,31,95,71288,67126,210.8,210.8,52645,3,3,2,1,1,0,1,WIN
3114,56,NA1_4166244637,43,38,103,128249,96154,266.6,266.6,73434,1,1,3,2,1,0,1,WIN
3116,58,NA1_4166199276,48,63,89,116345,134041,332,332,73724,1,2,1,2,1,1,1,WIN
3118,60,NA1_4166181883,35,28,65,89366,59831,198.8,198.8,54431,2,2,1,3,1,0,1,WIN
3120,62,NA1_4166172886,76,78,155,229137,221790,165,165,104529,1,1,3,1,1,1,1,WIN
3122,64,NA1_4166076227,48,58,88,114952,143163,326.2,326.2,64933,4,4,1,1,0,0,1,WIN
3124,66,NA1_4166018958,56,57,138,202055,245535,151,151,93411,2,1,2,1,3,1,1,WIN
3126,68,NA1_4166032034,57,42,128,132757,143076,181.8,181.8,86613,1,0,2,2,1,0,1,WIN
3128,70,NA1_4165987136,47,48,121,129416,130567,269.2,269.2,66288,2,3,2,0,1,1,1,WIN
3130,72,NA1_4164746520,54,35,119,87482,90479,197,197,61711,1,1,2,2,1,2,1,WIN
3132,74,NA1_4163370842,41,34,117,85263,76467,285.6,285.6,52326,0,0,1,3,3,1,1,WIN
3134,76,NA1_4163323618,61,50,145,195696,151435,247.4,247.4,92022,0,2,1,3,0,1,1,WIN
3136,78,NA1_4163302372,42,33,87,83722,83335,213,213,55553,1,2,1,3,1,2,1,WIN
3138,80,NA1_4163267310,48,36,94,108385,77538,274.6,274.6,63530,1,2,1,2,0,1,1,WIN
3140,82,NA1_4162376406,45,29,117,105914,79550,179.8,179.8,56295,2,1,2,1,0,1,1,WIN
3142,84,NA1_4162338962,32,41,66,83002,90019,179.8,179.8,59588,3,1,3,2,1,0,1,WIN
3144,86,NA1_4162342098,58,52,136,152269,158430,202.8,202.8,77177,2,0,2,1,1,0,1,WIN
3146,88,NA1_4162188671,82,48,195,209076,205349,179.8,179.8,87543,1,3,2,0,2,2,1,WIN
3148,90,NA1_4162149674,73,66,194,211245,173004,179.8,179.8,91368,1,2,2,1,0,1,1,WIN
3150,92,NA1_4162107492,69,45,143,133155,105710,179.8,179.8,74722,2,0,1,2,1,1,1,WIN
3152,94,NA1_4162069561,44,41,103,84805,111338,139,139,64849,1,2,1,2,2,0,1,WIN
3154,96,NA1_4162083902,37,43,95,81099,120070,251,251,63139,0,1,3,1,4,0,1,WIN
3156,98,NA1_4161945265,67,49,148,141264,158487,194.8,194.8,83047,3,2,3,0,1,0,1,WIN
3158,100,NA1_4161933857,27,21,66,48951,48412,175.4,175.4,40646,2,2,2,1,0,1,1,WIN
3160,102,NA1_4160881856,48,49,87,113694,140939,297.4,297.4,70873,4,3,0,0,1,0,1,WIN
3162,104,NA1_4160818113,62,32,139,116515,108652,191.8,191.8,64351,2,0,3,0,2,1,1,WIN
3164,106,NA1_4160786367,62,48,158,111307,147031,222.2,222.2,72291,0,1,3,1,3,1,1,WIN
3166,108,NA1_4160800836,48,43,87,112916,98057,310.8,310.8,64326,4,2,1,1,1,0,1,WIN
3168,110,NA1_4160738489,57,43,116,113376,121646,299.8,299.8,65244,3,2,2,2,0,0,1,WIN
3170,112,NA1_4160751380,53,44,135,156213,139892,328,328,76817,0,2,2,2,3,0,1,WIN
3172,114,NA1_4160658214,54,43,149,159900,123280,289.2,289.2,74260,1,1,3,1,2,0,1,WIN
3174,116,NA1_4160702121,45,34,86,80404,103731,336.2,336.2,56973,1,3,2,0,1,2,1,WIN
3176,118,NA1_4160629523,49,47,120,99902,119875,278.8,278.8,63465,1,2,2,1,2,1,1,WIN
3178,120,NA1_4160095094,62,58,124,125530,125374,289.2,289.2,75881,3,1,2,3,0,0,1,WIN
3180,122,NA1_4160087641,62,59,143,139047,162799,196.8,196.8,75217,0,0,3,2,0,2,1,WIN
3182,124,NA1_4160082603,67,45,148,159659,156305,194.8,194.8,88990,2,3,2,1,1,1,1,WIN
3184,126,NA1_4160050990,41,32,86,100641,73431,164.8,164.8,65740,0,1,3,3,0,0,1,WIN
3186,128,NA1_4159590419,40,35,81,97365,105970,197.2,197.2,60882,1,1,4,0,2,2,1,WIN
3188,130,NA1_4158856813,59,64,148,175528,162290,123.4,123.4,80488,1,1,3,1,1,1,1,WIN
3190,132,NA1_4158823498,48,52,123,119292,151526,161.8,161.8,75557,0,0,2,3,2,1,1,WIN
3192,134,NA1_4158758853,40,42,93,88126,112085,105.8,105.8,65585,1,3,3,0,1,2,1,WIN
3194,136,NA1_4158774119,55,34,154,118421,88310,123,123,59947,1,1,2,1,1,2,1,WIN
3196,138,NA1_4158759846,63,55,112,163726,139244,123,123,72549,3,2,3,0,0,1,1,WIN
3198,140,NA1_4158689462,54,41,143,182304,118314,436.8,436.8,85038,0,0,5,0,3,0,1,WIN
3200,142,NA1_4158683731,51,37,116,109618,110320,223.4,223.4,73078,1,4,1,1,1,2,1,WIN
3202,144,NA1_4158631227,49,40,98,92139,93882,197.2,197.2,68291,2,1,3,1,2,1,1,WIN
3204,146,NA1_4158575816,45,45,98,97245,120773,195,195,71464,2,1,2,1,1,3,1,WIN
3206,148,NA1_4157382740,51,25,150,100052,69884,367.8,367.8,61274,2,3,1,1,2,1,1,WIN
3208,150,NA1_4157306976,40,23,87,70176,45860,253,253,46916,2,1,3,1,2,0,1,WIN
3210,0,NA1_4171640879,36,25,97,72386,75246,300.8,300.8,60419,1,0,3,3,2,0,1,WIN
3212,2,NA1_4171566502,36,28,88,66288,73911,370.6,370.6,52923,2,3,2,0,2,1,1,WIN
3214,4,NA1_4171538996,64,49,125,188666,124772,236.6,236.6,87479,1,0,2,3,0,0,1,WIN
3216,6,NA1_4171493105,52,44,109,116772,156143,251.2,251.2,78453,0,2,2,1,1,2,1,WIN
3218,8,NA1_4171478101,37,28,105,84107,86006,243.4,243.4,56313,0,0,4,1,4,1,1,WIN
3220,10,NA1_4171440221,38,43,86,100698,126868,267.8,267.8,65897,2,5,0,1,0,2,1,WIN
3222,12,NA1_4171394130,46,45,110,179119,198968,187.8,187.8,81796,1,2,3,1,1,2,1,WIN
3224,14,NA1_4171255476,29,30,79,85461,95878,327.4,327.4,62116,0,1,3,1,3,1,1,WIN
3226,16,NA1_4171259778,74,65,194,216978,216456,322.2,322.2,91799,1,2,3,1,3,0,1,WIN
3228,18,NA1_4170018994,47,46,107,117718,113364,312.4,312.4,60703,2,3,2,1,0,1,1,WIN
3230,20,NA1_4170032979,40,33,98,110814,101882,312.4,312.4,62799,3,2,1,2,1,0,1,WIN
3232,22,NA1_4169955443,57,60,114,175056,194342,306.4,306.4,88286,2,1,1,4,0,1,1,WIN
3234,24,NA1_4169838600,41,29,116,83391,105032,164.6,164.6,64861,1,1,1,3,2,1,1,WIN
3236,26,NA1_4169591476,61,61,151,228212,217767,304.8,304.8,95196,0,2,2,1,1,1,1,WIN
3238,28,NA1_4169556110,47,37,116,133287,99438,299.8,299.8,79746,3,0,3,1,1,0,1,WIN
3240,30,NA1_4169523322,56,37,119,142224,119645,269,269,77136,2,1,2,2,0,1,1,WIN
3242,32,NA1_4169498403,45,38,117,94493,109486,199.6,199.6,63727,1,2,2,1,2,0,1,WIN
3244,34,NA1_4169492608,40,39,86,84190,87599,244.8,244.8,54975,4,4,0,1,0,1,1,WIN
3246,36,NA1_4169437233,64,56,123,172251,137730,334.2,334.2,97742,1,1,3,2,1,0,1,WIN
3248,38,NA1_4169444398,43,36,91,82939,92090,224.4,224.4,56564,1,2,1,2,1,1,1,WIN
3250,40,NA1_4168786956,45,29,99,146047,94488,390.4,390.4,81985,1,3,1,2,1,1,1,WIN
3252,42,NA1_4168791044,42,42,105,105758,139771,238.8,238.8,66915,1,2,2,0,2,2,1,WIN
3254,44,NA1_4168686106,35,41,90,139763,107184,321.4,321.4,69805,0,1,1,3,0,1,1,WIN
3256,46,NA1_4168729947,39,28,105,74882,92124,288.6,288.6,57817,1,1,4,1,1,1,1,WIN
3258,48,NA1_4168624372,54,41,129,160018,155152,289.8,289.8,78398,2,2,1,2,1,1,1,WIN
3260,50,NA1_4164544268,34,24,96,70830,72344,240.6,240.6,50429,2,0,3,1,1,1,1,WIN
3262,52,NA1_4164496512,60,41,128,167404,137697,247.8,247.8,84382,0,2,4,1,0,1,1,WIN
