,Unnamed: 0,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,average levels,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?,win/loss cat
1300,16,NA1_4168022679,21,16,45,27388,25425,217.4,217.4,31233,1,0,3,1,1,0,1,WIN
1302,18,NA1_4167513896,32,61,75,106906,139865,242.6,242.6,71727,1,3,3,1,1,0,1,WIN
1304,20,NA1_4167530840,55,58,133,124887,135907,174.6,174.6,73193,2,3,1,1,2,0,1,WIN
1306,22,NA1_4167495698,68,36,147,212576,155663,271,271,97285,1,0,3,1,3,0,1,WIN
1308,24,NA1_4167482721,48,28,132,91629,83274,244.6,244.6,57981,1,1,3,1,1,2,1,WIN
1310,26,NA1_4167449916,34,33,52,60111,61638,173.4,173.4,51207,3,2,2,1,0,0,1,WIN
1312,28,NA1_4167404578,61,43,143,151942,169036,206.8,206.8,81824,2,2,3,1,2,0,1,WIN
1314,30,NA1_4167380033,35,30,96,104163,88848,194.6,194.6,63221,2,1,2,1,1,1,1,WIN
1316,32,NA1_4167364683,48,34,97,130410,110781,91.6,91.6,66366,4,1,2,2,0,0,1,WIN
1318,34,NA1_4167289415,59,58,115,172058,171452,191,191,79489,1,3,2,1,0,2,1,WIN
1320,36,NA1_4166039052,26,15,71,57421,37818,257.8,257.8,43713,1,0,5,1,2,0,1,WIN
1322,38,NA1_4166053919,52,51,149,135689,168291,190.6,190.6,71893,0,3,2,0,3,2,1,WIN
1324,40,NA1_4165926739,46,34,104,112399,112305,219.8,219.8,69468,2,1,2,0,1,1,1,WIN
1326,42,NA1_4165819101,39,42,73,109152,95794,328.6,328.6,71331,1,1,3,1,1,1,1,WIN
1328,44,NA1_4164794017,62,39,121,134004,132290,233.6,233.6,74596,1,2,3,2,0,1,1,WIN
1330,46,NA1_4164445215,53,34,126,126459,106213,219.2,219.2,64830,0,2,4,0,2,1,1,WIN
1332,48,NA1_4163717253,46,40,97,113532,106617,252.8,252.8,66651,2,2,2,1,1,0,1,WIN
1334,50,NA1_4163731838,40,34,96,95107,99534,215,215,62071,1,3,1,1,1,2,1,WIN
1336,52,NA1_4163700856,36,17,91,63242,67173,316.2,316.2,44962,1,3,1,0,1,2,1,WIN
1338,54,NA1_4163288068,66,52,126,209580,176765,171,171,85067,1,2,1,3,1,1,1,WIN
1340,56,NA1_4163321995,36,26,95,76065,79357,94.8,94.8,49353,2,2,3,0,2,1,1,WIN
1342,58,NA1_4163269407,35,18,87,63760,54732,262.6,262.6,49497,2,0,2,3,2,0,1,WIN
1344,60,NA1_4163236096,69,57,193,207034,155695,187.4,187.4,91027,0,2,2,2,2,2,1,WIN
1346,62,NA1_4163213969,40,31,117,98995,85806,174.4,174.4,62254,1,0,1,4,2,0,1,WIN
1348,64,NA1_4163185977,73,45,220,228268,203118,218.2,218.2,94665,2,2,2,1,1,0,1,WIN
1350,66,NA1_4162509918,38,31,68,90190,89600,180.6,180.6,62023,2,0,3,1,2,0,1,WIN
1352,68,NA1_4162184177,53,26,102,109861,70592,150.6,150.6,61208,1,1,2,2,1,0,1,WIN
1354,70,NA1_4162156611,37,44,73,79880,85638,250,250,59975,2,0,2,3,1,0,1,WIN
1356,72,NA1_4161919316,61,47,145,121117,115160,321.8,321.8,70335,1,3,2,1,1,0,1,WIN
1358,74,NA1_4161893981,86,71,195,308122,217322,218.4,218.4,102013,2,1,4,0,1,0,1,WIN
1360,76,NA1_4161891184,34,21,102,69199,55540,174.4,174.4,55063,1,1,3,1,3,0,1,WIN
1362,78,NA1_4161339000,39,31,79,68516,73811,90.2,90.2,51856,1,3,1,1,0,3,1,WIN
1364,80,NA1_4161180702,54,52,86,155372,164684,278,278,76906,2,3,1,1,0,1,1,WIN
1366,82,NA1_4161005941,49,28,129,96303,66882,185.8,185.8,56494,0,0,4,1,2,1,1,WIN
1368,84,NA1_4159884181,50,31,168,155149,109913,173.4,173.4,67661,0,0,3,2,2,1,1,WIN
1370,86,NA1_4159506199,48,33,133,109934,114332,255.6,255.6,67965,1,0,5,0,2,0,1,WIN
1372,88,NA1_4159532313,33,30,82,69856,74443,159.6,159.6,51662,2,2,1,1,0,1,1,WIN
1374,90,NA1_4159439608,36,18,77,66743,63091,196,196,55987,1,2,2,2,1,0,1,WIN
1376,92,NA1_4159316624,34,26,82,69836,53223,235.8,235.8,48660,1,2,2,2,0,1,1,WIN
1378,94,NA1_4159304014,56,37,140,143818,96215,200.6,200.6,70924,1,1,3,1,0,1,1,WIN
1380,96,NA1_4158986304,85,71,179,257180,199212,145.6,145.6,103335,1,2,2,0,1,2,1,WIN
1382,98,NA1_4158327148,48,31,132,112389,76696,173.6,173.6,60317,1,1,2,3,1,0,1,WIN
1384,100,NA1_4157456046,74,70,169,230271,194237,188.8,188.8,96312,1,1,3,2,1,1,1,WIN
1386,102,NA1_4156287587,52,32,144,93339,107307,94.8,94.8,65119,0,2,0,2,1,3,1,WIN
1388,104,NA1_4156292707,51,22,122,85627,72337,281.6,281.6,53363,1,0,3,2,1,0,1,WIN
1390,106,NA1_4156235695,54,54,144,160832,225291,257.6,257.6,98973,1,2,1,1,2,2,1,WIN
1392,108,NA1_4156179563,62,51,116,135150,159489,268.8,268.8,84074,2,0,3,1,2,0,1,WIN
1394,110,NA1_4156156258,47,36,117,126752,127073,245.6,245.6,68702,1,1,2,2,1,2,1,WIN
1396,112,NA1_4156160894,61,45,123,134440,132570,218.6,218.6,71830,0,1,3,2,2,0,1,WIN
1398,114,NA1_4156114692,51,38,77,121001,93813,246,246,69245,3,0,3,1,1,0,1,WIN
1400,116,NA1_4156030732,45,44,106,116454,148724,205.2,205.2,73501,1,3,0,2,1,1,1,WIN
1402,118,NA1_4155940045,49,37,135,130187,118638,187.6,187.6,66729,0,1,2,1,1,1,1,WIN
1404,120,NA1_4155839084,44,57,75,130640,161179,324.8,324.8,77075,2,2,0,3,0,0,1,WIN
1406,122,NA1_4155855261,44,38,122,127697,110183,190.8,190.8,66905,1,1,2,2,1,2,1,WIN
1408,124,NA1_4155063235,52,40,111,119223,102723,189.4,189.4,63758,2,1,2,1,2,1,1,WIN
1410,126,NA1_4155008030,53,52,82,118588,117712,229.8,229.8,77159,2,2,2,2,1,0,1,WIN
1412,128,NA1_4154937784,40,29,104,85115,98300,205.4,205.4,58231,1,2,1,2,1,2,1,WIN
1414,130,NA1_4154961213,68,59,164,212111,181927,193.8,193.8,89139,0,2,2,2,1,1,1,WIN
1416,132,NA1_4154916656,60,36,144,171001,169499,254.8,254.8,72804,1,2,3,1,1,2,1,WIN
1418,134,NA1_4154024495,52,55,130,131905,175253,122.6,122.6,79718,1,2,2,2,1,1,1,WIN
1420,136,NA1_4153633544,29,19,71,69795,73850,295.6,295.6,58378,0,2,3,1,2,1,1,WIN
1422,138,NA1_4153611825,40,31,97,83362,73222,258.4,258.4,56083,0,1,2,2,2,0,1,WIN
1424,140,NA1_4153534813,70,58,161,351209,277416,252.4,252.4,110505,2,2,2,1,1,1,1,WIN
1426,142,NA1_4153521656,40,33,87,87689,77570,289,289,59535,2,1,3,2,1,0,1,WIN
1428,144,NA1_4153506921,41,26,119,101246,84182,159.2,159.2,63313,0,1,2,1,1,2,1,WIN
1430,146,NA1_4153484393,56,40,154,127519,146897,234.6,234.6,76745,0,2,2,2,1,1,1,WIN
1432,148,NA1_4153490408,57,59,95,125955,158732,255.4,255.4,73188,1,2,0,2,1,3,1,WIN
1434,150,NA1_4153428547,31,23,86,62016,62536,137.8,137.8,47198,1,3,1,1,1,3,1,WIN
1436,152,NA1_4152876693,46,49,117,123608,152320,198.2,198.2,77507,1,1,3,1,2,0,1,WIN
1438,154,NA1_4152852480,45,47,118,153799,148061,162,162,70689,1,2,3,2,1,0,1,WIN
1440,156,NA1_4152495332,55,74,129,186907,190071,187.8,187.8,86467,1,1,2,3,2,0,1,WIN
1442,158,NA1_4152502203,35,33,87,97134,110684,280.4,280.4,65970,3,2,2,1,0,1,1,WIN
1444,160,NA1_4152367983,44,27,82,78232,78434,244,244,53798,1,2,2,2,1,1,1,WIN
1446,162,NA1_4152337217,48,40,133,143605,129338,250.6,250.6,72693,0,2,2,1,2,2,1,WIN
1448,164,NA1_4152016996,48,27,142,102135,89061,216.4,216.4,60164,3,0,2,1,2,1,1,WIN
1450,166,NA1_4152042657,62,57,135,164542,144673,263.8,263.8,82332,2,0,2,4,0,0,1,WIN
1452,168,NA1_4152012079,50,49,90,117084,120822,245.8,245.8,68284,1,2,2,1,1,1,1,WIN
1454,170,NA1_4151987990,37,31,97,75766,77261,268.2,268.2,51663,0,2,4,1,2,1,1,WIN
1456,172,NA1_4151993787,67,60,131,242668,251906,184,184,96262,2,1,2,2,0,1,1,WIN
1458,174,NA1_4152001291,39,34,99,69675,67506,243.4,243.4,45532,3,1,3,2,0,0,1,WIN
1460,176,NA1_4151643345,46,35,95,101285,97945,160.8,160.8,64150,1,1,4,1,1,1,1,WIN
1462,178,NA1_4151384429,56,44,109,117451,107304,174.4,174.4,67057,0,3,2,0,1,3,1,WIN
1464,180,NA1_4151381776,33,31,57,65794,71678,208.6,208.6,59341,2,0,2,1,2,0,1,WIN
1466,182,NA1_4151337550,33,33,112,87335,89868,236.4,236.4,62972,0,0,2,2,3,1,1,WIN
1468,184,NA1_4151322856,56,55,149,122144,152570,188.2,188.2,77614,0,1,3,1,1,2,1,WIN
1470,186,NA1_4151190128,46,55,100,121902,162929,185.4,185.4,79684,1,2,2,1,1,2,1,WIN
1472,188,NA1_4151118863,60,58,134,124542,140472,131.8,131.8,72295,2,0,4,1,2,0,1,WIN
1474,190,NA1_4150815890,42,40,99,96208,111182,159.2,159.2,64730,3,3,2,0,1,0,1,WIN
1476,192,NA1_4150794432,59,65,114,160972,169902,310.8,310.8,84404,0,3,2,1,2,1,1,WIN
1478,194,NA1_4150197107,54,56,145,159749,172973,270.4,270.4,80842,0,2,3,2,1,1,1,WIN
1480,0,NA1_4169144182,54,37,98,112031,97587,204.2,204.2,63223,2,3,1,1,0,2,1,WIN
1482,2,NA1_4169150582,63,66,119,173211,176332,253,253,86018,3,3,1,0,0,1,1,WIN
1484,4,NA1_4169078111,29,17,64,44662,38816,231.2,231.2,42650,2,2,1,2,1,0,1,WIN
1486,6,NA1_4169084780,49,42,110,113641,93355,322,322,65534,1,1,3,1,3,1,1,WIN
1488,8,NA1_4168998887,70,68,141,263382,257650,205.8,205.8,98079,2,1,2,1,0,2,1,WIN
1490,10,NA1_4166765590,50,29,97,100061,86554,186.2,186.2,62607,1,2,1,2,0,1,1,WIN
1492,12,NA1_4166463042,74,61,156,187542,196259,236.8,236.8,94584,4,2,2,1,0,1,1,WIN
1494,14,NA1_4166421183,29,19,74,68664,53396,236.8,236.8,51011,2,2,3,0,1,0,1,WIN
1496,16,NA1_4166388473,47,27,92,85978,70214,236.8,236.8,54757,2,3,1,1,1,1,1,WIN
1498,18,NA1_4166404371,51,49,100,128897,133121,261,261,71454,2,1,2,2,1,1,1,WIN
1500,20,NA1_4166401104,41,24,96,76444,62569,159.4,159.4,56353,0,1,2,3,0,0,1,WIN
1502,22,NA1_4166344491,60,68,106,177751,165488,285.8,285.8,79604,2,2,3,1,1,0,1,WIN
1504,24,NA1_4165999626,49,38,127,124739,96260,197.2,197.2,71655,3,1,3,1,0,1,1,WIN
1506,26,NA1_4164193236,39,43,88,101879,151087,153,153,67036,0,3,2,0,1,2,1,WIN
1508,28,NA1_4164166779,48,29,120,84576,78140,174,174,52431,2,1,1,2,0,1,1,WIN
1510,30,NA1_4163609329,37,33,93,96712,95903,291.4,291.4,59185,1,2,1,2,1,1,1,WIN
1512,32,NA1_4163254140,51,47,130,143386,152683,343,343,81184,0,3,2,1,1,1,1,WIN
1514,34,NA1_4161936392,37,37,68,96530,102700,215.8,215.8,63117,1,3,1,1,1,2,1,WIN
1516,36,NA1_4161426895,55,51,97,128678,142734,147,147,68767,2,2,2,1,1,1,1,WIN
1518,38,NA1_4161405574,41,32,88,102758,108301,140,140,65394,1,2,0,2,0,2,1,WIN
1520,40,NA1_4161275945,53,50,109,139463,142565,97.2,97.2,77854,1,1,3,2,0,0,1,WIN
1522,42,NA1_4160715072,61,41,171,196478,150401,206.6,206.6,73194,0,1,4,1,1,2,1,WIN
1524,44,NA1_4160571660,40,40,111,183372,130237,324.8,324.8,81084,2,1,1,2,1,0,1,WIN
1526,46,NA1_4160541872,34,18,87,67354,71333,262.8,262.8,53726,0,2,2,2,0,2,1,WIN
1528,48,NA1_4160235274,40,24,94,70931,65101,322.2,322.2,49751,1,2,1,1,2,2,1,WIN
1530,50,NA1_4160192541,93,73,175,225750,324402,202.8,202.8,115061,1,2,2,1,1,2,1,WIN
1532,52,NA1_4160112868,18,16,53,29375,28755,173,173,35165,1,0,3,3,2,0,1,WIN
1534,54,NA1_4160038880,71,54,126,193186,164737,146,146,95746,4,0,3,1,0,0,1,WIN
1536,56,NA1_4160035101,43,46,96,117095,130850,178.4,178.4,69366,1,3,1,1,0,2,1,WIN
1538,58,NA1_4159454892,51,33,137,133619,112491,184,184,72078,0,0,4,1,1,1,1,WIN
1540,60,NA1_4159439764,61,41,155,163244,123372,244.8,244.8,77937,1,3,2,1,2,0,1,WIN
1542,62,NA1_4159377582,32,17,83,61734,49817,313.8,313.8,44024,0,0,4,1,3,1,1,WIN
1544,64,NA1_4158886317,44,55,76,131520,166360,306,306,76542,2,2,1,2,1,1,1,WIN
1546,66,NA1_4158879379,62,43,133,139674,98094,191,191,71685,0,1,3,1,1,0,1,WIN
1548,68,NA1_4158838611,37,22,93,91268,53253,214.6,214.6,49493,1,0,2,2,2,1,1,WIN
1550,70,NA1_4158765156,43,31,100,83960,72901,199.2,199.2,52395,1,2,3,1,1,1,1,WIN
1552,72,NA1_4158541220,77,47,195,160337,113255,182.4,182.4,82417,1,0,4,1,2,0,1,WIN
1554,74,NA1_4158476654,65,57,117,155341,195583,179,179,93979,0,1,3,1,0,2,1,WIN
1556,76,NA1_4158315929,51,53,114,156407,120108,210.8,210.8,74558,2,1,3,1,1,1,1,WIN
1558,78,NA1_4158321602,64,50,112,137542,140794,190.4,190.4,79149,1,0,3,1,2,0,1,WIN
1560,80,NA1_4158228361,54,45,145,113545,108452,226.6,226.6,69328,0,1,2,2,2,1,1,WIN
1562,82,NA1_4158192880,43,31,112,144530,120803,240.2,240.2,74715,0,2,1,1,3,2,1,WIN
1564,84,NA1_4157236756,48,33,98,110099,114668,161.4,161.4,72220,0,1,3,1,2,1,1,WIN
1566,86,NA1_4157252369,50,36,104,123057,105384,217.2,217.2,67139,2,2,3,1,1,1,1,WIN
1568,88,NA1_4157142023,40,18,113,80521,59418,287.8,287.8,49463,3,3,2,1,1,0,1,WIN
1570,90,NA1_4156500640,45,36,110,110363,105159,286.2,286.2,64695,0,1,3,1,1,1,1,WIN
1572,92,NA1_4155856718,45,39,108,96396,93097,159.2,159.2,58455,1,2,2,3,0,1,1,WIN
1574,94,NA1_4155766903,66,51,152,139980,166042,245.2,245.2,77746,0,3,1,1,2,2,1,WIN
1576,96,NA1_4155753885,46,52,127,150590,180482,155.2,155.2,81921,1,4,1,1,2,1,1,WIN
1578,98,NA1_4155056754,76,56,157,186214,141039,170.8,170.8,82660,1,1,2,2,1,0,1,WIN
1580,100,NA1_4154589660,46,29,127,96215,123639,198,198,67364,0,0,4,1,2,1,1,WIN
1582,102,NA1_4154202010,67,53,139,161772,156959,210.8,210.8,85892,2,2,2,0,3,0,1,WIN
1584,104,NA1_4154210153,49,53,112,119672,148333,129.8,129.8,69685,2,1,2,1,1,1,1,WIN
1586,106,NA1_4154138452,50,34,115,92005,113232,172,172,62614,1,2,1,2,1,2,1,WIN
1588,108,NA1_4154146055,41,18,106,85280,79553,200,200,57880,2,1,2,1,2,0,1,WIN
1590,110,NA1_4154171651,57,60,106,171077,153758,201.8,201.8,87515,2,2,2,1,0,1,1,WIN
1592,112,NA1_4154139742,62,47,135,169264,151420,190.8,190.8,77234,1,3,3,1,1,0,1,WIN
1594,114,NA1_4153950024,58,37,172,139618,113881,125.6,125.6,66666,0,1,3,0,3,2,1,WIN
1596,116,NA1_4153846163,57,55,144,182107,176228,169.8,169.8,85051,1,3,0,2,1,3,1,WIN
1598,118,NA1_4153607878,40,35,68,99703,97273,204.6,204.6,57455,4,0,3,0,0,0,1,WIN
1600,120,NA1_4153613771,40,32,93,80382,99391,186,186,55407,2,4,1,0,2,1,1,WIN
1602,122,NA1_4152502203,35,33,87,97134,110684,280.4,280.4,65970,3,2,2,1,0,1,1,WIN
1604,124,NA1_4151888532,37,34,110,80593,82579,157.2,157.2,52550,1,1,1,4,0,1,1,WIN
1606,126,NA1_4151912747,55,43,146,117434,135055,118.4,118.4,76514,1,2,2,1,2,1,1,WIN
1608,128,NA1_4151859514,24,19,48,48397,48689,246.2,246.2,46400,2,3,2,1,0,1,1,WIN
1610,130,NA1_4151262679,54,52,129,159910,143020,197.8,197.8,82556,1,1,3,1,3,0,1,WIN
1612,132,NA1_4151166391,37,47,94,110236,142975,229.4,229.4,74507,2,2,2,1,1,2,1,WIN
1614,0,NA1_4169795169,38,24,106,99249,66491,273.6,273.6,58241,1,2,3,0,3,0,1,WIN
1616,2,NA1_4169799841,42,42,92,95550,109452,196.8,196.8,68627,0,2,3,1,0,1,1,WIN
1618,4,NA1_4168545816,75,71,131,195212,219184,184,184,94013,1,2,3,1,0,0,1,WIN
1620,6,NA1_4168465647,54,45,132,135102,117515,124.4,124.4,68123,2,4,2,1,0,1,1,WIN
1622,8,NA1_4168470621,46,38,123,132474,183119,126.8,126.8,72465,0,2,2,1,2,2,1,WIN
1624,10,NA1_4162108808,44,42,79,133677,151986,197.8,197.8,68673,1,3,2,1,0,3,1,WIN
1626,12,NA1_4162070058,75,59,144,169161,185038,206,206,83413,0,2,2,1,1,2,1,WIN
1628,14,NA1_4162004494,46,28,129,74759,94435,117.6,117.6,53601,1,2,2,1,2,2,1,WIN
1630,16,NA1_4160961267,46,24,129,113165,111465,241,241,71141,1,0,2,1,2,1,1,WIN
1632,18,NA1_4160092140,36,33,95,70069,75755,126,126,55375,1,1,2,2,2,1,1,WIN
1634,20,NA1_4160066793,29,19,59,49610,58723,142.4,142.4,49915,1,3,2,1,2,1,1,WIN
1636,22,NA1_4159975742,50,38,83,123254,115334,264,264,83875,2,3,0,2,0,1,1,WIN
1638,24,NA1_4159919701,55,32,150,98114,81001,215,215,57970,0,1,2,1,2,2,1,WIN
1640,26,NA1_4158846397,41,27,91,77819,82831,156.6,156.6,51200,2,2,2,2,1,0,1,WIN
1642,28,NA1_4158824462,32,14,100,50923,49325,286.8,286.8,41167,2,2,1,2,1,0,1,WIN
1644,30,NA1_4155287739,67,60,145,194110,180713,323,323,94350,1,1,4,0,2,0,1,WIN
1646,32,NA1_4155177596,76,77,133,218493,210948,273.2,273.2,98576,2,2,1,2,0,0,1,WIN
1648,34,NA1_4155149166,66,59,146,219532,189880,239.8,239.8,94042,2,1,3,3,0,1,1,WIN
1650,36,NA1_4154992703,39,20,93,65322,46718,117,117,45857,2,1,1,3,1,0,1,WIN
1652,38,NA1_4153888539,52,27,147,93174,76748,228.2,228.2,53403,1,2,1,1,1,2,1,WIN
1654,40,NA1_4153861191,36,36,96,132674,135473,133.4,133.4,78279,0,3,1,2,2,1,1,WIN
1656,42,NA1_4153656224,55,34,124,94813,100627,236.6,236.6,56891,2,3,2,0,0,2,1,WIN
1658,44,NA1_4152628180,62,40,125,105697,109653,206.8,206.8,62284,1,1,3,0,1,2,1,WIN
1660,46,NA1_4152643409,36,28,81,74895,64520,132.4,132.4,50930,1,2,2,2,0,1,1,WIN
1662,48,NA1_4152502203,35,33,87,97134,110684,280.4,280.4,65970,3,2,2,1,0,1,1,WIN
1664,50,NA1_4152448860,46,48,102,113812,138170,177.4,177.4,78904,1,2,2,1,1,1,1,WIN
1666,52,NA1_4151713540,64,59,128,136249,160007,191.2,191.2,80054,2,2,3,0,1,1,1,WIN
1668,54,NA1_4151521350,67,61,132,147789,129909,166.2,166.2,70619,2,1,2,2,0,1,1,WIN
1670,56,NA1_4151386923,58,53,136,168161,160432,199.2,199.2,81298,2,2,2,1,0,1,1,WIN
1672,58,NA1_4151329585,44,32,81,79936,79222,202.4,202.4,54661,0,2,2,2,2,1,1,WIN
1674,60,NA1_4150693815,47,29,138,121044,95563,245,245,72555,0,1,3,2,2,1,1,WIN
1676,62,NA1_4150627941,54,35,139,130063,99934,350.2,350.2,70501,1,1,4,1,1,0,1,WIN
1678,64,NA1_4150641505,47,39,110,142375,133832,211.6,211.6,74100,0,2,4,1,1,2,1,WIN
1680,66,NA1_4149488627,48,45,111,151333,160462,180.8,180.8,85784,2,2,1,2,0,1,1,WIN
1682,68,NA1_4149454721,45,34,108,124403,101413,195.4,195.4,75140,0,1,3,0,3,1,1,WIN
1684,70,NA1_4148321384,42,31,93,81767,87881,154.2,154.2,54786,0,2,1,2,0,2,1,WIN
1686,72,NA1_4148257375,64,36,100,138412,96184,233.8,233.8,74607,0,0,2,4,2,0,1,WIN
1688,74,NA1_4147202554,68,70,156,259277,230847,160.2,160.2,108358,1,2,2,1,2,1,1,WIN
1690,76,NA1_4147187089,45,30,80,85149,84232,213.8,213.8,61986,0,2,3,1,1,2,1,WIN
1692,78,NA1_4147154579,17,10,42,33205,31614,257,257,41578,1,2,1,2,1,1,1,WIN
1694,80,NA1_4147038296,52,47,91,114422,111476,216,216,72418,1,0,2,2,1,1,1,WIN
1696,82,NA1_4147051948,67,48,168,169908,122566,185.8,185.8,85422,2,0,4,1,3,0,1,WIN
1698,84,NA1_4146059965,66,81,124,150164,241395,125.6,125.6,92495,2,3,0,1,0,2,1,WIN
1700,86,NA1_4145983099,38,53,76,152323,161521,249.8,249.8,84313,1,1,1,2,1,1,1,WIN
1702,88,NA1_4145879415,42,41,95,103922,121750,275,275,70064,2,2,1,1,1,2,1,WIN
1704,90,NA1_4145761106,47,35,112,121935,94314,160.2,160.2,64998,1,2,1,2,1,2,1,WIN
1706,92,NA1_4145594753,58,46,134,112821,90964,219.6,219.6,66952,0,0,2,4,0,1,1,WIN
1708,94,NA1_4145569654,51,35,125,103479,130544,242.8,242.8,68846,1,2,3,1,1,1,1,WIN
1710,96,NA1_4144855728,40,46,66,103492,136291,197.8,197.8,71885,2,2,0,1,1,2,1,WIN
1712,98,NA1_4144830766,53,53,115,125338,135095,202.8,202.8,76384,1,2,1,3,1,0,1,WIN
1714,100,NA1_4144756741,47,38,110,112039,157075,358,358,73338,0,3,2,1,2,0,1,WIN
1716,102,NA1_4143744794,36,16,106,72913,65001,147.4,147.4,56857,1,0,4,1,2,1,1,WIN
1718,104,NA1_4143725908,42,33,76,75547,81849,231.6,231.6,56462,1,3,2,1,0,2,1,WIN
1720,106,NA1_4143702035,30,23,62,68319,62844,163.8,163.8,54879,1,2,2,1,1,0,1,WIN
1722,108,NA1_4143515961,37,33,90,95028,97483,158.4,158.4,63918,0,1,2,3,1,1,1,WIN
1724,110,NA1_4143521781,51,19,93,73454,56072,169.2,169.2,55169,0,1,2,2,1,0,1,WIN
1726,112,NA1_4143336258,42,25,97,88136,79463,222,222,55091,2,2,2,1,0,1,1,WIN
1728,114,NA1_4142506016,62,83,135,194225,259585,181.8,181.8,96272,2,1,1,3,1,1,1,WIN
1730,116,NA1_4142521113,42,44,109,146672,138029,194,194,75131,0,1,3,2,0,2,1,WIN
1732,118,NA1_4142479123,23,4,56,32647,19809,277.6,277.6,32337,2,2,1,1,2,1,1,WIN
1734,120,NA1_4141436918,53,40,123,98639,98591,161,161,63443,1,1,3,1,0,2,1,WIN
1736,122,NA1_4141423336,50,34,137,102251,112094,269.2,269.2,58755,0,1,2,1,2,3,1,WIN
1738,124,NA1_4141408570,39,59,68,87808,134593,228.8,228.8,67563,3,3,1,1,2,0,1,WIN
1740,126,NA1_4140151096,41,23,127,77251,55742,235.6,235.6,51256,0,0,4,2,3,0,1,WIN
1742,128,NA1_4138924454,40,24,121,108159,101068,184.4,184.4,64716,0,1,2,2,3,1,1,WIN
1744,130,NA1_4138889059,43,39,87,104177,129286,205.6,205.6,67048,2,2,1,0,1,2,1,WIN
1746,132,NA1_4138894083,53,41,121,88074,86451,142.8,142.8,62764,0,1,4,1,1,1,1,WIN
1748,134,NA1_4137752357,42,36,81,101445,81846,163.8,163.8,59353,0,2,2,1,1,2,1,WIN
1750,136,NA1_4137669588,39,25,113,75735,88073,174,174,58260,1,2,4,1,2,0,1,WIN
1752,138,NA1_4137636482,55,40,107,109107,128643,220.8,220.8,66541,0,3,1,2,0,2,1,WIN
1754,140,NA1_4137629703,46,57,113,121811,174251,142,142,74046,0,1,4,1,1,1,1,WIN
1756,142,NA1_4136579222,61,51,185,195907,172942,171,171,83612,0,2,2,2,1,2,1,WIN
1758,144,NA1_4136580226,35,34,93,74223,83287,278.8,278.8,55714,0,2,4,0,3,0,1,WIN
1760,146,NA1_4136514531,33,24,87,74438,59589,174.4,174.4,50791,1,1,3,2,1,0,1,WIN
1762,148,NA1_4136511061,32,24,79,60796,68800,191.4,191.4,50829,1,1,2,2,0,1,1,WIN
1764,150,NA1_4136130657,55,30,136,121424,67852,216.8,216.8,59785,1,0,3,4,0,0,1,WIN
1766,152,NA1_4136072943,62,46,116,153213,201503,262.2,262.2,90774,1,2,2,1,1,2,1,WIN
1768,154,NA1_4135354838,47,38,113,103470,93793,120.8,120.8,64725,1,1,3,2,2,0,1,WIN
1770,156,NA1_4135257431,28,20,76,77826,68864,163.4,163.4,55743,0,1,2,2,2,1,1,WIN
1772,158,NA1_4135222121,45,37,89,96930,97947,209.6,209.6,66239,3,2,2,1,1,1,1,WIN
1774,160,NA1_4135047395,49,49,81,110145,120983,196,196,67395,3,2,1,2,0,1,1,WIN
1776,162,NA1_4135060322,39,39,97,112539,100307,261,261,62998,1,1,2,2,1,1,1,WIN
1778,164,NA1_4133983562,54,44,117,149431,160943,117.6,117.6,91834,1,0,4,2,1,1,1,WIN
1780,166,NA1_4133967082,55,65,127,156211,248692,185.6,185.6,87824,2,2,1,1,2,2,1,WIN
1782,168,NA1_4133940097,65,44,131,177834,142270,234.6,234.6,89954,0,2,3,1,1,1,1,WIN
1784,170,NA1_4133894165,49,63,115,141176,225228,274.2,274.2,79989,0,2,2,1,1,2,1,WIN
1786,172,NA1_4133779086,51,34,136,91879,105950,308.6,308.6,64157,1,1,0,2,2,2,1,WIN
1788,174,NA1_4133006103,35,24,82,74145,67334,165.6,165.6,54173,1,1,2,3,1,1,1,WIN
1790,176,NA1_4132899615,84,70,221,263108,264184,168.4,168.4,112901,1,2,3,0,3,1,1,WIN
1792,178,NA1_4132934658,55,48,115,134630,117633,300.4,300.4,70350,0,2,2,2,0,1,1,WIN
1794,180,NA1_4131689755,48,38,81,106377,86148,134,134,63600,4,1,2,1,0,0,1,WIN
1796,182,NA1_4131582363,54,56,120,118092,152249,148.2,148.2,78629,1,0,3,2,2,0,1,WIN
1798,184,NA1_4131561530,32,13,98,44320,37290,209.4,209.4,41821,1,1,1,2,2,0,1,WIN
1800,186,NA1_4131516876,51,27,126,83379,83435,162,162,57790,0,1,2,3,1,0,1,WIN
1802,188,NA1_4131419240,47,37,95,108206,128048,172.2,172.2,70979,1,3,2,0,1,2,1,WIN
1804,190,NA1_4130651856,40,23,115,79771,80293,167.8,167.8,53252,0,3,2,0,3,2,1,WIN
1806,192,NA1_4130595355,39,43,105,109329,142949,244.2,244.2,72798,1,2,3,1,1,1,1,WIN
1808,194,NA1_4130572860,38,20,87,74369,51744,175.8,175.8,51843,2,0,1,3,2,0,1,WIN
1810,196,NA1_4130525414,75,61,187,280548,150920,153.4,153.4,98298,3,1,1,3,1,0,1,WIN
