,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Time CC'ed,Total Gold Earned,First Blood Turret,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?
2,3633735421W,69,63,153,420533,156404,245,74916,1,0,1,2,2,2,2,WIN
3,3633735421L,63,69,133,363482,191766,135,72672,0,2,2,3,1,1,0,LOSS
4,3633735421W,41,52,113,265626,104974,170,58840,0,0,0,4,2,3,0,WIN
5,3633735421L,52,41,115,227884,133725,211,57351,0,2,1,4,0,1,2,LOSS
6,3633735421W,70,41,182,331131,128181,293,66918,0,0,1,2,2,1,2,WIN
7,3633735421L,41,70,92,278044,156571,186,59866,1,1,3,2,1,0,2,LOSS
8,3633735421W,48,23,110,197962,61113,95,49971,0,1,1,4,0,3,0,WIN
9,3633735421L,23,48,43,152172,91044,75,43235,0,1,1,1,3,1,1,LOSS
10,3633735421W,69,65,160,411540,187195,219,79087,0,0,2,2,1,2,3,WIN
11,3633735421L,65,69,116,445195,172583,145,74980,1,3,1,3,1,1,0,LOSS
12,3633735421W,76,77,179,892733,213952,338,104505,1,1,1,3,1,1,1,WIN
13,3633735421L,76,77,189,680136,279976,373,101975,0,1,3,1,0,3,2,LOSS
14,3633735421W,57,43,120,273606,111440,153,60393,1,0,3,4,0,1,2,WIN
15,3633735421L,41,57,90,260918,102315,45,55472,0,2,0,0,5,0,0,LOSS
16,3633735421W,53,45,151,222046,105627,186,57323,1,2,1,1,2,1,1,WIN
17,3633735421L,44,53,80,226810,104562,111,54559,0,3,2,2,0,1,1,LOSS
18,3633735421W,70,65,183,557040,167791,290,84854,0,4,2,1,2,0,1,WIN
19,3633735421L,65,70,147,410393,211238,215,81099,1,2,3,1,1,2,0,LOSS
20,3633735421W,52,27,128,167243,81411,176,48257,1,0,2,2,0,2,3,WIN
21,3633735421L,26,52,49,153841,82349,98,41521,0,2,2,2,0,1,1,LOSS
22,3633735421W,57,56,109,421627,180190,196,76654,1,2,2,0,2,1,1,WIN
23,3633735421L,56,57,115,466234,188243,162,74246,0,0,2,2,1,2,2,LOSS
24,3633735421W,55,56,139,328381,118971,79,65520,0,2,0,1,4,0,0,WIN
25,3633735421L,56,55,117,256070,137991,83,60914,1,2,2,3,1,2,0,LOSS
26,3633735421W,44,40,114,244129,101544,186,57734,0,0,3,2,0,0,4,WIN
27,3633735421L,40,44,129,232026,116035,113,53674,1,2,1,4,0,3,0,LOSS
28,3633735421W,50,58,111,299648,119391,118,64439,0,1,2,2,1,2,0,WIN
29,3633735421L,58,50,119,282717,119314,102,62433,0,1,0,5,0,1,0,LOSS
30,3633735421W,58,42,118,212042,95172,116,54063,1,0,1,2,3,2,1,WIN
31,3633735421L,41,58,77,206190,114602,127,50646,0,2,0,2,2,1,1,LOSS
32,3633735421W,52,49,151,359280,161279,158,70354,0,2,2,2,1,1,1,WIN
33,3633735421L,49,52,137,371190,148666,261,68011,1,0,2,2,2,0,3,LOSS
34,3633735421W,60,58,161,358326,152782,155,74608,0,1,1,0,2,3,0,WIN
35,3633735421L,58,60,121,390133,141159,206,73598,1,3,2,2,1,1,0,LOSS
36,3633735421W,29,16,73,102055,31624,61,31447,1,2,0,4,1,2,0,WIN
37,3633735421L,16,29,36,66335,41331,30,27998,0,1,3,1,2,0,1,LOSS
38,3633735421W,50,33,100,296283,106174,109,61788,1,0,2,2,2,0,3,WIN
39,3633735421L,32,50,57,241171,105779,98,56373,0,2,1,2,2,1,0,LOSS
40,3633735421W,84,68,190,856760,260777,454,101252,0,2,1,3,0,0,1,WIN
41,3633735421L,67,84,179,664057,326329,438,95074,1,0,1,2,2,1,3,LOSS
42,3633735421W,47,36,132,214544,77145,159,54023,1,1,0,2,4,1,0,WIN
43,3633735421L,36,47,79,168361,125838,121,49211,0,2,4,0,0,2,2,LOSS
44,3633735421W,47,28,102,172695,77270,117,47844,1,0,3,2,1,1,1,WIN
45,3633735421L,28,47,75,147549,84388,112,40751,0,1,1,2,1,1,2,LOSS
46,3633735421W,46,47,125,360225,135221,166,64636,0,4,3,1,1,0,1,WIN
47,3633735421L,47,46,129,271232,139436,274,61693,1,2,2,0,2,2,2,LOSS
48,3633735421W,48,51,129,309517,139077,280,63536,1,0,3,1,1,0,3,WIN
49,3633735421L,51,48,153,313321,115541,197,62393,0,1,1,2,2,2,1,LOSS
50,3633735421W,36,36,103,299422,97119,111,59824,1,0,2,3,1,2,2,WIN
51,3633735421L,35,36,74,217971,119659,89,58574,0,1,3,0,1,2,1,LOSS
52,3633735421W,58,43,146,375999,131250,166,66620,0,0,1,4,2,1,1,WIN
53,3633735421L,43,58,94,312702,162105,267,61958,1,0,1,5,1,1,1,LOSS
54,3633735421W,80,65,195,671600,227343,325,89959,1,3,3,2,0,0,1,WIN
55,3633735421L,65,80,152,589560,328393,242,87660,0,1,1,2,1,1,3,LOSS
56,3633735421W,69,45,177,497517,242575,182,81035,1,1,3,3,0,1,1,WIN
57,3633735421L,45,69,120,538127,230074,279,75394,0,1,0,5,0,1,0,LOSS
58,3633735421W,50,40,139,312396,116651,182,64166,1,1,1,3,1,2,1,WIN
59,3633735421L,40,50,99,311061,131126,76,61051,0,2,2,1,2,0,1,LOSS
60,3633735421W,81,74,189,527286,210630,113,88270,0,1,2,2,3,1,0,WIN
61,3633735421L,74,81,134,606548,204819,52,85969,0,2,1,1,3,0,0,LOSS
62,3633735421W,65,32,168,280979,90256,216,61323,1,1,2,2,2,3,0,WIN
63,3633735421L,32,65,64,233759,157380,157,54507,0,0,4,0,0,3,3,LOSS
64,3633735421W,74,53,191,324629,126080,158,66542,1,2,2,1,2,0,1,WIN
65,3633735421L,53,74,117,284577,186172,221,61550,0,2,4,1,0,1,2,LOSS
66,3633735421W,51,32,114,209534,85516,73,53217,1,1,1,1,2,2,1,WIN
67,3633735421L,32,51,73,171584,100832,235,46075,0,3,2,3,0,0,1,LOSS
68,3633735421W,58,60,107,364230,158958,134,69806,0,2,2,2,2,0,0,WIN
69,3633735421L,60,58,133,345066,135706,120,68529,1,0,0,1,4,0,0,LOSS
70,3633735421W,71,66,145,423831,240394,222,85735,0,0,3,2,0,1,3,WIN
71,3633735421L,66,71,119,614810,200560,199,82329,1,2,2,3,1,1,0,LOSS
72,3633735421W,52,42,109,311225,123238,182,65264,1,1,1,3,1,1,2,WIN
73,3633735421L,41,52,101,295436,124053,154,60916,0,1,2,2,1,1,1,LOSS
74,3633735421W,59,51,133,347937,135132,102,69114,0,2,1,1,3,1,0,WIN
75,3633735421L,50,59,88,336292,124334,135,64619,1,1,1,2,2,2,0,LOSS
76,3633735421W,58,36,165,271664,121572,161,61830,1,1,3,1,1,1,2,WIN
77,3633735421L,35,58,79,252596,125112,102,52610,0,1,3,1,1,0,2,LOSS
78,3633735421W,47,33,115,209819,82486,71,49853,0,0,4,1,0,1,1,WIN
79,3633735421L,33,47,72,159597,84136,79,44204,0,3,2,1,1,1,0,LOSS
80,3633735421W,42,31,106,281844,113777,107,61180,1,0,1,1,3,1,1,WIN
81,3633735421L,31,42,79,303976,117618,87,57490,0,1,2,3,1,0,1,LOSS
82,3633735421W,74,74,184,528343,195351,231,85631,1,0,3,2,1,1,2,WIN
83,3633735421L,74,74,182,515956,210617,145,83400,0,1,2,2,1,1,1,LOSS
84,3633735421W,46,21,133,255638,76666,204,54785,1,0,1,3,2,2,1,WIN
85,3633735421L,21,46,42,186434,102596,76,45913,0,3,1,0,3,0,1,LOSS
86,3633735421W,67,54,171,395332,174624,264,70728,1,0,1,2,1,2,2,WIN
87,3633735421L,53,67,134,351080,195698,322,67123,0,0,2,2,1,1,3,LOSS
88,3633735421W,37,28,106,181189,59780,155,46883,1,0,2,4,0,1,1,WIN
89,3633735421L,28,37,65,170581,93881,100,43251,0,1,3,1,0,1,4,LOSS
90,3633735421W,48,33,125,229856,89044,178,56426,0,1,3,1,1,1,2,WIN
91,3633735421L,33,48,81,230330,113713,153,50445,0,1,3,1,1,1,2,LOSS
92,3633735421W,54,30,164,325123,108118,230,65545,1,0,1,3,1,2,1,WIN
93,3633735421L,30,55,58,311063,159983,161,58043,0,1,2,2,1,0,2,LOSS
94,3633735421W,44,28,93,196770,77713,124,50396,1,2,2,2,1,2,1,WIN
95,3633735421L,28,44,58,186414,85343,77,43681,0,1,1,2,1,2,1,LOSS
96,3633735421W,41,69,76,389582,158938,88,70348,1,1,3,3,0,0,1,WIN
97,3633735421L,69,41,140,330540,125145,71,72187,0,2,1,1,2,1,0,LOSS
98,3633735421W,56,47,137,343257,132669,93,64023,1,1,3,2,1,1,2,WIN
99,3633735421L,47,56,85,259225,142291,136,57030,0,2,3,0,1,0,2,LOSS
100,3633735421W,56,51,106,312656,130149,63,65523,0,3,2,3,1,0,0,WIN
101,3633735421L,51,56,99,302246,134119,102,63566,1,2,0,2,3,1,0,LOSS
102,3633735421W,49,35,133,246342,98304,123,56432,1,1,4,1,1,1,2,WIN
103,3633735421L,35,49,100,215915,121231,156,51156,0,0,2,2,2,1,2,LOSS
104,3633735421W,60,65,114,532488,217411,218,85133,0,0,3,3,0,2,1,WIN
105,3633735421L,65,60,161,500871,172825,223,83605,0,2,1,4,1,1,0,LOSS
106,3633735421W,42,33,107,207023,78010,122,53193,1,1,1,4,0,3,0,WIN
107,3633735421L,33,42,72,200529,86295,128,49459,0,1,1,3,1,2,0,LOSS
108,3633735421W,57,42,135,355693,151932,185,69176,1,1,3,1,1,1,2,WIN
109,3633735421L,42,57,78,349190,162799,166,64459,0,0,1,3,1,3,1,LOSS
110,3633735421W,32,22,96,168574,63992,108,46634,1,0,1,2,1,3,2,WIN
111,3633735421L,22,32,65,148794,64944,70,41596,0,1,1,1,2,0,2,LOSS
112,3633735421W,49,48,114,419892,144066,231,72712,0,1,2,2,1,1,1,WIN
113,3633735421L,48,49,120,358098,148876,144,70410,0,0,1,2,2,1,1,LOSS
114,3633735421W,44,46,89,205986,93396,39,55817,1,3,1,3,1,0,0,WIN
115,3633735421L,46,44,106,217846,92277,113,54606,0,2,1,4,1,2,0,LOSS
116,3633735421W,40,23,115,175484,55570,170,46071,1,1,0,4,1,0,1,WIN
117,3633735421L,23,40,35,131412,78178,46,39573,0,1,3,2,1,0,3,LOSS
118,3633735421W,39,53,96,267821,129884,182,62505,1,0,3,1,1,0,3,WIN
119,3633735421L,53,40,127,264187,102672,183,61200,0,3,1,2,1,2,0,LOSS
120,3633735421W,49,31,121,228357,83482,154,54613,0,0,2,3,1,2,2,WIN
121,3633735421L,31,49,58,181296,114968,128,47418,0,1,4,3,0,0,1,LOSS
122,3633735421W,50,41,121,282575,110439,164,63419,0,4,3,1,0,1,1,WIN
123,3633735421L,41,50,103,229714,134168,142,56482,1,0,1,3,1,2,1,LOSS
124,3633735421W,37,37,86,180684,80242,115,50773,1,1,1,4,1,1,1,WIN
125,3633735421L,37,37,64,192691,80527,100,47891,0,1,0,2,3,1,1,LOSS
126,3633735421W,55,47,145,351920,124952,175,68139,1,1,2,1,2,0,2,WIN
127,3633735421L,47,55,105,309599,174162,217,62962,0,2,3,1,0,2,2,LOSS
128,3633735421W,56,36,143,278600,134471,88,61170,1,1,3,0,2,1,2,WIN
129,3633735421L,36,56,80,253103,134080,56,54931,0,3,2,2,1,0,1,LOSS
130,3633735421W,56,33,123,263006,98627,129,59199,1,1,1,3,1,0,1,WIN
131,3633735421L,33,56,41,218260,114340,106,51465,0,1,3,3,0,0,2,LOSS
132,3633735421W,61,44,143,283283,113604,187,62012,0,2,2,1,2,0,2,WIN
133,3633735421L,44,61,126,264696,136283,165,56319,1,0,0,2,2,1,1,LOSS
134,3633735421W,49,38,131,212340,85098,246,54384,0,1,2,2,0,2,1,WIN
135,3633735421L,38,49,111,194334,115589,108,49635,0,0,2,4,0,3,1,LOSS
136,3633735421W,38,40,87,247263,124775,141,52779,0,1,3,2,0,1,3,WIN
137,3633735421L,40,38,110,218725,105106,259,49544,1,1,2,2,1,3,1,LOSS
138,3633735421W,76,71,145,427235,189655,168,83387,0,2,3,1,1,1,1,WIN
139,3633735421L,71,76,156,406446,189694,153,76571,1,2,1,3,1,0,1,LOSS
140,3633735421W,55,41,124,316607,130765,115,67485,1,0,1,2,2,1,2,WIN
141,3633735421L,41,55,97,343305,120814,129,63907,0,2,1,5,0,1,0,LOSS
142,3633735421W,48,30,125,228715,84470,119,55097,0,0,0,4,1,2,1,WIN
143,3633735421L,30,48,79,197761,95007,104,48929,1,0,0,3,2,2,0,LOSS
144,3633735421W,34,19,60,207091,73653,84,51385,1,2,2,1,2,0,1,WIN
145,3633735421L,19,34,30,170268,77013,80,42907,0,1,2,3,1,0,1,LOSS
146,3633735421W,61,57,145,377910,141271,155,75860,1,2,0,2,3,1,0,WIN
147,3633735421L,57,61,139,355034,189649,168,71524,0,0,2,1,1,2,3,LOSS
148,3633735421W,62,67,128,411753,168148,204,69385,0,0,2,2,1,3,2,WIN
149,3633735421L,67,62,151,326794,173614,129,68015,1,0,3,2,2,0,1,LOSS
150,3633735421W,52,28,137,247336,85789,213,58670,1,1,0,3,2,2,1,WIN
151,3633735421L,27,52,50,209082,112684,102,48980,0,2,2,2,1,1,1,LOSS
152,3633735421W,32,21,81,262925,80860,221,54327,1,0,0,4,2,1,1,WIN
153,3633735421L,21,32,54,210837,97128,118,49204,0,1,1,2,2,2,1,LOSS
154,3633735421W,37,39,91,213023,92463,121,51597,0,2,1,1,3,1,1,WIN
155,3633735421L,38,37,87,212484,91475,116,49938,1,1,1,1,3,1,1,LOSS
156,3633735421W,47,35,96,193571,84990,115,51114,1,0,1,3,1,2,1,WIN
157,3633735421L,35,47,67,181496,80778,86,45437,0,2,0,4,2,1,0,LOSS
158,3633735421W,48,28,104,200468,71821,123,53649,0,1,0,4,2,2,0,WIN
159,3633735421L,28,48,62,166989,93126,121,45666,0,0,2,2,1,2,1,LOSS
160,3633735421W,47,43,94,271423,108299,98,58810,1,1,2,2,1,0,2,WIN
161,3633735421L,42,47,92,239912,110188,152,53356,0,1,0,3,1,3,1,LOSS
162,3633735421W,73,47,148,391798,149996,133,76030,1,1,1,2,2,1,0,WIN
163,3633735421L,47,73,101,439517,179771,149,70493,0,1,2,3,1,1,1,LOSS
164,3633735421W,47,30,116,233778,95433,178,56233,1,1,3,2,0,2,2,WIN
165,3633735421L,30,47,60,225912,105212,108,52563,0,1,1,2,2,1,0,LOSS
166,3633735421W,62,45,112,304707,124018,125,65996,1,0,2,1,2,0,2,WIN
167,3633735421L,45,63,89,305709,143827,107,60914,0,1,1,3,3,0,0,LOSS
0,3633829777W,38,31,105,278471,84926,100,58167,1,0,1,1,3,1,1,WIN
1,3633829777L,31,39,68,247414,93113,117,53674,0,0,2,3,0,3,2,LOSS
2,3633829777W,58,45,122,394412,139836,213,72517,1,0,2,2,1,1,2,WIN
3,3633829777L,44,58,93,371727,141402,59,68214,0,3,0,2,2,0,0,LOSS
4,3633829777W,55,44,144,557353,152462,215,85640,0,0,2,3,0,1,2,WIN
5,3633829777L,44,55,117,466536,158736,211,81104,1,0,1,3,1,3,2,LOSS
6,3633829777W,38,18,90,138960,48643,80,41245,1,2,2,1,1,0,1,WIN
7,3633829777L,18,38,39,101071,61218,86,34904,0,1,3,2,0,1,2,LOSS
8,3633829777W,57,42,183,360058,135013,293,69144,0,1,1,3,1,1,2,WIN
9,3633829777L,41,57,114,355286,155288,168,63817,0,2,2,3,1,1,0,LOSS
10,3633829777W,49,41,118,363791,126503,161,68952,0,1,3,1,2,1,1,WIN
11,3633829777L,41,50,104,356808,137291,283,66396,1,0,2,2,1,3,2,LOSS
12,3633829777W,59,45,142,427712,149953,148,74210,0,1,2,2,2,1,1,WIN
13,3633829777L,45,59,101,371204,177202,159,69921,1,1,3,1,1,0,2,LOSS
14,3633829777W,43,23,118,194380,67617,115,50807,1,0,0,3,2,3,0,WIN
15,3633829777L,23,43,45,150201,87741,39,43674,0,3,2,0,2,0,0,LOSS
16,3633829777W,54,37,155,310615,103324,75,63391,0,1,1,2,2,2,0,WIN
17,3633829777L,37,54,84,290338,131442,134,59542,1,2,2,2,1,0,1,LOSS
18,3633829777W,32,17,71,172924,55050,93,49216,1,1,3,3,1,0,1,WIN
19,3633829777L,17,32,43,166543,71513,47,42361,0,1,0,3,2,1,1,LOSS
20,3633829777W,75,66,148,600397,188645,172,85630,0,0,1,4,1,1,2,WIN
21,3633829777L,65,75,157,493757,183341,109,83841,0,1,1,3,2,2,0,LOSS
22,3633829777W,39,34,113,264421,107118,237,61664,1,1,2,2,1,3,1,WIN
23,3633829777L,33,39,77,278054,119134,277,58490,0,1,2,3,0,3,1,LOSS
24,3633829777W,51,36,100,292857,110947,94,65797,1,2,2,2,1,2,1,WIN
25,3633829777L,36,51,73,274425,111191,40,60288,0,1,0,2,3,0,0,LOSS
26,3633829777W,39,28,106,214039,67577,58,53299,1,1,0,3,3,1,0,WIN
27,3633829777L,28,39,63,226868,91444,55,49250,0,1,3,2,1,2,0,LOSS
28,3633829777W,35,31,72,214540,78924,89,53563,1,1,2,2,1,1,1,WIN
29,3633829777L,31,35,57,215505,76761,74,49848,0,1,1,2,2,0,1,LOSS
30,3633829777W,44,35,89,346937,134820,164,72078,0,1,1,2,3,1,1,WIN
31,3633829777L,35,44,66,352052,118738,137,65852,0,0,1,2,2,2,1,LOSS
32,3633829777W,49,43,108,403353,149681,104,70494,0,3,3,1,0,0,2,WIN
33,3633829777L,43,49,109,334113,153501,117,69158,1,0,3,0,2,1,2,LOSS
34,3633829777W,36,40,94,293212,122754,137,61621,0,0,2,2,1,2,2,WIN
35,3633829777L,40,36,117,273603,100458,142,60052,0,1,1,4,2,2,0,LOSS
36,3633829777W,21,23,43,182088,80092,81,49768,1,1,1,3,1,0,2,WIN
37,3633829777L,23,21,47,208394,59962,83,45780,0,1,1,4,2,1,0,LOSS
38,3633829777W,63,41,154,309288,102209,99,68256,1,3,1,3,1,0,0,WIN
39,3633829777L,41,63,80,280526,135208,97,61437,0,1,3,1,1,0,3,LOSS
40,3633829777W,43,41,87,287006,102497,132,61566,0,1,2,3,1,2,0,WIN
41,3633829777L,41,43,75,265326,106572,145,58019,1,1,0,5,0,1,1,LOSS
42,3633829777W,47,43,130,402377,126513,330,71184,1,0,1,3,1,2,1,WIN
43,3633829777L,43,47,101,349818,147740,215,65589,0,1,2,3,0,2,1,LOSS
44,3633829777W,40,30,103,219957,81799,172,54275,0,2,2,1,1,0,1,WIN
45,3633829777L,29,41,57,198691,92887,93,49449,0,2,3,1,1,0,2,LOSS
46,3633829777W,26,27,59,304827,75537,99,59670,0,2,1,3,2,1,0,WIN
47,3633829777L,27,26,69,247144,95638,169,56827,1,2,1,3,0,2,1,LOSS
48,3633829777W,37,33,101,326613,137749,250,66112,0,1,3,2,0,2,2,WIN
49,3633829777L,33,37,82,320065,123177,150,61692,1,2,0,4,1,1,0,LOSS
50,3633829777W,41,31,85,253607,86171,113,58290,1,1,1,2,2,1,1,WIN
51,3633829777L,31,41,79,239765,93127,159,54555,0,1,1,3,2,0,1,LOSS
52,3633829777W,46,35,114,264543,95801,91,60323,1,0,3,1,1,1,2,WIN
53,3633829777L,35,46,69,212780,110045,117,54615,0,1,3,2,1,1,1,LOSS
54,3633829777W,64,47,116,605769,225290,176,87491,0,1,2,3,0,2,2,WIN
55,3633829777L,47,65,101,700672,209485,315,84056,1,0,0,4,1,0,1,LOSS
56,3633829777W,53,45,133,344789,112635,115,65804,1,1,0,3,2,1,0,WIN
57,3633829777L,45,54,110,322866,161497,199,62279,0,1,1,2,1,3,2,LOSS
58,3633829777W,30,26,77,178929,73277,143,47216,1,0,1,3,1,1,2,WIN
59,3633829777L,26,30,67,167885,66941,121,43576,0,0,4,3,1,0,1,LOSS
60,3633829777W,42,34,103,204984,91502,124,53743,1,1,2,1,2,2,1,WIN
61,3633829777L,33,42,69,179887,84030,88,50324,0,1,1,1,2,3,0,LOSS
62,3633829777W,44,37,103,297520,97687,212,62858,1,0,0,4,2,1,1,WIN
63,3633829777L,36,44,68,232648,109942,111,58262,0,0,1,2,1,1,2,LOSS
64,3633829777W,66,64,154,502065,212677,222,82637,1,1,3,1,1,1,2,WIN
65,3633829777L,64,66,152,500489,219548,214,80828,0,1,2,3,2,0,1,LOSS
66,3633829777W,24,9,74,107962,23590,129,34073,1,1,0,5,0,3,1,WIN
67,3633829777L,9,25,15,71521,48519,31,27882,0,2,3,1,1,0,2,LOSS
68,3633829777W,41,40,118,237736,89530,239,57260,0,0,1,4,2,0,2,WIN
69,3633829777L,39,41,96,228561,104034,86,54253,0,0,2,1,2,0,1,LOSS
70,3633829777W,50,42,129,298823,132541,262,67613,0,1,1,3,1,0,2,WIN
71,3633829777L,42,50,114,355070,130517,206,61398,0,2,2,3,1,1,1,LOSS
72,3633829777W,63,46,106,320370,127136,132,69236,1,1,2,3,0,0,2,WIN
73,3633829777L,46,63,67,330160,149186,96,63499,0,1,2,2,1,2,2,LOSS
74,3633829777W,42,31,89,177452,60638,64,47956,1,2,1,2,3,0,0,WIN
75,3633829777L,31,42,54,152656,74453,48,42694,0,2,3,2,2,0,1,LOSS
76,3633829777W,68,58,159,642587,186060,202,92218,1,0,1,3,1,1,0,WIN
77,3633829777L,58,68,115,653894,221345,201,87717,0,1,2,3,0,1,1,LOSS
78,3633829777W,58,66,151,406284,223134,185,79197,0,1,2,3,1,1,2,WIN
79,3633829777L,66,58,170,500944,159544,344,78886,1,2,1,1,2,1,1,LOSS
80,3633829777W,64,48,152,714067,192508,304,95770,1,0,0,4,1,1,1,WIN
81,3633829777L,48,65,69,623832,276882,265,88120,0,3,1,4,0,1,1,LOSS
82,3633829777W,23,19,49,142789,47061,94,43311,0,2,1,3,3,1,0,WIN
83,3633829777L,19,23,37,139342,48085,130,39455,1,1,0,4,0,2,0,LOSS
84,3633829777W,46,38,91,251398,102517,62,56397,0,3,2,2,2,0,0,WIN
85,3633829777L,37,46,95,210494,113352,162,51590,0,1,2,3,1,0,1,LOSS
86,3633829777W,41,52,109,373204,137330,64,64788,0,0,3,1,3,0,1,WIN
87,3633829777L,52,41,122,308145,144963,298,63009,1,2,2,3,0,0,2,LOSS
88,3633829777W,56,29,148,203780,96526,224,56193,1,0,1,3,1,3,1,WIN
89,3633829777L,29,56,78,188105,102694,252,51360,0,2,0,2,1,3,0,LOSS
90,3633829777W,35,24,69,139885,48261,65,42211,1,2,0,2,1,2,0,WIN
91,3633829777L,24,35,28,128045,50253,50,36293,0,1,1,2,2,1,1,LOSS
92,3633829777W,58,46,159,317876,122258,178,67355,1,1,1,2,2,1,1,WIN
93,3633829777L,45,58,82,299867,169128,160,63038,0,1,4,1,0,1,2,LOSS
94,3633829777W,45,37,112,330992,127266,155,62824,0,2,3,2,0,1,2,WIN
95,3633829777L,37,46,93,288746,106596,83,58261,0,2,2,3,1,1,0,LOSS
96,3633829777W,79,53,186,448948,163096,383,82721,0,1,1,4,0,1,2,WIN
97,3633829777L,53,79,88,459123,201401,159,74845,0,1,3,1,0,1,2,LOSS
98,3633829777W,70,52,120,331393,132973,122,72005,1,1,2,3,1,2,1,WIN
99,3633829777L,52,70,102,353909,151725,90,67490,0,1,2,3,2,1,0,LOSS
100,3633829777W,47,35,107,227028,91715,173,56035,1,0,2,2,1,1,2,WIN
101,3633829777L,35,47,76,217217,96794,96,50516,0,1,2,3,1,0,0,LOSS
102,3633829777W,61,45,131,359669,168401,284,72734,0,0,4,1,0,1,4,WIN
103,3633829777L,45,61,104,397503,159876,149,69596,0,1,0,4,2,2,0,LOSS
104,3633829777W,55,35,148,334321,100209,343,72544,1,1,1,2,1,3,1,WIN
105,3633829777L,34,55,87,288057,161768,131,61934,0,0,2,2,0,2,3,LOSS
106,3633829777W,52,34,108,268048,92109,133,60849,1,2,2,1,2,0,1,WIN
107,3633829777L,34,52,71,226920,114967,89,53742,0,0,1,3,1,2,1,LOSS
108,3633829777W,44,42,84,246161,103696,120,59049,1,1,1,2,1,1,2,WIN
109,3633829777L,41,44,91,233132,94654,165,54762,0,0,1,2,2,3,1,LOSS
110,3633829777W,36,38,62,259270,120162,138,60784,1,3,1,3,0,0,1,WIN
111,3633829777L,38,36,87,306277,101234,108,59354,0,0,1,2,2,2,1,LOSS
112,3633829777W,35,47,89,346088,116091,133,62965,1,0,2,2,1,3,1,WIN
113,3633829777L,47,35,118,305026,122437,172,62172,0,1,1,2,2,1,2,LOSS
114,3633829777W,37,37,90,217014,104064,126,54439,0,1,3,1,0,1,3,WIN
115,3633829777L,37,37,89,221241,91377,158,51556,1,2,1,3,1,1,1,LOSS
116,3633829777W,50,43,155,408616,156325,273,75410,0,1,2,3,0,3,1,WIN
117,3633829777L,43,50,99,361245,153660,108,70869,1,2,2,2,1,1,0,LOSS
118,3633829777W,38,19,99,169013,51109,105,46758,1,1,2,3,0,2,2,WIN
119,3633829777L,19,38,45,126685,60499,65,40061,0,2,1,1,3,0,1,LOSS
120,3633829777W,28,28,70,212592,87799,185,52413,1,2,3,2,0,1,2,WIN
121,3633829777L,28,28,81,201053,88876,203,48984,0,1,2,2,0,2,2,LOSS
122,3633829777W,68,60,115,487598,173377,172,81914,1,1,0,3,1,3,0,WIN
123,3633829777L,60,68,132,519887,200770,120,81691,0,0,2,2,2,0,2,LOSS
124,3633829777W,41,40,98,224583,85098,88,53522,1,0,2,0,3,1,1,WIN
125,3633829777L,40,42,91,217454,95725,125,50915,0,0,1,3,1,1,2,LOSS
126,3633829777W,41,33,93,236020,85530,135,55237,0,2,1,3,1,0,1,WIN
127,3633829777L,33,41,60,184518,88135,120,49555,1,2,1,4,0,2,1,LOSS
128,3633829777W,43,36,132,245735,105446,151,55815,1,0,1,4,0,3,1,WIN
129,3633829777L,36,43,78,246544,111348,181,52325,0,2,1,2,1,2,1,LOSS
130,3633829777W,43,38,70,351107,111694,101,66583,0,1,2,3,1,1,2,WIN
131,3633829777L,38,43,103,320241,109102,185,67275,1,0,0,3,3,2,0,LOSS
132,3633829777W,36,24,96,413200,113865,155,69148,1,0,1,2,2,2,2,WIN
133,3633829777L,24,36,65,347795,107339,89,64450,0,2,1,3,1,2,0,LOSS
134,3633829777W,33,40,90,284460,121244,181,62250,0,2,3,2,0,1,1,WIN
135,3633829777L,40,33,108,264560,101780,168,59528,1,0,3,3,0,1,2,LOSS
136,3633829777W,46,21,127,224361,88575,170,56428,1,0,3,3,0,2,2,WIN
137,3633829777L,21,46,46,210536,108270,254,49227,0,1,2,2,1,0,2,LOSS
138,3633829777W,49,37,119,429404,121455,171,75537,0,1,1,2,1,2,0,WIN
139,3633829777L,35,49,89,385383,142693,111,70154,1,2,1,0,2,1,1,LOSS
140,3633829777W,35,23,69,203470,81926,111,52759,1,1,4,0,1,1,3,WIN
141,3633829777L,23,35,55,196915,83951,84,47143,0,2,1,3,1,1,1,LOSS
0,3633817223W,53,24,126,282292,104779,85,64663,0,2,2,2,1,1,2,WIN
1,3633817223L,24,53,42,272460,113289,109,56569,1,4,2,1,2,0,0,LOSS
2,3633817223W,47,27,125,278968,85873,255,57875,1,0,2,2,1,2,2,WIN
3,3633817223L,27,47,62,214026,109302,141,49316,0,2,3,1,1,1,0,LOSS
4,3633817223W,42,40,95,254071,140196,265,59311,1,2,1,4,0,1,2,WIN
5,3633817223L,40,42,96,345001,127511,158,58097,0,0,3,1,1,0,2,LOSS
6,3633817223W,38,31,105,278471,84926,100,58167,1,0,1,1,3,1,1,WIN
7,3633817223L,31,39,68,247414,93113,117,53674,0,0,2,3,0,3,2,LOSS
8,3633817223W,51,38,111,360292,111718,213,68422,1,3,3,1,0,0,1,WIN
9,3633817223L,37,51,105,345908,172815,223,64115,0,1,2,0,2,1,3,LOSS
10,3633817223W,47,28,131,272073,114648,174,62703,1,2,2,2,1,1,2,WIN
