,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Time CC'ed,Total Gold Earned,First Blood Turret,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?
11,3633817223L,28,47,64,274276,110240,167,56215,0,1,2,1,2,1,2,LOSS
12,3633817223W,45,33,121,274201,101794,165,59557,1,3,0,2,2,2,1,WIN
13,3633817223L,33,45,80,243156,119240,135,53241,0,3,3,1,1,0,1,LOSS
14,3633817223W,54,35,131,284235,127622,185,63226,1,1,3,2,1,1,2,WIN
15,3633817223L,35,54,90,279719,142968,196,56332,0,0,2,2,2,1,2,LOSS
16,3633817223W,59,70,92,387760,178471,123,68732,0,1,4,1,0,1,3,WIN
17,3633817223L,70,59,169,306042,148062,96,68608,1,3,0,4,2,0,0,LOSS
18,3633817223W,46,40,109,335279,142861,246,69017,1,0,2,2,2,1,2,WIN
19,3633817223L,39,46,103,378484,144079,198,65605,0,1,1,1,2,2,2,LOSS
20,3633817223W,25,33,53,198007,77304,206,51143,1,0,1,4,0,3,2,WIN
21,3633817223L,33,26,76,219008,76760,150,50905,0,0,1,2,1,2,2,LOSS
22,3633817223W,36,17,85,186695,61825,134,47665,1,0,3,3,1,0,2,WIN
23,3633817223L,17,36,42,154411,68382,94,43279,0,1,3,2,1,0,1,LOSS
24,3633817223W,71,63,136,429334,202220,154,77898,1,1,3,3,0,0,1,WIN
25,3633817223L,63,71,148,452669,178763,149,76252,0,0,2,2,1,1,2,LOSS
26,3633817223W,43,25,123,273254,91317,90,56530,1,4,0,2,2,1,1,WIN
27,3633817223L,25,43,51,197503,98998,121,50536,0,1,3,0,2,0,2,LOSS
28,3633817223W,57,28,143,289506,95217,176,64067,0,1,1,4,2,2,0,WIN
29,3633817223L,28,57,61,253244,133202,163,55171,0,2,1,3,1,1,1,LOSS
30,3633817223W,36,28,67,263665,110610,207,60766,1,0,2,4,1,1,1,WIN
31,3633817223L,28,36,85,287822,102999,129,57682,0,1,1,3,1,3,0,LOSS
32,3633817223W,28,13,78,215339,73973,94,52246,1,0,1,3,1,3,1,WIN
33,3633817223L,13,28,28,182119,71707,56,46304,0,0,2,3,1,0,2,LOSS
34,3633817223W,36,39,90,369565,129048,125,66443,1,1,2,3,1,1,1,WIN
35,3633817223L,38,36,92,345425,105762,121,63170,0,0,1,2,2,1,0,LOSS
36,3633817223W,67,58,142,421047,164769,276,75005,0,0,2,3,0,2,2,WIN
37,3633817223L,57,67,108,341195,181409,221,69598,1,1,2,2,0,2,2,LOSS
38,3633817223W,50,64,120,444385,252700,333,76214,1,1,3,1,1,0,3,WIN
39,3633817223L,64,50,169,499543,208879,317,76781,0,2,3,2,0,1,1,LOSS
40,3633817223W,35,20,106,263996,64612,88,55624,1,1,0,3,2,2,0,WIN
41,3633817223L,20,35,37,231415,113589,84,50442,0,1,2,2,1,1,2,LOSS
42,3633817223W,59,65,140,883684,201097,323,105473,0,1,0,2,2,3,1,WIN
43,3633817223L,64,59,133,937267,228627,242,104622,0,1,1,3,0,1,0,LOSS
44,3633817223W,61,53,160,415495,146395,167,73812,1,0,1,3,2,3,1,WIN
45,3633817223L,53,62,109,396978,184550,183,71312,0,2,3,2,0,1,1,LOSS
46,3633817223W,66,65,142,520197,160153,228,81764,1,1,1,2,1,1,1,WIN
47,3633817223L,65,66,148,431230,191055,154,77838,0,1,1,3,1,3,0,LOSS
48,3633817223W,52,35,147,255459,114094,100,59052,0,2,1,2,0,2,1,WIN
49,3633817223L,34,52,77,222662,108683,70,51785,1,3,2,1,1,0,0,LOSS
50,3633817223W,25,15,61,110972,43114,75,34689,1,1,3,1,2,0,2,WIN
51,3633817223L,14,25,32,95249,44530,50,31567,0,2,2,2,2,1,0,LOSS
52,3633817223W,61,47,125,305436,124609,146,65129,1,4,0,1,3,1,1,WIN
53,3633817223L,47,61,114,284074,155436,167,59853,0,1,0,3,1,3,1,LOSS
54,3633817223W,45,36,107,407317,161532,188,75122,0,2,2,1,1,2,1,WIN
55,3633817223L,36,45,89,387093,124100,230,71048,1,0,1,3,3,1,0,LOSS
56,3633817223W,55,52,143,485254,175172,182,81001,1,1,1,3,1,2,1,WIN
57,3633817223L,52,55,132,481638,163914,185,77584,0,1,1,3,2,1,1,LOSS
58,3633817223W,41,20,105,161185,65452,69,45729,1,1,1,1,2,1,1,WIN
59,3633817223L,20,41,41,134803,79152,69,38530,0,4,2,2,1,0,1,LOSS
60,3633817223W,28,12,74,95751,28025,66,33163,0,2,1,2,1,2,0,WIN
61,3633817223L,12,28,25,72807,36101,38,27115,0,2,2,2,1,1,0,LOSS
62,3633817223W,71,60,142,477922,159682,112,86074,0,2,0,2,2,1,0,WIN
63,3633817223L,60,71,128,569920,165602,85,84221,1,1,0,3,2,1,0,LOSS
64,3633817223W,52,59,102,330596,125830,99,65005,0,1,2,1,2,2,1,WIN
65,3633817223L,58,52,127,309076,112019,128,66669,1,1,0,2,3,1,0,LOSS
66,3633817223W,45,31,109,370180,144366,218,65049,0,0,2,3,0,1,3,WIN
67,3633817223L,31,45,89,332739,124735,88,60188,1,1,0,3,2,1,0,LOSS
68,3633817223W,52,46,101,245452,99259,150,59714,1,2,1,4,1,2,0,WIN
69,3633817223L,46,52,78,274730,100889,97,58621,0,1,1,3,1,1,0,LOSS
70,3633817223W,33,17,103,155364,52224,176,43134,0,1,2,2,1,1,2,WIN
71,3633817223L,17,34,46,121118,74805,97,36523,0,2,1,1,0,3,2,LOSS
72,3633817223W,66,53,154,338501,144204,207,69656,1,1,2,3,0,2,1,WIN
73,3633817223L,52,66,115,330097,153193,137,66501,0,3,3,1,1,1,1,LOSS
74,3633817223W,39,20,97,145204,69964,157,44756,1,3,2,2,1,1,1,WIN
75,3633817223L,20,39,56,159072,78535,195,39280,0,0,2,2,0,3,2,LOSS
76,3633817223W,47,46,129,310376,125295,170,63418,1,1,2,1,2,1,1,WIN
77,3633817223L,46,47,120,285134,124064,153,60439,0,0,1,1,2,1,3,LOSS
78,3633817223W,39,25,64,197334,86876,49,51055,1,3,2,1,0,0,2,WIN
79,3633817223L,25,39,71,184815,81416,140,45820,0,1,0,5,2,2,0,LOSS
80,3633817223W,40,49,105,386122,167737,202,73920,0,2,1,3,1,1,2,WIN
81,3633817223L,49,40,130,427593,129523,252,72709,1,0,2,4,2,1,1,LOSS
82,3633817223W,57,32,163,270225,98880,170,57967,1,1,0,2,3,2,1,WIN
83,3633817223L,32,57,55,224231,130562,122,50978,0,1,3,2,1,1,1,LOSS
84,3633817223W,64,42,143,332169,127614,160,64850,0,1,2,2,1,0,2,WIN
85,3633817223L,42,64,87,285909,145924,122,58395,1,1,2,0,3,0,1,LOSS
86,3633817223W,40,35,99,254594,112902,148,59301,0,0,2,2,1,1,3,WIN
87,3633817223L,35,40,87,279015,118046,109,54687,1,2,1,1,2,1,2,LOSS
88,3633817223W,13,13,31,72086,30795,42,27310,1,2,3,1,1,0,3,WIN
89,3633817223L,13,13,25,57604,23991,40,25009,0,3,3,2,0,1,1,LOSS
90,3633817223W,38,28,93,201595,92110,156,50839,1,0,2,1,2,1,2,WIN
91,3633817223L,28,38,59,183137,81901,174,45704,0,1,1,3,1,2,1,LOSS
92,3633817223W,42,32,87,215067,123094,100,56018,1,2,4,1,0,0,2,WIN
93,3633817223L,32,42,66,263798,88906,234,50338,0,1,1,2,2,1,0,LOSS
94,3633817223W,57,39,132,381072,133920,158,73533,1,1,1,3,1,2,1,WIN
95,3633817223L,39,57,81,438786,162957,206,69490,0,1,2,2,2,1,0,LOSS
96,3633817223W,38,33,109,287762,104652,175,59503,0,0,2,1,2,2,1,WIN
97,3633817223L,33,38,85,254106,115251,86,54814,1,2,3,2,1,0,1,LOSS
98,3633817223W,41,43,95,390897,158151,252,73531,0,1,2,2,1,0,3,WIN
99,3633817223L,43,41,106,410070,142362,218,70964,1,1,1,3,1,2,1,LOSS
100,3633817223W,43,22,113,199464,60930,125,48613,0,0,2,4,0,2,1,WIN
101,3633817223L,22,43,52,164363,93956,84,43834,0,1,1,3,1,1,2,LOSS
102,3633817223W,31,18,76,166856,49820,129,44305,1,0,2,2,1,1,2,WIN
103,3633817223L,18,31,48,125990,62194,59,37933,0,0,2,1,2,2,1,LOSS
104,3633817223W,47,28,105,288227,75494,106,58651,1,1,1,2,2,1,0,WIN
105,3633817223L,28,47,47,253706,93768,61,53659,0,2,2,2,2,0,0,LOSS
106,3633817223W,44,33,92,265889,116112,162,59650,0,2,3,2,0,1,2,WIN
107,3633817223L,33,44,82,277445,106931,126,58622,1,1,0,2,2,1,1,LOSS
108,3633817223W,48,37,124,249039,109665,167,56435,1,1,2,2,1,0,2,WIN
109,3633817223L,37,48,91,250916,116528,196,52090,0,2,3,1,1,2,0,LOSS
110,3633817223W,82,63,189,659572,225319,318,89668,1,1,2,3,0,2,2,WIN
111,3633817223L,63,82,134,507389,233231,319,82729,0,1,3,3,0,1,1,LOSS
112,3633817223W,67,58,169,616463,223946,239,87899,1,2,2,1,0,1,2,WIN
113,3633817223L,58,67,164,616070,233882,270,87189,0,1,3,2,0,2,1,LOSS
114,3633817223W,61,55,147,426585,139671,312,76207,1,1,0,3,1,3,0,WIN
115,3633817223L,55,61,111,455873,194024,167,74570,0,1,3,2,1,1,2,LOSS
116,3633817223W,45,34,101,267877,103889,111,59610,1,0,1,3,2,1,1,WIN
117,3633817223L,34,45,83,250436,102911,168,52885,0,1,2,3,1,2,1,LOSS
118,3633817223W,49,40,114,283227,104950,167,62117,1,1,1,3,1,1,1,WIN
119,3633817223L,40,49,86,250671,100334,138,57021,0,2,0,1,3,1,1,LOSS
120,3633817223W,39,33,101,213936,73284,84,49612,0,3,3,1,1,0,0,WIN
121,3633817223L,33,39,76,171264,99205,130,45166,1,2,2,0,2,2,2,LOSS
122,3633817223W,41,46,96,327452,124984,148,62753,0,1,3,1,2,0,2,WIN
123,3633817223L,46,41,86,283489,125096,63,61100,1,0,2,3,1,0,1,LOSS
124,3633817223W,56,60,144,692517,210136,176,92686,1,1,1,2,1,1,1,WIN
125,3633817223L,60,57,127,643456,214845,198,90103,0,1,2,2,0,1,2,LOSS
126,3633817223W,61,60,157,534509,221739,235,86322,0,0,2,1,1,1,4,WIN
127,3633817223L,60,61,176,522497,180441,227,84242,1,2,1,3,0,2,1,LOSS
128,3633817223W,44,47,110,336065,122303,114,65663,1,1,2,1,2,2,1,WIN
129,3633817223L,47,46,117,273901,99755,152,63688,0,3,1,2,1,1,0,LOSS
130,3633817223W,33,28,102,282089,72698,123,59652,1,1,1,1,3,1,1,WIN
131,3633817223L,28,33,62,281921,106393,96,56553,0,2,3,2,0,0,1,LOSS
132,3633817223W,47,29,118,246815,112402,135,53963,1,0,3,2,0,1,2,WIN
133,3633817223L,29,47,69,210609,108613,144,49004,0,2,1,3,0,1,1,LOSS
134,3633817223W,38,14,93,194156,64478,149,47889,1,0,1,3,2,1,2,WIN
135,3633817223L,14,38,30,163290,66293,108,41951,0,1,2,2,2,0,1,LOSS
136,3633817223W,34,36,79,298198,80344,104,60000,1,1,0,2,4,1,0,WIN
137,3633817223L,35,34,72,278642,121840,72,59466,0,2,1,1,2,1,2,LOSS
138,3633817223W,34,16,90,145759,50367,72,42934,1,1,2,3,2,0,1,WIN
139,3633817223L,16,34,29,128089,58481,42,36412,0,1,2,2,1,2,0,LOSS
140,3633817223W,49,50,83,307236,131378,118,63716,1,2,3,1,0,0,2,WIN
141,3633817223L,50,49,94,324060,134591,193,63940,0,2,3,1,1,1,2,LOSS
142,3633817223W,37,38,104,260717,118278,207,58515,0,1,2,3,0,1,1,WIN
143,3633817223L,38,37,109,274745,119507,65,55759,0,2,1,5,1,1,0,LOSS
144,3633817223W,38,35,107,236376,94270,128,54072,1,1,3,2,2,1,1,WIN
145,3633817223L,35,38,102,206971,106206,157,51704,0,0,0,4,0,3,1,LOSS
146,3633817223W,41,41,94,497328,156172,158,79181,0,1,1,3,0,2,1,WIN
147,3633817223L,41,41,103,442632,130212,166,81019,0,1,1,1,2,1,1,LOSS
148,3633817223W,62,55,141,700087,176522,157,92935,0,1,0,3,2,1,0,WIN
149,3633817223L,55,62,128,550622,198971,209,88151,1,1,2,2,2,2,1,LOSS
150,3633817223W,45,24,133,211539,78639,170,54897,1,1,1,1,2,3,2,WIN
151,3633817223L,24,45,57,197375,93321,158,47277,0,2,3,1,1,0,2,LOSS
152,3633817223W,50,52,90,441631,197893,156,78349,0,2,3,1,0,0,1,WIN
153,3633817223L,52,50,141,480020,150904,256,77012,1,2,0,1,3,2,0,LOSS
154,3633817223W,80,57,172,857920,228326,223,104002,0,0,1,3,2,1,0,WIN
155,3633817223L,57,80,119,842209,290009,336,96999,1,1,1,2,2,0,2,LOSS
156,3633817223W,63,33,169,291946,104946,155,65655,0,2,3,2,0,2,1,WIN
157,3633817223L,33,63,69,286692,142625,58,59874,1,3,2,1,2,0,0,LOSS
158,3633817223W,45,26,113,370876,124508,295,66569,0,0,0,4,1,1,2,WIN
159,3633817223L,26,45,58,338706,158489,219,62635,0,2,1,1,3,0,2,LOSS
160,3633817223W,43,26,135,293815,82304,107,59712,1,0,1,3,1,2,0,WIN
161,3633817223L,26,43,57,236745,107129,147,53820,0,0,3,3,0,2,0,LOSS
162,3633817223W,44,26,132,185339,81338,119,49670,1,2,2,1,1,1,2,WIN
163,3633817223L,26,44,58,141423,78692,88,40659,0,2,3,0,2,0,2,LOSS
164,3633817223W,22,14,51,100938,30221,78,31777,1,2,1,2,1,1,1,WIN
165,3633817223L,14,22,25,68206,36260,22,29354,0,2,2,2,2,0,0,LOSS
166,3633817223W,35,24,94,153277,51030,118,42119,1,0,0,2,3,1,1,WIN
167,3633817223L,24,35,55,119367,62749,95,36252,0,1,3,2,0,1,2,LOSS
168,3633817223W,38,43,95,253640,102125,169,58916,1,1,1,3,2,1,1,WIN
169,3633817223L,42,38,94,241389,98728,49,58406,0,3,1,3,1,1,0,LOSS
170,3633817223W,44,35,134,274337,135716,244,64937,1,1,1,2,1,2,2,WIN
171,3633817223L,35,45,76,314827,121364,148,55577,0,0,3,1,1,0,3,LOSS
172,3633817223W,62,53,161,510423,139306,272,78668,0,0,2,4,1,2,0,WIN
173,3633817223L,53,62,121,404269,206938,325,76631,1,1,2,3,0,0,2,LOSS
174,3633817223W,57,28,146,238120,89391,136,57785,1,1,0,4,3,2,0,WIN
175,3633817223L,28,57,68,224069,121466,111,49689,0,2,2,1,1,1,1,LOSS
176,3633817223W,57,54,165,459955,185680,321,76427,1,0,2,1,2,1,2,WIN
177,3633817223L,54,57,137,500799,182383,122,77108,0,1,3,2,1,1,1,LOSS
178,3633817223W,42,44,79,278024,138087,78,63413,1,2,3,1,1,1,1,WIN
179,3633817223L,44,42,98,316482,111167,185,62685,0,2,2,2,1,1,0,LOSS
180,3633817223W,37,27,103,230384,87505,84,54263,0,0,0,2,3,2,1,WIN
181,3633817223L,27,37,61,205918,84664,111,49356,0,2,2,2,1,0,1,LOSS
182,3633817223W,56,33,94,285452,85024,116,61626,0,2,1,4,1,0,1,WIN
183,3633817223L,33,56,64,241807,121706,199,55534,1,2,1,3,1,2,0,LOSS
184,3633817223W,46,55,109,392247,184677,183,72601,1,2,1,2,1,2,1,WIN
185,3633817223L,55,46,140,463448,138660,139,71890,0,1,1,2,2,2,0,LOSS
186,3633817223W,69,72,135,552494,171331,145,89368,0,1,0,2,4,1,0,WIN
187,3633817223L,72,69,138,566353,244314,156,90331,1,0,3,2,2,1,2,LOSS
188,3633817223W,63,62,139,482339,178200,150,79914,0,1,1,2,2,0,1,WIN
189,3633817223L,62,63,146,469383,195911,135,78632,0,0,2,1,2,2,1,LOSS
