NA1_4855098200
NA1_4818976320
NA1_4816440678
NA1_4816422271
NA1_4816402932
NA1_4814215514
NA1_4814191451
NA1_4813929989
NA1_4813902030
NA1_4813876223
NA1_4812180275
NA1_4810281359
NA1_4810246550
NA1_4810234793
NA1_4810208003
NA1_4810156938
NA1_4810122622
NA1_4810110426
NA1_4810089140
NA1_4809557050
NA1_4809528330
NA1_4809502994
NA1_4855386315
NA1_4855040330
NA1_4849217242
NA1_4848269492
NA1_4848266762
NA1_4841571621
NA1_4833354780
NA1_4832419679
NA1_4829861500
NA1_4828968941
NA1_4824127023
NA1_4824111409
NA1_4822253606
NA1_4822244980
NA1_4822228581
NA1_4821132403
NA1_4820090832
NA1_4820058649
NA1_4819215613
NA1_4818265374
NA1_4817328521
NA1_4817303656
NA1_4814517343
NA1_4812610020
NA1_4812593041
NA1_4810616562
NA1_4804714541
NA1_4803942857
NA1_4803928597
NA1_4802917150
NA1_4801611344
NA1_4795351560
NA1_4795337996
NA1_4790817912
NA1_4790810415
NA1_4785482406
NA1_4785435998
NA1_4864670746
NA1_4864640170
NA1_4864605710
NA1_4864573586
NA1_4864541923
NA1_4864495615
NA1_4864473406
NA1_4864441836
NA1_4863592009
NA1_4863559445
NA1_4863542071
NA1_4863505707
NA1_4862499371
NA1_4862480264
NA1_4862453797
NA1_4862414535
NA1_4858433172
NA1_4858397717
NA1_4858372697
NA1_4837034832
NA1_4836991503
NA1_4836959375
NA1_4819007971
NA1_4818981339
NA1_4818947691
NA1_4818921250
NA1_4818897166
NA1_4759056511
NA1_4759043137
NA1_4759016136
NA1_4758996936
NA1_4864560240
NA1_4864525994
NA1_4864487446
NA1_4850838141
NA1_4822853226
NA1_4813404694
NA1_4811380733
NA1_4811349662
NA1_4793271059
NA1_4790726863
NA1_4863482385
NA1_4863159855
NA1_4859286062
NA1_4859264929
NA1_4858040829
NA1_4857296855
NA1_4857157520
NA1_4857013751
NA1_4856152223
NA1_4856105828
NA1_4856068625
NA1_4855695048
NA1_4855680273
NA1_4854824625
NA1_4854086030
NA1_4854054492
NA1_4854044365
NA1_4854011349
NA1_4853980848
NA1_4853952215
NA1_4853922441
NA1_4853887646
NA1_4853744208
NA1_4851637923
NA1_4851621974
NA1_4850945674
NA1_4850926880
NA1_4850905317
NA1_4850031398
NA1_4850002167
NA1_4849966609
NA1_4849016692
NA1_4848995728
NA1_4845990672
NA1_4845961707
NA1_4845940045
NA1_4845923875
NA1_4845893308
NA1_4845254100
NA1_4845232317
NA1_4845207037
NA1_4845174479
NA1_4845146600
NA1_4845118320
NA1_4844883523
NA1_4844870305
NA1_4844835164
NA1_4836932426
NA1_4836908541
NA1_4836875717
NA1_4836844633
NA1_4644673866
NA1_4644571434
NA1_4643398857
NA1_4641302309
NA1_4641203030
NA1_4640005837
NA1_4623007441
NA1_4622428371
NA1_4622416058
NA1_4622411987
NA1_4620343925
NA1_4861715550
NA1_4860654966
NA1_4860637471
NA1_4860624342
NA1_4860597421
NA1_4860580263
NA1_4860560414
NA1_4841585067
NA1_4841569474
NA1_4841555402
NA1_4856225661
NA1_4856184887
NA1_4838254856
NA1_4838220488
NA1_4840828766
NA1_4779888031
NA1_4713185385
NA1_4693026364
NA1_4693014291
NA1_4692995392
NA1_4692981165
NA1_4692971046
NA1_4692948071
NA1_4856082354
NA1_4856053381
NA1_4856031826
NA1_4840387896
NA1_4844430094
NA1_4863065640
NA1_4862110090
NA1_4861370835
NA1_4860289140
NA1_4859906451
NA1_4859132649
NA1_4858551854
NA1_4858015346
NA1_4857918417
NA1_4857492454
NA1_4856818593
NA1_4854582830
NA1_4853727732
NA1_4853363899
NA1_4852961812
NA1_4852693212
NA1_4852464949
NA1_4851976792
NA1_4851873247
NA1_4849896726
NA1_4848729957
NA1_4848166923
NA1_4848131765
NA1_4847597466
NA1_4847536776
NA1_4846829489
NA1_4846741008
NA1_4846453152
NA1_4846156576
NA1_4845796891
NA1_4845191737
NA1_4844157127
NA1_4842319308
NA1_4841126811
NA1_4864869550
NA1_4864856137
NA1_4864835501
NA1_4864821597
NA1_4864648073
NA1_4864622736
NA1_4864589938
NA1_4864553070
NA1_4864367026
NA1_4864336165
NA1_4864313336
NA1_4864292542
NA1_4864277136
NA1_4863860892
NA1_4863839695
NA1_4863836807
NA1_4863821884
NA1_4863802913
NA1_4863512384
NA1_4863483154
NA1_4863456783
NA1_4863405414
NA1_4863384625
NA1_4863367821
NA1_4863324212
NA1_4863293348
NA1_4863006415
NA1_4862999921
NA1_4862980224
NA1_4862778215
NA1_4862767838
NA1_4862749801
NA1_4862734791
NA1_4862716892
NA1_4862694291
NA1_4862674472
NA1_4862648882
NA1_4861934309
NA1_4861918605
NA1_4861717203
NA1_4861701138
NA1_4861672631
NA1_4861653871
NA1_4861623670
NA1_4861607496
NA1_4861550449
NA1_4861506579
NA1_4861480844
NA1_4861399741
NA1_4861188638
NA1_4861170952
NA1_4861147213
NA1_4861129310
NA1_4860477539
NA1_4860371799
NA1_4860350993
NA1_4860308041
NA1_4860299058
NA1_4860262714
NA1_4860239194
NA1_4860201036
NA1_4860002909
NA1_4859989009
NA1_4859971313
NA1_4859957768
NA1_4859942964
NA1_4859932114
NA1_4859922134
NA1_4859524262
NA1_4859487712
NA1_4859470980
NA1_4859449946
NA1_4859405608
NA1_4859385319
NA1_4859254183
NA1_4859209161
NA1_4859179451
NA1_4859134602
NA1_4859116267
NA1_4811548853
NA1_4811534143
NA1_4811501663
NA1_4811476538
NA1_4811457224
NA1_4806445358
NA1_4799418389
NA1_4798841056
NA1_4798818374
NA1_4796687154
NA1_4796676933
NA1_4796194391
NA1_4795727479
NA1_4795100896
NA1_4795038845
NA1_4795006461
NA1_4794248760
NA1_4794035433
NA1_4794014182
NA1_4793775975
NA1_4793253112
NA1_4793224288
NA1_4793201812
NA1_4793173247
NA1_4793148698
NA1_4792192511
NA1_4786674373
NA1_4786661520
NA1_4844085481
NA1_4844063145
NA1_4838293555
NA1_4838243796
NA1_4754531492
NA1_4862673934
NA1_4862651125
NA1_4862633221
NA1_4862609421
NA1_4814535891
NA1_4799896763
NA1_4799861957
NA1_4793203021
NA1_4793177510
NA1_4787091487
NA1_4787065341
NA1_4787034074
NA1_4787004606
NA1_4786983655
NA1_4786959258
NA1_4786218576
NA1_4786199468
NA1_4786183232
NA1_4786159311
NA1_4786135808
NA1_4780858758
NA1_4780840130
NA1_4780826799
NA1_4780700309
NA1_4774409970
NA1_4769074525
NA1_4863738519
NA1_4863712322
NA1_4863694400
NA1_4860379759
NA1_4859924456
NA1_4859915269
NA1_4859893386
NA1_4858861793
NA1_4858848723
NA1_4858844024
NA1_4858828653
NA1_4857406904
NA1_4857273767
NA1_4856960396
NA1_4855693581
NA1_4855683347
NA1_4855675009
NA1_4855242658
NA1_4855216873
NA1_4855187100
NA1_4855146517
NA1_4854699880
NA1_4854674463
NA1_4854544556
NA1_4854522350
NA1_4853454781
NA1_4851430322
NA1_4851423019
NA1_4851399381
NA1_4850608984
NA1_4849851235
NA1_4849828138
NA1_4849808773
NA1_4849773639
NA1_4849752618
NA1_4849730164
NA1_4843954417
NA1_4843950131
NA1_4843933909
NA1_4843920171
NA1_4843907943
NA1_4843510135
NA1_4749878442
NA1_4749862271
NA1_4749849735
NA1_4749828706
NA1_4749824074
NA1_4744723185
NA1_4744693900
NA1_4744659468
NA1_4744633868
NA1_4744608357
NA1_4744579112
NA1_4744399557
NA1_4744386026
NA1_4740881972
NA1_4740853168
NA1_4863453835
NA1_4862214328
NA1_4861338213
NA1_4861308078
NA1_4861285830
NA1_4860525114
NA1_4860020251
NA1_4859518054
NA1_4859494277
NA1_4858505820
NA1_4858475730
NA1_4858101087
NA1_4852455435
NA1_4852445906
NA1_4851943642
NA1_4851926046
NA1_4851350114
NA1_4851340918
NA1_4850999058
NA1_4849684408
NA1_4849671673
NA1_4849660999
NA1_4849174178
NA1_4849148399
NA1_4849132301
NA1_4848693679
NA1_4848678874
NA1_4848654654
NA1_4847697659
NA1_4847681840
NA1_4847651670
NA1_4847614799
NA1_4847570872
NA1_4847550969
NA1_4847546124
NA1_4847537757
NA1_4847020372
NA1_4846971730
NA1_4846935677
NA1_4846903617
NA1_4846879668
NA1_4846082134
NA1_4846053267
NA1_4845736410
NA1_4845723897
NA1_4845704529
NA1_4845581852
NA1_4845572848
NA1_4845150644
NA1_4845130849
NA1_4845092062
NA1_4843787410
NA1_4843786959
NA1_4843778069
NA1_4843767846
NA1_4843757462
NA1_4843748708
NA1_4842423040
NA1_4842389246
NA1_4842362563
NA1_4841840035
NA1_4841823510
NA1_4840995076
NA1_4840966506
NA1_4840952477
NA1_4840938969
NA1_4840921362
NA1_4840916780
NA1_4840894120
NA1_4864530395
NA1_4864499141
NA1_4864094855
NA1_4864077232
NA1_4864059714
NA1_4864060348
NA1_4863440103
NA1_4859831717
NA1_4859314737
NA1_4859254560
NA1_4859224373
NA1_4859206785
NA1_4856118702
NA1_4856092638
NA1_4856066326
NA1_4856026019
NA1_4851455680
NA1_4848818064
NA1_4835707153
NA1_4835694236
NA1_4835675533
NA1_4799178434
NA1_4799170580
NA1_4798490411
NA1_4798471301
NA1_4795535246
NA1_4795520508
NA1_4793528907
NA1_4793518250
NA1_4793505272
NA1_4793500006
NA1_4792877535
NA1_4792867144
NA1_4792074068
NA1_4792059379
NA1_4791135448
NA1_4791127043
NA1_4790342538
NA1_4790337847
NA1_4790112057
NA1_4788537552
NA1_4786456900
NA1_4786428116
NA1_4786422169
NA1_4786415728
NA1_4782129217
NA1_4856184013
NA1_4856146500
NA1_4855165701
NA1_4855122349
NA1_4855091671
NA1_4852971891
NA1_4852856403
NA1_4808042908
NA1_4808027449
NA1_4805445448
NA1_4805414933
NA1_4805394244
NA1_4803655885
NA1_4803634919
NA1_4803606651
NA1_4803586771
NA1_4802758584
NA1_4802737740
NA1_4802677402
NA1_4802662122
NA1_4802650844
NA1_4801891889
NA1_4801868858
NA1_4801832080
NA1_4801809656
NA1_4801744462
NA1_4801337311
NA1_4801317721
NA1_4801309114
NA1_4801282352
NA1_4801110717
NA1_4801105543
NA1_4801106901
NA1_4801097919
NA1_4801086756
NA1_4801069436
NA1_4801043289
NA1_4801030578
NA1_4801020803
NA1_4801004905
NA1_4800969948
NA1_4800917777
NA1_4800890014
NA1_4800853552
NA1_4800824576
NA1_4800789207
NA1_4800770889
NA1_4800649309
NA1_4800620426
NA1_4799819609
NA1_4799795706
NA1_4799760540
NA1_4799746915
NA1_4799717455
NA1_4799697151
NA1_4799667522
NA1_4799641877
NA1_4798763950
NA1_4798687908
NA1_4797909236
NA1_4797873715
NA1_4797843542
NA1_4797807751
NA1_4794185850
NA1_4794119482
NA1_4794100750
NA1_4794056475
NA1_4788037228
NA1_4788003895
NA1_4787979001
NA1_4786365796
NA1_4786358778
NA1_4786348988
NA1_4786339146
NA1_4786201691
NA1_4785380180
NA1_4854991691
NA1_4847225186
NA1_4847197547
NA1_4847184989
NA1_4847163431
NA1_4831632366
NA1_4827276980
NA1_4808550082
NA1_4808528170
NA1_4808505131
NA1_4808486051
NA1_4808467880
NA1_4808017047
NA1_4807545877
NA1_4807512349
NA1_4807389956
NA1_4807358038
NA1_4807325336
NA1_4805671822
NA1_4794012258
NA1_4793314902
NA1_4793282636
NA1_4793253436
NA1_4790688390
NA1_4789872092
NA1_4786988469
NA1_4786968640
NA1_4786950940
NA1_4861720118
NA1_4859656224
NA1_4859637643
NA1_4859621179
NA1_4859593975
NA1_4859569656
NA1_4858676922
NA1_4858665094
NA1_4858655859
NA1_4858636540
NA1_4858624305
NA1_4858614953
NA1_4858589788
NA1_4857942778
NA1_4857355764
NA1_4857319638
NA1_4857290489
NA1_4856372169
NA1_4856328350
NA1_4856298388
NA1_4856255222
NA1_4855308626
NA1_4855276344
NA1_4855247477
NA1_4855164193
NA1_4853756247
NA1_4853242502
NA1_4853230711
NA1_4853223278
NA1_4853210401
NA1_4827597559
NA1_4754828857
NA1_4754814473
NA1_4754808895
NA1_4754797517
NA1_4752010813
NA1_4751974371
NA1_4751940242
NA1_4864525442
NA1_4864504096
NA1_4863873437
NA1_4863857483
NA1_4863836712
NA1_4862611293
NA1_4862577145
NA1_4862074893
NA1_4860938830
NA1_4855341127
NA1_4855066828
NA1_4855034886
NA1_4854999484
NA1_4852428875
NA1_4850909647
NA1_4850887694
NA1_4850241478
NA1_4850135420
NA1_4848225006
NA1_4848196311
NA1_4848177349
NA1_4848164903
NA1_4848138143
NA1_4848114518
NA1_4848093521
NA1_4848078770
NA1_4847789663
NA1_4846114716
NA1_4846105133
NA1_4845145037
NA1_4845121378
NA1_4843603674
NA1_4843598890
NA1_4843068535
NA1_4833733819
NA1_4833716943
NA1_4833329086
NA1_4833304535
NA1_4860525956
NA1_4860496286
NA1_4751908965
NA1_4704175215
NA1_4704159217
NA1_4704155299
NA1_4686703626
NA1_4624747119
NA1_4864868888
NA1_4864843326
NA1_4864821487
NA1_4863904020
NA1_4863892498
NA1_4863884386
NA1_4863798739
NA1_4863781831
NA1_4862780763
NA1_4862745364
NA1_4860568896
NA1_4860472379
NA1_4858561926
NA1_4858535275
NA1_4858518372
NA1_4858491175
NA1_4858465263
NA1_4856636542
NA1_4856626381
NA1_4856611265
NA1_4855490735
NA1_4855467045
NA1_4855445704
NA1_4853131013
NA1_4852999004
NA1_4849831723
NA1_4849824222
NA1_4848256783
NA1_4846282039
NA1_4846270097
NA1_4846252745
NA1_4846233984
NA1_4859979987
NA1_4856825392
NA1_4855028875
NA1_4854994251
NA1_4854952444
NA1_4854935861
NA1_4854840191
NA1_4853674420
NA1_4853647471
NA1_4850761718
NA1_4850614512
NA1_4850597551
NA1_4850575443
NA1_4850561406
NA1_4849886150
NA1_4848793827
NA1_4848764428
NA1_4842990068
NA1_4838049122
NA1_4834707431
NA1_4834690648
NA1_4833793524
NA1_4830325046
NA1_4830305074
NA1_4830286858
NA1_4823602931
NA1_4821781961
NA1_4821754678
NA1_4821742404
NA1_4820528269
NA1_4820510466
NA1_4820497302
NA1_4820490810
NA1_4819661467
NA1_4819651886
NA1_4816845226
NA1_4816829237
NA1_4816822765
NA1_4816806054
NA1_4815736598
NA1_4815343173
NA1_4815055141
NA1_4815028242
NA1_4812104067
NA1_4811029514
NA1_4810134710
NA1_4808031666
NA1_4807047164
NA1_4806906533
NA1_4805117032
NA1_4805106614
NA1_4802817961
NA1_4802797964
NA1_4802762536
NA1_4802736367
NA1_4802301982
NA1_4796673684
NA1_4796661630
NA1_4796652142
NA1_4796642882
NA1_4795728267
NA1_4794868624
NA1_4793088413
NA1_4793064057
NA1_4793049907
NA1_4792067483
NA1_4792044698
NA1_4791379629
NA1_4848026848
NA1_4825461868
NA1_4823618368
NA1_4808479774
NA1_4808449191
NA1_4808416395
NA1_4786905470
NA1_4786885909
NA1_4777912999
NA1_4777105489
NA1_4777081817
NA1_4777044445
NA1_4776874260
NA1_4776852562
NA1_4775034334
NA1_4775017928
NA1_4774718023
NA1_4774704898
NA1_4771076402
NA1_4771066416
NA1_4768820832
NA1_4768797139
NA1_4763757097
NA1_4754307506
NA1_4751939234
NA1_4751909903
NA1_4750621913
NA1_4750597574
NA1_4750589739
NA1_4749221677
NA1_4749193805
NA1_4748218184
NA1_4748191563
NA1_4645780344
NA1_4635308497
NA1_4635285228
NA1_4541434053
NA1_4499938777
NA1_4499913086
NA1_4838240178
NA1_4781537849
NA1_4779826877
NA1_4773407204
NA1_4772904310
NA1_4772890913
NA1_4772879026
NA1_4761002917
NA1_4847813407
NA1_4778123923
NA1_4778108005
NA1_4778080626
NA1_4777550759
NA1_4770288378
NA1_4770280190
NA1_4761857265
NA1_4864701760
NA1_4864655127
NA1_4864635748
NA1_4864597089
NA1_4864560215
NA1_4864536112
NA1_4859481712
NA1_4859448568
NA1_4859411629
NA1_4859389774
NA1_4859368823
NA1_4859340644
NA1_4859313478
NA1_4859288466
NA1_4855934562
NA1_4855915492
NA1_4855850464
NA1_4855826302
NA1_4855803170
NA1_4855784065
NA1_4855259880
NA1_4855234660
NA1_4852809131
NA1_4852775641
NA1_4852744208
NA1_4852724053
NA1_4850994839
NA1_4850966821
NA1_4850932163
NA1_4848096933
NA1_4848075531
NA1_4848057765
NA1_4848030980
NA1_4847997683
NA1_4846174570
NA1_4846147572
NA1_4845330861
NA1_4845310339
NA1_4845278370
NA1_4845256308
NA1_4845225664
NA1_4843516062
NA1_4843498870
NA1_4843390877
NA1_4843356189
NA1_4843324228
NA1_4843304926
NA1_4843283830
NA1_4842124367
NA1_4842109326
NA1_4842085346
NA1_4842068787
NA1_4842038821
NA1_4842015234
NA1_4842002879
NA1_4841957857
NA1_4841938814
NA1_4841918091
NA1_4841894133
NA1_4841088191
NA1_4838141542
NA1_4838112273
NA1_4835928413
NA1_4835908359
NA1_4835886183
NA1_4835870806
NA1_4834748695
NA1_4834739286
NA1_4834715302
NA1_4834072998
NA1_4834048936
NA1_4832072370
NA1_4832048652
NA1_4830523138
NA1_4830494328
NA1_4830475740
NA1_4820032687
NA1_4820004482
NA1_4819964880
NA1_4819933293
NA1_4819895900
NA1_4819881145
NA1_4819812745
NA1_4819791630
NA1_4819781342
NA1_4819760854
NA1_4819735892
NA1_4819120849
NA1_4819098818
NA1_4819072349
NA1_4819043501
NA1_4819018290
NA1_4815485604
NA1_4815443603
NA1_4815423265
NA1_4815400803
NA1_4815371303
NA1_4815348947
NA1_4863215960
NA1_4862346160
NA1_4862316615
NA1_4862302936
NA1_4862276236
NA1_4862256963
NA1_4862091847
NA1_4862065557
NA1_4862048646
NA1_4855904180
NA1_4855882417
NA1_4849142506
NA1_4848128010
NA1_4843470117
NA1_4843444937
NA1_4843414668
NA1_4841198259
NA1_4841172135
NA1_4841137703
NA1_4837068573
NA1_4864492125
NA1_4864455704
NA1_4863686172
NA1_4863662708
NA1_4863635260
NA1_4863604482
NA1_4863587799
NA1_4863556116
NA1_4863528085
NA1_4863495694
NA1_4863483184
NA1_4862522296
NA1_4862497716
NA1_4862483823
NA1_4862459049
NA1_4862435981
NA1_4862407866
NA1_4862161730
NA1_4862140692
NA1_4862097583
NA1_4861452237
NA1_4861420471
NA1_4861391750
NA1_4861357433
NA1_4861333288
NA1_4861300466
NA1_4861286763
NA1_4861239596
NA1_4861214854
NA1_4860431303
NA1_4860410963
NA1_4860389964
NA1_4860364008
NA1_4860339908
NA1_4860299415
NA1_4860273005
NA1_4860238060
NA1_4860207599
NA1_4860182633
NA1_4859446084
NA1_4859414120
NA1_4859373560
NA1_4859347195
NA1_4859327189
NA1_4859292004
NA1_4859262754
NA1_4859225735
NA1_4859183156
NA1_4859151479
NA1_4859131419
NA1_4858390562
NA1_4858366551
NA1_4858320624
NA1_4858299471
NA1_4858264632
NA1_4858244970
NA1_4858217147
NA1_4857493104
NA1_4857458561
NA1_4857428075
NA1_4857404957
NA1_4857369538
NA1_4857347393
NA1_4857320055
NA1_4857280452
NA1_4857255681
NA1_4857228555
NA1_4857210801
NA1_4857184151
NA1_4855992525
NA1_4855980138
NA1_4855955567
NA1_4855938948
NA1_4855331857
NA1_4855304561
NA1_4855283176
NA1_4855256225
NA1_4855214136
NA1_4855189073
NA1_4855151450
NA1_4855136835
NA1_4855110905
NA1_4855075231
NA1_4855028219
NA1_4855006117
NA1_4854983219
NA1_4854954327
NA1_4854825178
NA1_4853908041
NA1_4853873535
NA1_4853823715
NA1_4853801678
NA1_4853766900
NA1_4853742229
NA1_4853722210
NA1_4852813069
NA1_4852782993
NA1_4852755502
NA1_4852721654
NA1_4852696805
NA1_4847547232
NA1_4847527547
NA1_4864693880
NA1_4864653651
NA1_4864626126
NA1_4864600091
NA1_4863573286
NA1_4863547437
NA1_4863506235
NA1_4863484111
NA1_4863436825
NA1_4863410702
NA1_4863396054
NA1_4862189392
NA1_4862151738
NA1_4862136943
NA1_4862067774
NA1_4861580889
NA1_4861542560
NA1_4861523987
NA1_4861494880
NA1_4861471162
NA1_4861443000
NA1_4861405178
NA1_4861365059
NA1_4860473850
NA1_4860446930
NA1_4860421534
NA1_4859358896
NA1_4858373104
NA1_4858347547
NA1_4858326830
NA1_4858281626
NA1_4858258676
NA1_4858230055
NA1_4858225203
NA1_4858192560
NA1_4857289429
NA1_4857215547
NA1_4857188214
NA1_4857163433
NA1_4857131668
NA1_4855789706
NA1_4855783758
NA1_4855450055
NA1_4855436768
NA1_4855414863
NA1_4855390126
NA1_4855369829
NA1_4855343087
NA1_4854831903
NA1_4854803434
NA1_4854795674
NA1_4854778649
NA1_4854759431
NA1_4854740187
NA1_4854724504
NA1_4854712881
NA1_4854206080
NA1_4854180905
NA1_4854145804
NA1_4854100315
NA1_4854077999
NA1_4854045197
NA1_4854015937
NA1_4853980128
NA1_4853956454
NA1_4853863554
NA1_4853840287
NA1_4853809897
NA1_4852980210
NA1_4852937714
NA1_4852877843
NA1_4852796792
NA1_4852726251
NA1_4851911392
NA1_4851886229
NA1_4851854544
NA1_4851826597
NA1_4851792099
NA1_4851767219
NA1_4851736153
NA1_4851705172
NA1_4851683490
NA1_4851652366
NA1_4864740302
NA1_4864487948
NA1_4864456624
NA1_4864419681
NA1_4862761671
NA1_4862750296
NA1_4862734192
NA1_4862702147
NA1_4862677798
NA1_4862658935
NA1_4862619403
NA1_4862594230
NA1_4862475939
NA1_4862452353
NA1_4862427898
NA1_4862380263
NA1_4862348689
NA1_4861370932
NA1_4861340441
NA1_4860226311
NA1_4860207153
NA1_4860181046
NA1_4857267214
NA1_4857226730
NA1_4857207269
NA1_4856248723
NA1_4856214629
NA1_4855476196
NA1_4855466024
NA1_4855156251
NA1_4855127887
NA1_4853806681
NA1_4852695395
NA1_4852678949
NA1_4852651062
NA1_4851655371
NA1_4850755348
NA1_4850739401
NA1_4850704322
NA1_4849803453
NA1_4849780386
NA1_4848841590
NA1_4845910116
NA1_4845011358
NA1_4844989246
NA1_4841216115
NA1_4841187948
NA1_4840115868
NA1_4839065126
NA1_4839039537
NA1_4837971291
NA1_4837957739
NA1_4836954543
NA1_4835881037
NA1_4833869411
NA1_4833035247
NA1_4832999194
NA1_4832173209
NA1_4832144287
NA1_4832122177
NA1_4832100491
NA1_4832083643
NA1_4832056683
NA1_4831187780
NA1_4830372770
NA1_4829686200
NA1_4829661213
NA1_4829641420
NA1_4829622193
NA1_4829435589
NA1_4828688195
NA1_4828611869
NA1_4861665326
NA1_4861646470
NA1_4861625982
NA1_4860379551
NA1_4860357920
NA1_4860325249
NA1_4848139105
NA1_4848110233
NA1_4848092283
NA1_4848077832
NA1_4848041638
NA1_4847160166
NA1_4847139595
NA1_4847123151
NA1_4847101284
NA1_4847078264
NA1_4847053721
NA1_4847035495
NA1_4847015912
NA1_4846999756
NA1_4846975298
NA1_4846951352
NA1_4841424264
NA1_4841397980
NA1_4841370257
NA1_4841335021
NA1_4841311272
NA1_4837075184
NA1_4836232039
NA1_4836210572
NA1_4836142091
NA1_4836124041
NA1_4836100988
NA1_4836079920
NA1_4836047594
NA1_4836029637
NA1_4835128790
NA1_4835102268
NA1_4835078379
NA1_4835052578
NA1_4835037794
NA1_4835001173
NA1_4834975173
NA1_4834851617
NA1_4834599927
NA1_4834585284
NA1_4834572290
NA1_4834561603
NA1_4834557768
NA1_4834540550
NA1_4833373759
NA1_4833269555
NA1_4833250644
NA1_4864411933
NA1_4864392776
NA1_4864368030
NA1_4864334972
NA1_4864303661
NA1_4864294009
NA1_4864264629
NA1_4862654418
NA1_4862620216
NA1_4861398593
NA1_4860226479
NA1_4860200276
NA1_4860186770
NA1_4855155541
NA1_4850108761
NA1_4849939699
NA1_4849909407
NA1_4849858729
NA1_4849830107
NA1_4849792673
NA1_4831481687
NA1_4831460543
NA1_4831450825
NA1_4831423652
