,matchID,total kills,total deaths,total assists,Damage Dealt,Damage Taken,Summoner Avg Level,Total Gold Earned,#Assassins,#Fighters,#Mages,#Marksman,#Supports,#Tanks,WIN/LOSS?
133,NA1_4152686805,46,58,87,134086,135113,969,70342,1,1,2,1,1,1,0
134,NA1_4152659425,57,68,134,182209,194378,1138,93069,0,3,2,3,0,1,1
135,NA1_4152659425,68,58,130,186945,199653,944,91056,2,1,1,1,1,1,0
136,NA1_4152617950,37,47,96,55726,94342,1089,51227,1,3,1,1,1,2,1
137,NA1_4152617950,47,37,123,82793,63371,944,50241,1,1,3,1,2,0,0
138,NA1_4152642673,34,30,70,77791,88573,964,59202,2,1,3,0,1,2,1
139,NA1_4152642673,28,34,59,77343,82735,944,55413,1,1,2,2,1,1,0
140,NA1_4152606655,51,58,127,177168,134143,944,81455,1,0,2,2,3,0,1
141,NA1_4152606655,58,51,157,125488,184560,816,79917,1,1,4,1,2,1,0
142,NA1_4152564914,77,65,150,162718,181767,964,86208,2,3,1,2,0,1,1
143,NA1_4152564914,64,77,137,170079,169607,1213,80295,0,0,2,4,1,0,0
144,NA1_4152413349,77,73,136,223066,198948,988,89406,2,2,2,1,1,1,1
145,NA1_4152413349,73,77,132,183600,234932,1033,84947,1,3,1,1,0,2,0
146,NA1_4152368712,67,61,163,202647,215837,1102,86883,2,3,2,0,2,1,1
147,NA1_4152368712,61,68,156,195988,212923,1415,82720,1,2,2,2,1,1,0
148,NA1_4152347628,58,47,114,95986,94550,1102,60178,1,4,3,0,0,1,1
149,NA1_4152347628,47,58,90,81100,102435,718,54898,3,1,1,2,1,0,0
150,NA1_4152364117,44,34,102,81555,78610,1225,57449,1,0,2,3,2,0,1
151,NA1_4152364117,31,44,48,62755,84164,966,49939,1,1,3,2,0,1,0
152,NA1_4152313886,62,48,139,159593,170012,1309,81344,1,2,2,2,1,1,1
153,NA1_4152313886,48,63,115,158484,174475,1101,78673,1,0,2,1,1,2,0
154,NA1_4152289518,58,41,140,117635,124470,957,66374,2,2,2,2,1,0,1
155,NA1_4152289518,40,59,70,115479,134313,1135,59975,3,4,1,0,0,1,0
156,NA1_4149406837,61,69,142,193223,261654,1012,88495,2,3,1,0,0,3,1
157,NA1_4149406837,69,61,149,232392,209790,876,88343,2,2,2,1,1,1,0
158,NA1_4149410922,70,70,148,206992,178170,1414,83987,2,2,1,3,1,1,1
159,NA1_4149410922,70,70,148,165798,221154,1012,81160,0,0,4,2,2,1,0
160,NA1_4149370805,53,43,112,125530,117176,943,72167,1,1,2,1,0,2,1
161,NA1_4149370805,43,53,91,99616,130762,1642,67847,1,2,3,2,1,0,0
162,NA1_4149295357,67,70,127,197208,212940,1272,104783,1,2,2,1,2,0,1
163,NA1_4149295357,70,67,129,204404,208034,1030,100672,0,1,3,3,1,0,0
164,NA1_4149300893,36,30,84,93499,92048,884,58954,1,4,1,0,2,1,1
165,NA1_4149300893,30,36,68,80360,96766,921,53339,1,2,3,0,1,2,0
166,NA1_4149256085,41,26,93,73425,56123,1012,49924,1,2,2,1,0,2,1
167,NA1_4149256085,26,41,69,50263,77758,1117,44231,2,3,1,1,2,1,0
168,NA1_4149223220,57,54,126,150695,158296,1465,80706,1,3,1,1,0,3,1
169,NA1_4149223220,54,57,89,150036,163494,1039,77308,1,2,3,1,0,1,0
170,NA1_4149240073,32,19,74,54600,49887,1095,44630,2,1,3,1,1,1,1
171,NA1_4149240073,18,32,42,42866,56947,628,37302,1,0,2,2,3,1,0
172,NA1_4149195162,70,62,154,171720,200986,1095,90903,1,1,3,1,2,0,1
173,NA1_4149195162,62,70,110,185976,178751,1333,85258,2,2,3,0,2,0,0
174,NA1_4149095203,65,50,143,139906,144189,1035,74985,1,0,3,1,4,1,1
175,NA1_4149095203,50,65,116,135036,147236,1190,67313,0,2,2,2,1,2,0
176,NA1_4149064199,39,32,92,78670,67574,1072,55259,1,1,3,0,3,1,1
177,NA1_4149064199,32,40,81,60900,87269,1035,49329,2,2,3,1,2,0,0
178,NA1_4149060666,42,18,92,84910,77258,690,57546,1,3,0,2,0,2,1
179,NA1_4149060666,18,42,32,63906,89676,674,49699,2,1,1,3,1,1,0
180,NA1_4148908761,49,36,117,97828,95738,690,58321,1,3,1,2,1,1,1
181,NA1_4148908761,36,49,80,83955,105953,765,54820,2,2,2,0,2,1,0
182,NA1_4148964921,39,26,111,76557,60618,436,49122,0,3,1,2,0,1,1
183,NA1_4148964921,26,39,58,48201,81303,689,42430,1,3,1,1,1,2,0
0,NA1_4171406402,41,28,82,89078,65302,803,54254,2,1,4,1,1,0,1
1,NA1_4171406402,27,41,41,53046,91877,1479,47581,0,0,3,2,2,0,0
2,NA1_4171412522,36,21,100,88603,56456,1004,50896,1,2,3,1,2,0,1
3,NA1_4171412522,21,37,57,47822,94956,1154,44368,2,2,3,0,2,1,0
4,NA1_4171345359,54,62,117,149302,199136,1371,80594,1,3,2,0,1,1,1
5,NA1_4171345359,62,54,144,176973,157393,588,78231,0,2,2,1,2,1,0
6,NA1_4171302664,41,23,76,97172,70975,1314,52460,3,2,2,1,0,1,1
7,NA1_4171302664,23,41,66,58401,102210,672,45378,1,1,3,0,2,1,0
8,NA1_4171254865,40,40,89,117570,123340,957,66114,1,2,2,1,2,2,1
9,NA1_4171254865,40,40,88,113744,120951,552,63078,2,2,2,1,1,0,0
10,NA1_4170985770,36,35,73,96309,79810,1134,61128,2,2,2,2,1,0,1
11,NA1_4170985770,35,36,91,73642,100976,804,58811,2,1,2,2,2,1,0
12,NA1_4170619707,50,48,109,112770,123591,727,71262,3,1,2,1,2,0,1
13,NA1_4170619707,48,51,109,116574,118143,840,67854,1,2,2,2,2,0,0
14,NA1_4170608017,33,26,82,71946,59381,1334,53980,1,1,3,2,0,1,1
15,NA1_4170608017,25,33,48,52494,74585,959,48456,2,3,3,0,1,1,0
16,NA1_4170606392,53,52,154,131581,154537,563,71439,1,1,2,2,1,2,1
17,NA1_4170606392,52,53,116,137449,140902,1001,67687,2,2,2,1,3,0,0
18,NA1_4170320724,56,42,154,134023,115426,719,66260,1,3,1,1,1,2,1
19,NA1_4170320724,42,56,101,110101,148809,1146,60007,3,4,1,0,1,1,0
20,NA1_4169527562,36,31,109,82093,71116,1443,50587,0,2,2,1,3,1,1
21,NA1_4169527562,31,36,66,67319,95506,1009,46992,2,3,1,1,1,1,0
22,NA1_4169533517,49,38,130,104911,100597,1126,60429,1,2,2,0,2,1,1
23,NA1_4169533517,37,49,81,89067,113446,724,57329,2,2,2,1,3,0,0
24,NA1_4168977461,52,33,145,85231,73369,1386,50716,1,1,1,2,0,3,1
25,NA1_4168977461,32,52,80,59661,90992,673,43316,1,1,1,2,1,3,0
26,NA1_4168191128,46,31,97,78847,55225,1136,57064,2,0,1,3,2,0,1
27,NA1_4168191128,31,46,69,49734,83613,1209,47064,2,2,1,2,1,1,0
28,NA1_4168001649,59,62,109,143622,183520,882,77601,0,1,3,2,1,2,1
29,NA1_4168001649,62,59,117,169873,149047,1377,74613,1,0,4,1,1,1,0
30,NA1_4167868452,61,44,149,118716,129841,515,74160,1,1,3,2,0,1,1
31,NA1_4167868452,44,61,82,120286,131639,1243,67648,4,2,1,2,1,0,0
32,NA1_4167894132,28,29,71,74139,59791,881,48720,2,3,1,1,1,0,1
33,NA1_4167894132,29,28,52,54914,84559,1066,44205,1,3,3,0,0,3,0
34,NA1_4167891772,61,40,119,106220,93616,1140,59782,1,0,3,2,1,0,1
35,NA1_4167891772,39,61,70,80302,108317,1345,52226,0,1,3,0,3,2,0
36,NA1_4167668381,39,41,83,105355,100566,1255,64227,2,1,1,1,1,1,1
37,NA1_4167668381,41,39,89,92738,113936,1104,62453,1,4,2,0,0,2,0
38,NA1_4167494714,50,44,110,115122,112938,823,66934,1,2,1,2,1,2,1
39,NA1_4167494714,44,50,83,102797,121508,955,64423,1,1,1,2,1,2,0
40,NA1_4166105157,52,41,140,135978,109855,715,65598,1,1,3,1,1,1,1
41,NA1_4166105157,41,52,98,95556,145434,765,55487,1,2,1,1,2,2,0
42,NA1_4164127107,43,35,89,93339,107769,1140,58484,1,3,2,0,1,2,1
43,NA1_4164127107,34,43,67,79192,100386,1257,53049,1,0,3,2,2,0,0
44,NA1_4164134927,48,38,117,83317,98667,537,62584,2,0,2,2,2,0,1
45,NA1_4164134927,38,48,88,92551,92549,819,56370,2,4,1,1,0,2,0
46,NA1_4163169587,55,51,123,111078,130379,976,69391,1,3,2,1,2,0,1
47,NA1_4163169587,51,55,101,117965,118884,1282,65366,4,1,2,1,0,0,0
48,NA1_4163166054,52,33,136,108904,95233,778,68198,1,0,3,2,2,1,1
49,NA1_4163166054,33,52,63,85652,116270,805,61799,1,1,4,2,1,0,0
50,NA1_4162106489,55,38,135,155957,156159,1116,89815,1,1,1,3,0,1,1
51,NA1_4162106489,36,55,89,143148,165470,1265,83732,2,0,2,2,1,1,0
52,NA1_4162068691,62,55,154,163618,151744,1677,80108,1,1,4,1,2,0,1
53,NA1_4162068691,55,63,128,141785,179581,1116,78961,1,2,2,1,1,2,0
54,NA1_4161100466,54,36,130,112193,108625,1080,68387,1,0,3,2,1,1,1
55,NA1_4161100466,36,54,78,98924,118915,736,62516,1,1,3,1,1,0,0
56,NA1_4161066120,41,15,113,71050,50154,1039,47398,1,0,3,1,3,0,1
57,NA1_4161066120,15,41,33,39976,75112,1027,39320,1,2,3,1,2,0,0
58,NA1_4160935813,41,17,88,62337,53396,1207,46994,1,3,1,1,1,2,1
59,NA1_4160935813,16,41,39,41270,65134,511,38929,1,2,2,1,3,1,0
60,NA1_4160799011,53,40,157,151058,118031,855,68932,0,2,1,1,3,2,1
61,NA1_4160799011,40,53,89,105709,161429,756,62038,2,4,1,0,0,3,0
62,NA1_4160446876,44,28,102,79160,67896,888,56399,1,1,2,2,0,0,1
63,NA1_4160446876,28,44,32,59608,85481,890,48445,3,2,1,1,1,1,0
64,NA1_4160196969,48,39,90,106034,95439,883,63473,1,1,2,2,1,1,1
65,NA1_4160196969,39,48,74,87513,114831,1128,59311,3,2,2,1,1,0,0
66,NA1_4158913312,70,89,112,194489,263043,801,98675,0,2,3,1,0,4,1
67,NA1_4158913312,89,70,224,242548,199352,1075,101165,1,0,2,3,1,0,0
68,NA1_4158890976,50,49,110,115602,118780,998,67046,0,2,2,2,0,2,1
69,NA1_4158890976,48,50,105,104131,128180,1262,63687,1,2,2,2,1,1,0
70,NA1_4158863733,57,44,120,128473,119734,998,73100,2,0,3,1,1,1,1
71,NA1_4158863733,44,57,86,104116,132398,530,65988,0,1,4,2,0,1,0
72,NA1_4158798081,61,46,88,100743,111846,998,69649,3,1,2,1,1,0,1
73,NA1_4158798081,46,61,98,94039,104631,729,58479,2,0,2,1,2,0,0
74,NA1_4158784637,42,39,101,80855,85051,998,53548,1,2,0,2,2,1,1
75,NA1_4158784637,39,42,91,74803,85889,1596,50349,1,1,2,2,1,0,0
76,NA1_4157811506,72,61,112,179394,196018,936,92854,1,3,2,0,1,2,1
77,NA1_4157811506,61,72,111,181268,196659,1092,87593,2,2,3,1,0,0,0
78,NA1_4157747630,56,55,131,148315,143484,1088,78878,1,1,3,2,1,0,1
79,NA1_4157747630,55,56,96,137893,169366,920,74628,1,2,2,1,0,3,0
80,NA1_4157780532,59,34,155,106028,113723,1157,60692,0,2,3,1,1,1,1
81,NA1_4157780532,33,59,65,96017,110362,756,51288,1,1,4,0,1,1,0
82,NA1_4157697795,53,47,99,140386,144794,1079,73034,3,2,0,1,0,1,1
83,NA1_4157697795,47,53,109,132209,150292,1513,70395,1,2,3,1,0,2,0
84,NA1_4157680653,50,45,160,141962,134027,768,73209,0,2,2,1,2,1,1
85,NA1_4157680653,45,50,124,124401,159551,1181,71763,2,3,1,1,1,1,0
86,NA1_4157645306,31,23,81,67376,72705,1038,50576,0,2,2,1,1,2,1
87,NA1_4157645306,23,31,45,66607,74213,1182,44771,1,4,2,0,1,2,0
88,NA1_4156483872,60,60,108,145590,169944,925,83908,1,1,2,2,1,0,1
89,NA1_4156483872,60,61,109,161544,157967,1556,81404,1,2,2,1,2,1,0
90,NA1_4156419696,62,48,127,127851,133868,774,76745,3,1,1,0,1,2,1
91,NA1_4156419696,46,62,102,117446,134721,1252,72705,1,0,2,4,0,0,0
92,NA1_4156406810,50,47,102,114852,102572,1011,65799,2,0,2,3,0,1,1
93,NA1_4156406810,47,53,95,95268,130155,833,61466,1,5,1,0,1,2,0
94,NA1_4155100739,48,46,129,122759,136395,1066,62984,0,2,1,2,1,2,1
95,NA1_4155100739,46,48,112,125769,130451,511,60804,2,3,2,0,1,1,0
96,NA1_4154594992,60,52,129,121751,112000,533,65881,2,1,1,2,1,0,1
97,NA1_4154594992,52,60,119,108040,134433,858,63927,2,2,2,1,0,2,0
98,NA1_4154611761,45,22,119,104525,81747,736,56720,0,2,3,1,2,1,1
99,NA1_4154611761,22,46,37,69993,111940,835,48897,1,3,1,1,1,3,0
100,NA1_4154026902,83,70,153,203557,190537,1043,100409,4,1,3,0,1,0,1
101,NA1_4154026902,68,83,118,168211,211648,726,95825,2,1,2,1,2,0,0
102,NA1_4153995167,53,43,120,129969,98976,1095,65074,0,2,2,2,1,2,1
103,NA1_4153995167,43,53,77,94659,138430,1221,63406,1,2,2,2,1,1,0
104,NA1_4153909250,51,53,135,124757,140176,1612,77058,0,1,2,2,2,1,1
105,NA1_4153909250,53,51,103,130414,134093,1060,73438,3,2,2,2,0,1,0
106,NA1_4153351531,55,39,116,146038,134460,593,70818,2,2,2,2,1,1,1
107,NA1_4153351531,39,55,81,122717,151111,643,66672,1,2,1,1,2,1,0
108,NA1_4153317603,48,27,111,94388,116915,1132,58403,2,2,3,0,1,2,1
109,NA1_4153317603,27,48,78,98992,98506,586,51077,1,1,4,1,2,0,0
110,NA1_4153305149,37,36,93,102508,87540,1119,64024,1,0,1,2,1,1,1
111,NA1_4153305149,36,37,62,79284,110176,1147,59014,1,1,4,1,1,1,0
112,NA1_4153283765,42,31,83,71730,91479,582,60716,0,2,2,1,1,2,1
113,NA1_4153283765,31,42,61,83716,78306,706,54867,2,1,2,1,2,0,0
114,NA1_4153267878,52,40,136,114652,132302,944,67690,1,5,2,0,0,2,1
115,NA1_4153267878,40,52,90,121821,126226,611,62951,2,2,1,1,0,2,0
116,NA1_4151201622,59,34,108,94306,82212,693,60945,4,2,1,0,1,1,1
117,NA1_4151201622,33,59,62,65040,98766,873,49588,2,0,2,3,1,0,0
118,NA1_4151119622,45,34,137,112551,115672,518,66109,2,0,2,2,3,0,1
119,NA1_4151119622,34,45,78,111683,127127,618,60238,2,3,3,0,1,1,0
120,NA1_4151143100,62,53,129,188199,195026,428,86777,2,2,1,2,0,2,1
121,NA1_4151143100,52,62,137,179998,200902,730,85539,0,2,1,1,2,2,0
122,NA1_4151049103,53,43,129,150600,111591,1226,68431,0,1,3,3,0,1,1
123,NA1_4151049103,43,53,108,103860,161797,1497,63825,1,2,3,1,1,1,0
124,NA1_4151037416,34,34,98,80223,87010,1348,55177,0,3,1,1,2,2,1
125,NA1_4151037416,34,34,91,80716,90155,998,52358,1,1,3,1,2,1,0
126,NA1_4150528168,29,24,62,42993,40731,1074,37979,1,1,2,3,0,2,1
127,NA1_4150528168,24,29,51,38487,45443,778,35557,1,2,3,0,1,0,0
128,NA1_4150475207,48,33,95,92592,79811,936,60983,3,1,2,1,1,0,1
129,NA1_4150475207,33,48,61,73381,97683,1561,54793,1,1,1,2,1,0,0
130,NA1_4150519752,30,19,88,56222,52616,1350,44507,0,1,4,0,2,1,1
131,NA1_4150519752,19,30,30,47400,63205,1317,40699,3,3,1,1,0,1,0
132,NA1_4150417056,60,39,145,119087,95455,968,65500,1,0,4,1,2,0,1
133,NA1_4150417056,39,60,74,86141,122688,952,58799,2,1,2,2,0,0,0
134,NA1_4149934659,59,46,118,156763,129109,1120,67916,1,3,1,1,0,2,1
135,NA1_4149934659,46,59,117,103343,166692,762,64153,0,1,4,1,2,1,0
136,NA1_4149930843,52,43,87,127115,136093,1027,78975,1,3,3,1,0,2,1
137,NA1_4149930843,43,52,85,125962,129507,999,74743,0,1,3,2,1,1,0
138,NA1_4149908388,48,27,114,85511,58501,1351,54617,0,0,4,2,2,1,1
139,NA1_4149908388,26,48,55,45158,90050,728,47200,1,3,0,1,1,2,0
140,NA1_4149874265,62,30,128,131506,79637,1119,71037,2,0,3,1,1,0,1
141,NA1_4149874265,30,62,67,70178,140179,548,63706,1,3,1,0,2,2,0
142,NA1_4149901743,57,38,125,100149,80750,988,59129,2,2,2,1,0,1,1
143,NA1_4149901743,38,57,85,71358,109077,933,50553,4,2,2,0,0,0,0
144,NA1_4149543954,47,46,71,121298,121369,926,70923,3,1,2,1,0,1,1
145,NA1_4149543954,46,47,110,103378,127277,1170,67113,0,2,2,2,2,0,0
146,NA1_4149498797,50,41,136,121911,134196,1134,65063,0,2,1,0,2,4,1
147,NA1_4149498797,40,50,117,107378,129068,936,59877,1,2,2,1,1,2,0
148,NA1_4149215137,36,29,91,85973,77963,1003,58816,1,0,4,1,3,0,1
149,NA1_4149215137,29,36,69,67568,87591,851,54682,1,0,3,2,1,1,0
150,NA1_4149189416,35,24,75,70495,48351,838,45242,2,2,2,0,0,1,1
151,NA1_4149189416,24,35,49,41352,73984,1337,41319,1,4,2,1,0,1,0
152,NA1_4148371478,55,53,120,190236,145931,848,85412,1,0,4,3,2,0,1
153,NA1_4148371478,53,55,99,140282,198568,1005,82846,0,0,3,2,0,1,0
154,NA1_4148298173,59,45,117,127782,115645,1057,70365,1,2,2,2,0,2,1
155,NA1_4148298173,45,59,83,101689,134735,1078,65335,3,2,2,1,1,0,0
156,NA1_4148322169,57,41,134,137175,171735,1414,70862,2,2,2,0,2,2,1
157,NA1_4148322169,41,57,114,148259,146929,1021,65760,1,4,1,0,1,1,0
158,NA1_4148272905,97,74,170,298620,305382,920,115184,1,3,4,0,0,1,1
159,NA1_4148272905,74,97,140,288489,313089,1183,110062,2,1,1,2,1,1,0
160,NA1_4148198126,34,25,48,62678,64324,1109,52317,0,1,3,2,2,1,1
161,NA1_4148198126,25,34,43,49999,66122,623,46596,1,1,2,2,2,0,0
162,NA1_4147759387,54,53,141,131082,158882,408,77110,0,0,3,1,3,1,1
163,NA1_4147759387,53,54,134,153941,148945,756,73684,1,3,2,2,1,1,0
164,NA1_4147563237,36,20,90,74408,78900,917,56125,0,0,2,3,2,1,1
165,NA1_4147563237,20,36,40,65323,81651,833,48711,1,1,2,2,1,1,0
166,NA1_4146853253,49,37,118,108939,84896,838,62083,2,2,3,1,1,0,1
167,NA1_4146853253,37,49,80,79732,117541,1525,58268,2,1,2,1,2,1,0
168,NA1_4145870872,85,77,141,311316,279704,1388,113684,1,1,2,1,1,1,1
169,NA1_4145870872,77,85,161,261467,331943,628,111538,0,3,3,1,0,1,0
170,NA1_4145843994,32,31,91,113336,128256,634,69063,1,1,3,2,2,1,1
171,NA1_4145843994,31,32,91,118608,116701,470,66256,1,1,4,0,2,1,0
172,NA1_4144892671,26,39,69,87744,104103,1046,58148,0,1,2,1,2,2,1
173,NA1_4144892671,39,26,77,96845,94859,674,57682,1,1,2,2,1,1,0
174,NA1_4144814858,65,68,135,173143,172134,1041,82565,1,1,3,2,2,0,1
175,NA1_4144814858,68,65,138,166474,188013,400,83051,2,1,3,1,1,1,0
176,NA1_4144376333,53,43,105,121841,132596,934,83012,1,0,4,1,2,1,1
177,NA1_4144376333,42,53,90,115987,130910,813,74591,2,1,3,2,1,0,0
178,NA1_4144364052,31,30,63,71416,76984,840,49993,0,2,1,2,0,2,1
179,NA1_4144364052,30,31,77,66808,79148,943,47337,1,2,3,1,2,1,0
180,NA1_4144325399,60,49,110,148920,142746,614,80365,1,3,2,0,1,2,1
181,NA1_4144325399,47,60,98,122124,154631,781,75257,1,1,3,1,1,0,0
182,NA1_4144293487,30,19,57,56043,46211,765,45668,1,2,2,0,1,2,1
183,NA1_4144293487,19,31,33,37375,59154,1647,38674,2,0,4,1,1,0,0
184,NA1_4144206019,57,56,144,124277,153725,613,72985,1,2,3,1,1,1,1
185,NA1_4144206019,56,57,95,143764,135529,891,73212,2,3,0,1,0,1,0
186,NA1_4144203806,48,36,109,97498,92659,915,63082,2,1,3,2,1,0,1
187,NA1_4144203806,36,48,72,82963,103307,942,58575,1,2,2,2,1,0,0
188,NA1_4143125877,44,34,84,102843,94014,616,68856,2,1,2,1,3,0,1
189,NA1_4143125877,34,45,84,82826,111109,876,62861,4,2,1,2,0,1,0
190,NA1_4142071628,61,41,139,113851,85975,647,66926,1,1,3,1,1,0,1
191,NA1_4142071628,41,61,69,81447,119602,442,59300,4,2,3,1,0,0,0
0,NA1_4168457625,61,51,147,124221,129724,1055,76484,1,1,2,3,2,0,1
1,NA1_4168457625,51,61,95,123362,133740,1001,69673,2,0,5,0,2,0,0
2,NA1_4168481315,57,49,155,164242,165392,845,83178,0,2,2,2,1,1,1
3,NA1_4168481315,49,57,118,155871,183067,849,79966,2,3,2,1,1,1,0
4,NA1_4160955047,57,43,91,121994,124925,871,71481,1,1,2,1,0,1,1
5,NA1_4160955047,43,57,98,115247,126412,1270,64622,0,1,4,1,3,1,0
6,NA1_4154186076,43,36,102,121147,108630,1744,67352,2,1,3,1,2,0,1
7,NA1_4154186076,36,44,75,98760,131977,1126,63606,2,3,1,1,0,2,0
8,NA1_4153057273,64,64,121,197504,210430,1305,92412,2,3,2,0,2,1,1
9,NA1_4153057273,64,64,134,192146,207460,1507,89452,1,2,2,1,1,2,0
10,NA1_4153028080,44,28,87,93651,89807,1198,66409,3,1,2,2,1,0,1
11,NA1_4153028080,27,44,57,76964,98006,768,59167,1,2,2,2,0,1,0
12,NA1_4152978868,44,24,131,96534,68621,973,47904,3,3,1,1,1,1,1
13,NA1_4152978868,24,44,52,53981,100531,795,41279,0,4,1,0,1,4,0
14,NA1_4152859697,29,10,71,43342,42153,1171,43209,0,0,3,2,2,0,1
15,NA1_4152859697,9,29,22,36476,46917,577,37109,2,2,2,2,1,1,0
16,NA1_4152683880,70,56,160,220309,151872,970,77415,1,1,3,1,2,0,1
17,NA1_4152683880,56,71,105,139961,233832,1117,73245,1,3,1,2,0,2,0
18,NA1_4152627715,71,66,139,232124,199251,1440,101950,2,1,1,2,2,0,1
19,NA1_4152627715,66,71,124,183964,242149,823,96136,0,2,3,0,1,2,0
20,NA1_4152502203,35,33,87,97134,110684,1402,65970,3,2,2,1,0,1,1
21,NA1_4152502203,32,35,77,96281,100269,813,63352,0,0,4,1,3,1,0
22,NA1_4152458414,52,32,127,127509,92941,1236,67638,2,2,3,0,1,1,1
23,NA1_4152458414,32,52,78,85427,132290,985,59270,2,1,1,0,1,2,0
24,NA1_4152076881,70,58,139,191648,199151,762,99453,0,2,3,0,1,1,1
25,NA1_4152076881,58,70,114,192470,200727,1006,93974,1,1,2,2,1,1,0
26,NA1_4152112694,63,51,153,170428,154703,1442,78065,1,2,1,2,1,1,1
27,NA1_4152112694,51,63,118,131703,181347,1540,73285,1,0,5,0,2,1,0
28,NA1_4152120451,57,61,116,152453,159372,1271,84314,2,1,2,2,1,0,1
29,NA1_4152120451,60,57,104,147828,158805,1304,81350,4,2,1,1,0,0,0
30,NA1_4152081177,38,34,95,81648,78943,1133,57928,0,1,3,2,1,1,1
31,NA1_4152081177,33,38,79,69604,86486,1331,53360,1,3,1,1,1,2,0
32,NA1_4152006748,42,39,85,128424,116875,760,69102,0,1,4,2,2,1,1
33,NA1_4152006748,39,42,86,109051,138254,1548,67784,0,1,4,1,2,0,0
34,NA1_4151974083,71,53,148,162483,155898,814,84404,0,1,3,2,0,2,1
35,NA1_4151974083,53,71,89,141701,168773,1007,77312,1,1,3,1,2,1,0
36,NA1_4151929954,55,33,114,110946,73964,1276,60739,0,0,3,2,1,0,1
37,NA1_4151929954,33,56,58,67229,121236,1066,53559,0,2,3,0,2,1,0
38,NA1_4151799139,50,41,144,132128,100481,1198,59732,1,1,1,2,1,2,1
39,NA1_4151799139,41,50,95,92357,145835,1019,56636,0,4,0,1,0,4,0
40,NA1_4151716718,39,33,67,102837,89846,1216,64767,1,1,2,1,1,1,1
41,NA1_4151716718,32,39,90,82315,108270,1807,60552,0,0,5,1,3,1,0
42,NA1_4151713588,25,18,71,48880,36328,776,45121,2,1,3,1,2,1,1
43,NA1_4151713588,18,25,36,33086,52124,712,40011,2,2,2,1,1,2,0
44,NA1_4151474790,54,47,124,161162,208732,1330,92682,1,1,3,1,1,1,1
45,NA1_4151474790,47,54,131,195774,175046,1067,90837,1,0,3,1,2,0,0
46,NA1_4151293363,47,62,113,167488,212375,1052,96522,1,2,3,1,1,0,1
47,NA1_4151293363,62,47,106,203531,180835,1012,96112,2,2,2,1,0,2,0
48,NA1_4150863922,60,54,132,146909,138212,1288,72873,1,2,1,2,0,3,1
49,NA1_4150863922,53,60,145,122258,162951,821,69539,0,1,3,1,3,1,0
50,NA1_4150861244,74,65,187,217424,318561,772,105200,0,2,2,2,2,2,1
51,NA1_4150861244,65,74,163,287425,227049,827,100859,1,0,4,1,2,0,0
52,NA1_4150798119,40,41,74,106914,94003,1120,67182,3,0,4,3,0,0,1
53,NA1_4150798119,41,40,80,86362,112034,1047,64186,2,1,4,0,1,0,0
54,NA1_4150823691,72,53,163,224375,142543,1459,88836,3,0,1,3,0,0,1
55,NA1_4150823691,53,72,111,131017,238327,950,81171,1,3,3,1,0,2,0
56,NA1_4150811274,60,51,159,191645,168018,793,80223,1,1,3,0,2,1,1
57,NA1_4150811274,51,60,103,144188,210636,1386,75744,2,2,1,2,0,1,0
58,NA1_4150767696,48,34,115,90270,97381,1219,66660,0,1,4,0,4,0,1
59,NA1_4150767696,34,48,64,92705,95596,961,60928,2,2,1,1,2,0,0
60,NA1_4150694947,46,57,105,150163,195651,1139,78751,0,1,2,1,2,3,1
61,NA1_4150694947,57,46,157,169340,162771,1095,78101,1,2,3,0,2,2,0
62,NA1_4150647271,30,14,63,48839,32426,1168,43957,1,0,3,3,1,1,1
63,NA1_4150647271,14,30,26,25340,49844,885,36487,2,3,3,0,1,0,0
64,NA1_4150445478,58,42,149,210214,201291,1358,85780,1,4,1,0,2,1,1
65,NA1_4150445478,42,58,90,185601,224660,1023,82696,1,3,1,1,0,3,0
66,NA1_4150412238,42,37,117,111801,106782,1210,65410,1,2,3,1,2,1,1
67,NA1_4150412238,36,43,84,93709,123416,712,61884,3,3,0,1,1,0,0
68,NA1_4150404897,51,57,116,130049,127904,1189,72496,0,2,2,1,1,2,1
69,NA1_4150404897,57,52,100,117006,139288,1301,70410,2,1,2,2,1,1,0
70,NA1_4150401321,58,32,145,105599,79031,1447,59875,0,1,2,2,0,2,1
71,NA1_4150401321,32,58,64,68724,113356,1339,53494,2,2,0,2,1,2,0
72,NA1_4150328785,39,31,104,90262,69264,925,53096,0,0,3,2,0,1,1
73,NA1_4150328785,31,39,62,50814,98120,1426,48274,1,3,2,0,1,1,0
74,NA1_4147471335,70,67,125,220095,236106,1988,91513,1,2,2,0,1,2,1
75,NA1_4147471335,66,70,150,192554,230204,658,87868,0,1,4,1,3,1,0
76,NA1_4146369599,51,40,139,123636,116368,1118,66676,0,2,2,1,3,1,1
77,NA1_4146369599,40,51,72,110558,133894,1733,59976,1,1,2,2,2,1,0
78,NA1_4146248185,59,50,126,191963,172800,1508,99696,1,1,4,1,2,0,1
79,NA1_4146248185,50,59,103,162155,205202,938,90768,1,3,1,1,1,3,0
80,NA1_4143990760,47,33,110,110898,108547,936,68096,1,2,3,0,3,1,1
81,NA1_4143990760,33,47,90,95091,118652,978,64804,0,1,4,0,3,1,0
82,NA1_4143937859,77,74,150,219587,269442,1047,108233,1,1,2,1,1,2,1
83,NA1_4143937859,74,77,195,245823,226902,942,108128,1,0,4,1,3,0,0
